Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.329s)
CreateVariables () DONE !!!
Creating 14 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13
2.00	0.00	0.00	0.00	0.00	0.00	0.19	0.00	1.99	0.00	0.00	0.00	0.45	0.00	0.00
3.00	0.00	0.00	0.00	0.93	0.00	1.00	0.00	2.00	0.00	0.00	1.48	1.00	0.55	0.00
4.00	0.00	1.38	1.83	1.50	0.00	0.31	0.11	2.00	0.00	0.00	1.67	0.32	0.33	0.00
5.00	0.00	2.00	1.72	0.58	0.00	0.00	0.01	2.00	0.00	0.00	1.42	0.05	0.00	0.06
6.00	0.00	1.99	2.00	1.68	0.00	0.00	0.00	2.00	1.58	0.00	1.64	0.00	0.52	0.00
7.00	0.00	1.86	1.90	1.79	0.00	0.28	0.77	2.00	1.99	0.00	1.75	0.73	0.91	0.00
8.00	0.00	2.04	1.54	1.22	0.00	1.20	0.00	1.99	1.94	0.00	0.89	0.71	0.00	0.60
9.00	0.00	2.08	1.83	0.73	0.00	0.16	0.00	2.00	2.00	0.00	1.48	0.12	0.02	0.00
10.00	0.00	1.90	1.71	0.48	0.00	0.00	0.12	2.00	2.03	0.00	0.95	0.14	0.00	0.00
11.00	0.00	1.97	1.84	0.84	0.00	0.00	0.00	2.00	2.00	0.00	0.07	0.47	0.80	0.27
12.00	0.00	1.80	1.39	0.72	0.13	0.00	0.00	2.00	1.78	0.00	1.01	0.31	0.12	0.71
13.00	0.00	2.00	1.94	1.10	0.01	0.00	0.00	2.00	2.04	0.00	1.68	0.00	0.39	0.00
14.00	0.00	1.97	1.39	0.66	0.21	0.20	0.06	1.99	1.93	0.00	1.19	0.25	0.00	0.00
15.00	0.00	1.98	1.15	1.26	0.11	0.05	0.04	2.00	2.03	0.00	1.83	0.05	0.00	0.00
16.00	0.00	2.03	1.46	1.17	0.00	0.00	0.00	2.00	2.01	0.00	0.57	0.00	0.31	0.00
17.00	0.00	1.99	1.45	0.52	0.00	0.00	0.00	2.00	1.73	0.00	1.51	0.00	0.01	0.00
18.00	0.00	1.98	1.93	0.35	0.00	0.00	0.00	2.00	1.99	0.00	1.86	0.00	0.02	0.00
19.00	0.00	2.01	1.68	0.27	0.12	0.12	0.00	2.00	1.86	0.00	0.85	0.07	0.01	0.00
20.00	0.00	2.00	1.90	1.31	0.00	0.40	0.38	1.99	1.99	0.00	1.02	0.40	0.00	0.00
21.00	0.00	1.95	1.74	1.33	0.00	0.00	0.11	2.00	1.97	0.00	1.11	0.19	0.00	0.00
22.00	0.00	2.00	1.85	0.28	0.00	0.32	0.18	2.00	2.04	0.00	0.75	0.28	0.00	0.00
23.00	0.00	1.97	1.50	0.93	0.00	0.00	0.00	2.00	1.90	0.00	1.06	0.00	0.00	0.00
24.00	0.00	2.00	1.78	1.57	0.00	0.00	0.11	2.00	2.01	0.00	0.97	0.11	0.15	0.00
25.00	0.00	1.87	1.77	0.84	0.01	0.20	0.12	2.00	1.98	0.00	1.70	0.13	0.00	0.00
26.00	0.00	1.75	1.54	1.10	0.00	0.00	0.14	1.99	1.80	0.00	1.05	0.24	0.00	0.00
27.00	0.00	1.98	1.83	1.52	0.00	0.00	0.00	2.00	2.04	0.00	1.52	0.28	0.00	0.00
28.00	0.00	2.03	1.98	1.34	0.61	0.00	0.01	2.00	1.83	0.00	1.55	0.09	0.00	0.00
29.00	0.00	2.00	1.98	1.60	0.00	0.00	0.14	2.00	1.73	0.00	1.53	0.13	0.34	0.00
30.00	0.00	1.99	1.99	1.97	0.00	0.41	0.80	2.00	1.98	0.00	1.63	0.35	0.29	0.00
31.00	0.00	1.99	1.91	1.80	0.32	0.64	0.05	2.00	2.01	0.00	1.57	0.66	0.00	0.00
32.00	0.00	2.00	1.99	0.88	0.00	0.00	0.00	1.99	1.90	0.00	1.17	0.00	0.75	0.00
33.00	0.00	2.00	1.86	0.24	0.00	0.00	0.00	2.00	1.94	0.00	0.57	0.00	0.00	0.00
34.00	0.00	1.97	1.71	1.24	0.00	0.00	0.00	2.00	2.00	0.00	1.81	0.00	0.00	0.00
