Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.373s)
CreateVariables () DONE !!!
Creating 6 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5
2.00	0.00	0.00	1.91	1.99	0.71	1.26
3.00	1.94	0.00	2.00	2.00	1.99	1.99
4.00	1.99	1.97	2.00	2.00	1.99	1.85
5.00	1.99	2.00	1.98	2.00	2.00	1.86
6.00	2.00	1.99	2.00	2.00	2.00	1.87
7.00	1.99	1.99	2.00	2.00	2.00	1.88
8.00	2.00	2.00	2.00	1.99	2.00	1.90
9.00	2.00	2.00	2.00	2.00	2.00	1.92
10.00	2.00	2.00	1.99	2.00	2.00	1.92
11.00	1.99	2.00	2.00	2.00	1.98	1.88
12.00	2.00	2.00	2.00	2.00	2.00	1.86
13.00	1.99	1.99	2.00	2.00	2.00	1.92
14.00	2.00	2.00	2.00	1.99	1.99	1.87
15.00	2.00	1.99	2.00	2.00	2.00	1.90
16.00	2.00	2.00	2.00	2.00	2.00	1.90
17.00	2.00	2.00	1.99	2.00	2.00	1.91
18.00	2.00	1.99	2.00	2.00	1.99	1.86
19.00	2.00	2.00	2.00	2.00	2.00	1.91
20.00	1.99	2.00	2.00	1.99	1.99	1.88
21.00	2.00	2.00	2.00	2.00	2.00	1.92
22.00	2.00	2.00	2.00	2.00	2.00	1.90
23.00	1.99	2.00	2.00	2.00	1.98	1.88
24.00	2.00	2.00	1.99	2.00	2.00	1.88
25.00	2.00	1.99	2.00	2.00	2.00	1.91
26.00	1.99	2.00	2.00	1.99	2.00	1.91
27.00	2.00	2.00	2.00	2.00	2.00	1.91
28.00	2.00	2.00	2.00	2.00	2.00	1.90
29.00	2.00	2.00	1.98	2.00	1.99	1.91
30.00	2.00	1.99	2.00	2.00	1.99	1.91
31.00	2.00	2.00	2.00	2.00	2.00	1.90
32.00	1.99	2.00	2.00	1.99	1.99	1.93
33.00	2.00	1.99	2.00	2.00	2.00	1.86
34.00	2.00	1.99	2.00	2.00	2.00	1.88
35.00	2.00	2.00	1.99	2.00	2.00	1.91
36.00	2.00	2.00	2.00	2.00	1.99	1.92
37.00	2.00	1.99	2.00	2.00	2.00	1.90
38.00	1.99	2.00	2.00	1.99	2.00	1.92
39.00	2.00	2.00	2.00	2.00	2.00	1.88
40.00	2.00	2.00	2.00	2.00	2.00	1.91
