Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (3.415s)
CreateVariables () DONE !!!
Creating 9 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8
2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	0.00	0.00	0.00	0.00	1.73	0.00	0.00	0.00	0.00
4.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00
5.00	1.35	1.24	1.24	1.24	2.00	1.30	0.00	1.22	1.30
6.00	1.97	2.00	2.00	1.98	2.00	1.99	1.47	2.00	2.00
7.00	1.98	1.99	1.99	2.00	2.00	2.00	2.00	1.99	2.00
8.00	1.95	2.00	2.00	2.00	1.99	2.00	2.00	2.00	2.00
9.00	1.98	2.00	1.99	1.98	2.00	2.00	1.99	2.00	1.98
10.00	1.98	2.00	2.00	1.99	2.00	1.99	2.00	1.99	2.01
11.00	1.99	2.00	1.97	2.00	2.00	2.00	2.01	2.00	2.00
12.00	1.95	1.99	2.00	2.00	2.00	2.00	1.99	2.00	1.99
13.00	2.00	2.00	1.99	2.00	2.00	2.00	2.00	2.00	1.99
14.00	1.97	2.00	2.00	2.00	1.99	2.00	2.00	2.00	2.00
15.00	1.99	1.30	1.99	1.87	2.00	1.84	1.98	1.83	1.19
16.00	2.00	0.00	1.99	1.98	2.00	1.98	1.97	1.99	1.74
17.00	1.99	0.31	2.01	1.99	2.00	1.98	1.95	2.00	1.85
18.00	1.88	0.31	1.98	1.87	2.00	2.00	1.85	1.91	1.94
19.00	1.94	1.91	1.88	2.00	2.00	1.99	2.03	2.04	1.77
20.00	2.00	2.00	2.00	2.00	1.99	2.00	2.00	2.00	2.00
21.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	1.99	1.98
22.00	2.00	2.00	2.00	2.00	2.00	2.00	1.99	1.98	2.01
23.00	1.98	2.00	1.99	1.99	2.00	2.00	2.00	1.99	2.00
24.00	2.00	2.00	2.00	2.01	2.00	2.00	2.00	1.98	2.00
25.00	1.99	2.00	2.00	1.99	2.00	1.99	1.99	1.98	1.97
26.00	2.00	1.99	2.00	2.00	1.99	2.00	2.00	1.98	2.00
27.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	1.99	2.00
28.00	2.00	2.00	2.00	2.00	2.00	2.00	1.99	2.00	2.00
29.00	2.00	2.00	2.00	1.99	2.00	2.00	2.00	1.99	1.99
30.00	1.99	2.00	1.99	2.00	2.00	1.99	2.00	1.99	2.01
31.00	2.00	1.99	2.00	2.00	2.00	2.00	1.99	1.99	1.99
32.00	2.00	2.00	2.00	2.00	1.99	2.00	2.00	1.99	2.00
33.00	1.99	2.00	2.00	2.00	2.00	2.00	2.00	1.99	2.00
34.00	1.99	2.00	1.99	2.00	2.00	2.00	2.00	1.99	2.00
35.00	2.00	2.00	2.01	1.99	2.00	2.00	1.99	2.00	1.99
36.00	2.00	2.00	1.99	2.00	2.00	2.00	2.00	1.99	2.00
37.00	1.99	2.00	2.00	2.00	2.00	1.99	1.99	2.00	2.00
38.00	2.00	1.99	2.00	2.00	1.99	2.00	2.00	2.00	2.00
39.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	1.99	2.00
40.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	1.98	2.00
41.00	2.00	2.00	1.99	2.00	2.00	2.00	1.99	2.00	2.00
42.00	1.99	2.00	2.00	2.00	2.00	1.99	2.00	1.99	1.99
43.00	2.00	1.99	1.99	1.99	2.00	2.00	2.00	1.99	2.00
44.00	2.00	2.00	2.00	2.00	1.99	2.00	2.00	1.98	2.00
45.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00
46.00	0.66	0.66	0.66	2.00	2.00	2.00	2.00	2.00	2.00
47.00	0.00	0.00	0.00	2.00	2.00	2.00	2.00	1.99	1.98
48.00	0.00	0.00	0.00	2.00	2.00	2.00	2.00	1.98	2.00
49.00	0.00	0.00	0.00	2.00	2.00	1.99	1.99	1.98	2.00
50.00	0.00	0.00	0.00	1.99	2.00	2.00	2.00	1.99	2.00
51.00	0.00	0.00	0.00	2.00	1.99	2.00	2.00	2.00	2.00
52.00	0.00	0.00	0.00	2.00	2.00	2.00	2.00	1.99	2.00
53.00	0.00	0.00	0.00	2.00	2.00	2.00	2.00	2.00	2.00
54.00	0.00	0.00	0.00	2.00	2.00	2.00	1.99	1.98	1.99
55.00	0.00	0.00	0.00	2.00	2.00	1.99	2.00	2.00	2.00
56.00	0.00	0.00	0.00	1.99	2.00	2.00	2.00	1.97	2.00
57.00	0.00	0.00	0.00	2.00	1.99	2.00	2.00	2.00	2.00
58.00	0.00	0.00	0.00	2.00	2.00	2.00	2.00	2.00	2.00
59.00	0.00	0.00	0.00	2.00	2.00	2.00	2.00	1.99	2.00
60.00	0.00	0.00	0.00	2.00	2.00	2.00	1.99	1.99	2.00
61.00	0.00	0.00	0.00	2.00	2.00	1.99	2.00	2.00	2.00
62.00	0.00	0.00	0.00	2.00	2.00	2.00	2.00	1.99	1.99
63.00	0.00	0.00	0.00	1.99	1.99	2.00	2.00	2.00	2.00
64.00	0.00	0.00	0.00	2.00	2.00	2.00	2.00	2.00	2.00
65.00	0.00	0.00	0.00	2.00	2.00	2.00	2.00	2.00	2.00
66.00	0.00	0.00	0.00	2.00	2.00	2.00	2.00	2.00	2.00
