Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.238s)
CreateVariables () DONE !!!
Creating 15 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14
2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.00	0.81	0.80	0.00	0.81	0.78	0.79	0.00	2.00	1.14	0.00	0.77	0.00	1.12	1.01	0.00
6.00	1.00	0.91	0.09	1.57	1.22	0.88	0.29	2.00	1.21	0.00	0.84	0.22	1.20	0.59	0.00
7.00	0.00	0.00	0.45	0.16	0.33	0.00	0.41	2.00	0.34	0.00	0.00	0.00	0.00	0.52	0.47
8.00	0.11	0.31	0.88	0.92	0.00	0.67	1.00	1.99	0.22	0.00	0.37	0.33	0.49	0.08	0.16
9.00	0.00	0.01	0.53	0.00	0.00	0.00	0.18	2.00	0.00	0.00	0.27	0.67	0.00	0.67	0.18
10.00	0.64	0.11	0.02	0.60	0.00	0.26	0.75	2.00	0.44	0.00	0.97	0.57	0.51	0.51	0.78
11.00	0.61	0.48	0.37	0.00	0.00	0.49	0.25	2.00	0.77	0.00	0.59	0.66	0.00	0.44	0.40
12.00	0.58	1.88	0.00	0.00	0.00	0.85	1.87	2.00	0.00	0.00	0.04	1.72	0.00	0.00	0.00
13.00	0.26	0.37	0.55	0.15	0.01	0.71	0.60	2.00	0.40	0.00	0.02	0.55	0.32	0.38	0.12
14.00	0.00	0.00	0.47	0.88	0.31	0.88	0.00	1.99	0.98	0.00	0.82	0.00	0.01	0.41	0.74
15.00	0.48	0.74	1.08	0.42	0.59	0.44	1.08	2.00	1.52	0.00	0.00	0.66	0.00	1.17	0.47
16.00	0.00	0.31	0.25	0.41	0.14	0.00	0.53	2.00	0.42	0.00	0.00	1.08	0.00	0.24	0.00
17.00	0.46	0.47	0.82	1.26	0.21	0.34	0.27	2.00	0.87	0.00	0.00	0.62	0.00	0.00	1.77
18.00	0.09	0.34	0.67	0.99	0.33	0.52	0.86	2.00	0.78	0.00	0.00	0.22	0.00	0.87	0.22
19.00	0.34	0.24	0.27	0.04	0.37	0.24	0.65	2.00	1.01	0.00	0.22	1.02	0.04	1.19	0.60
20.00	0.12	0.85	1.06	0.88	0.82	0.04	0.41	1.99	0.94	0.00	0.00	0.40	0.00	0.53	0.33
21.00	0.00	0.00	0.46	0.08	0.28	0.21	0.68	2.00	0.80	0.00	0.00	0.31	0.24	0.38	0.31
22.00	0.00	0.00	0.00	2.41	1.86	0.11	1.21	2.00	1.61	0.00	0.08	0.00	0.12	1.11	0.00
23.00	0.47	0.00	0.00	1.24	0.16	0.11	1.20	2.00	1.15	0.00	0.07	0.00	0.00	0.34	0.02
24.00	0.00	0.00	0.00	0.32	0.94	0.00	1.26	2.00	1.15	0.00	0.01	0.00	0.00	1.24	0.00
25.00	0.00	0.00	1.84	1.68	0.00	0.00	0.07	2.00	1.70	0.00	0.34	1.40	1.80	1.38	0.00
26.00	0.00	0.00	1.86	0.35	0.00	0.00	0.00	1.99	1.25	0.00	0.27	1.72	1.46	1.63	0.00
27.00	0.00	0.00	0.65	1.25	0.67	0.00	0.39	2.00	1.00	0.00	0.00	1.12	0.91	0.87	0.00
28.00	0.00	0.00	0.42	1.67	0.04	0.00	0.08	2.00	1.50	0.00	0.09	0.98	1.24	0.05	0.00
29.00	0.77	0.99	0.24	1.28	1.38	0.00	0.60	2.00	0.11	0.00	0.49	0.97	0.41	0.45	0.04
30.00	0.00	0.00	1.53	1.18	0.33	0.00	0.35	2.00	1.78	0.00	0.00	0.31	1.18	0.59	0.00
31.00	0.00	1.30	0.31	1.80	0.19	0.00	0.80	2.00	1.38	0.00	0.00	1.10	1.26	0.60	0.00
32.00	0.00	1.99	0.77	1.46	0.31	0.00	1.54	1.99	1.42	0.00	0.44	0.98	1.57	0.00	0.00
33.00	0.08	0.34	0.81	0.24	0.35	0.20	0.52	2.00	0.13	0.00	0.00	0.14	0.77	0.00	0.00
34.00	0.09	0.88	0.78	0.94	0.00	0.87	0.20	2.00	0.00	0.00	0.18	0.29	1.07	0.00	0.00
35.00	0.00	0.31	0.57	1.05	0.81	0.39	0.41	2.00	0.00	0.00	0.51	0.40	0.15	0.00	0.00
36.00	1.70	1.30	0.00	1.41	0.31	0.91	2.05	2.00	0.00	0.00	0.95	1.15	0.67	0.00	0.00
37.00	0.29	0.32	0.00	1.67	0.59	0.38	1.06	2.00	0.00	0.00	0.75	0.33	0.80	0.00	0.31
38.00	0.00	1.87	0.00	1.88	0.07	1.42	1.19	1.99	0.00	0.00	0.12	0.68	1.27	0.00	0.08
39.00	0.88	0.82	0.00	0.38	0.00	0.64	0.72	2.00	0.00	0.00	0.00	0.07	0.65	0.00	0.00
40.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
