Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.250s)
CreateVariables () DONE !!!
Creating 16 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15
2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.00	0.87	0.00	0.00	0.00	1.04	0.00	0.15	0.00	2.00	1.32	0.35	0.26	0.00	0.59	0.00	0.00
6.00	0.54	0.00	0.00	0.19	0.72	0.00	0.51	0.00	2.00	0.73	0.34	0.00	2.11	0.59	0.00	0.00
7.00	0.86	0.00	0.00	0.18	0.77	0.64	0.22	0.00	2.00	1.40	0.88	0.25	1.32	1.81	0.00	0.11
8.00	0.34	0.00	0.00	0.00	0.74	0.79	0.18	0.00	1.99	0.16	1.07	0.65	1.54	1.06	0.00	0.53
9.00	0.72	0.00	0.00	0.00	0.80	0.00	0.00	0.00	2.00	0.00	0.00	0.08	1.74	0.72	0.00	0.05
10.00	1.08	0.00	0.00	0.35	1.22	0.34	0.11	0.00	2.00	1.95	0.64	0.06	2.01	2.05	0.00	0.72
11.00	0.29	0.00	0.00	0.24	1.41	0.55	0.20	0.00	2.00	1.05	1.20	0.01	1.80	1.45	0.00	0.39
12.00	0.00	0.44	0.00	0.00	1.74	1.22	0.00	0.00	2.00	1.37	1.08	0.82	1.63	1.22	0.00	0.77
13.00	0.00	0.29	0.00	0.06	1.97	0.53	0.00	0.00	2.00	1.61	0.33	0.38	1.74	1.74	0.00	0.00
14.00	0.12	0.35	0.00	0.15	1.39	1.32	0.00	0.00	1.99	1.13	0.67	0.35	1.70	1.02	0.00	0.00
15.00	0.06	0.00	0.00	0.00	0.47	1.22	0.00	0.00	2.00	1.00	0.49	0.40	1.52	1.33	0.00	0.46
16.00	0.00	0.00	0.00	0.00	1.99	1.55	0.00	0.00	2.00	1.51	1.31	1.06	1.97	1.86	0.00	0.26
17.00	0.49	0.18	0.00	1.48	1.50	1.65	0.00	0.00	2.00	0.41	0.97	0.28	1.57	0.55	0.00	0.54
18.00	0.25	0.00	0.00	0.27	1.39	2.04	0.00	0.00	2.00	0.21	0.00	0.00	1.92	0.00	0.00	1.22
19.00	2.05	0.00	0.00	0.00	1.70	1.37	0.35	0.00	2.00	0.24	0.00	0.00	1.48	0.00	0.00	0.49
20.00	0.00	0.00	0.00	0.31	1.93	0.73	0.61	0.04	1.99	0.00	0.00	0.00	1.87	0.00	0.00	0.00
21.00	0.00	0.00	0.00	1.07	0.55	1.64	0.01	0.00	2.00	0.01	0.00	0.00	1.26	0.00	0.00	1.51
