Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.207s)
CreateVariables () DONE !!!
Creating 4 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3
2.00	0.00	0.00	0.00	0.00
3.00	0.00	0.00	1.24	0.00
4.00	0.00	0.00	2.00	0.00
5.00	1.37	1.53	2.00	0.00
6.00	2.00	1.99	2.00	1.57
7.00	1.99	2.00	2.00	1.98
8.00	2.00	2.00	1.99	2.00
9.00	2.00	2.00	2.00	2.00
10.00	2.00	2.00	2.00	1.99
11.00	2.00	2.00	2.00	1.99
12.00	2.00	1.99	2.00	1.98
13.00	1.99	2.00	2.00	1.99
14.00	2.00	2.00	1.99	1.95
15.00	2.00	2.00	2.00	2.00
16.00	2.00	1.99	2.00	2.00
17.00	2.00	2.00	2.00	1.99
18.00	2.00	1.99	2.00	1.98
19.00	2.00	2.00	2.00	1.99
20.00	1.99	2.00	1.99	1.99
21.00	2.00	2.00	2.00	2.00
22.00	2.00	2.00	2.00	1.98
23.00	2.00	2.00	2.00	2.00
24.00	2.00	1.99	2.00	1.99
25.00	2.00	2.00	2.00	1.99
26.00	1.99	2.00	1.99	2.00
27.00	2.00	2.00	2.00	1.99
28.00	2.00	2.00	2.00	1.98
29.00	2.00	2.00	2.00	1.99
30.00	2.00	2.00	2.00	1.99
31.00	2.00	1.99	2.00	1.99
32.00	1.99	2.00	1.99	2.00
33.00	2.00	2.00	2.00	1.99
34.00	2.00	2.00	2.00	1.97
35.00	2.00	2.00	2.00	1.99
36.00	2.00	1.99	2.00	1.97
37.00	2.00	2.00	2.00	2.00
38.00	1.99	2.00	1.99	1.97
39.00	2.00	2.00	2.00	1.99
40.00	2.00	2.00	2.00	2.00
41.00	2.00	2.00	2.00	1.99
42.00	2.00	2.00	2.00	1.98
43.00	2.00	1.98	2.00	1.97
44.00	1.99	2.00	1.99	1.99
45.00	2.00	1.99	2.00	1.99
46.00	2.00	2.00	2.00	1.99
47.00	2.00	1.99	2.00	1.99
48.00	2.00	2.00	2.00	1.99
49.00	2.00	1.99	2.00	1.99
50.00	1.99	2.00	2.00	2.00
51.00	2.00	2.00	1.99	1.95
52.00	2.00	2.00	2.00	1.99
53.00	2.00	2.00	2.00	1.99
54.00	2.00	2.00	2.00	1.99
55.00	2.00	1.99	2.00	1.99
56.00	1.99	2.00	2.00	1.99
57.00	2.00	2.00	1.99	1.98
58.00	2.00	2.00	2.00	1.97
59.00	2.00	1.99	2.00	1.98
60.00	2.00	2.00	2.00	1.99
61.00	2.00	1.98	2.00	1.98
62.00	2.00	2.00	2.00	1.99
63.00	1.99	2.00	1.99	1.98
64.00	2.00	2.00	2.00	1.98
65.00	2.00	1.99	2.00	2.00
66.00	2.00	2.00	2.00	1.99
67.00	2.00	1.99	2.00	1.99
68.00	2.00	2.00	2.00	1.97
69.00	1.99	1.99	1.99	1.98
70.00	2.00	2.00	2.00	2.00
71.00	2.00	1.99	2.00	1.99
72.00	2.00	2.00	2.00	2.00
73.00	2.00	2.00	2.00	1.99
74.00	2.00	1.99	2.00	1.98
75.00	1.99	1.98	1.99	2.00
76.00	2.00	1.98	2.00	1.99
77.00	2.00	2.00	2.00	1.99
78.00	2.00	2.00	2.00	1.99
79.00	2.00	2.00	2.00	1.98
80.00	2.00	1.99	2.00	1.99
81.00	1.99	2.00	1.99	1.99
82.00	2.00	2.00	2.00	1.99
83.00	2.00	2.00	2.00	2.00
84.00	2.00	2.00	2.00	2.00
85.00	2.00	2.00	2.00	1.97
86.00	2.00	1.98	2.00	1.99
87.00	1.99	2.00	1.99	1.99
88.00	2.00	2.00	2.00	1.99
89.00	2.00	2.00	2.00	2.00
90.00	2.00	2.00	2.00	1.99
91.00	2.00	2.00	2.00	1.95
92.00	2.00	1.99	2.00	2.00
93.00	1.99	2.00	1.99	1.99
94.00	2.00	2.00	2.00	1.99
95.00	2.00	1.99	2.00	1.99
96.00	2.00	2.00	2.00	1.99
97.00	2.00	2.00	2.00	1.98
98.00	2.00	1.99	2.00	1.98
99.00	1.99	2.00	2.00	1.98
100.00	2.00	2.00	1.99	1.99
101.00	2.00	2.00	2.00	1.98
102.00	2.00	2.00	2.00	1.97
103.00	2.00	2.00	2.00	1.98
104.00	2.00	1.99	2.00	1.99
105.00	1.99	2.00	2.00	1.99
106.00	2.00	2.00	1.99	1.97
107.00	2.00	2.00	2.00	1.94
108.00	2.00	2.00	2.00	1.98
109.00	2.00	2.00	2.00	1.97
110.00	2.00	1.99	2.00	1.99
111.00	2.00	2.00	2.00	1.98
112.00	1.99	2.00	1.99	1.98
113.00	2.00	2.00	2.00	2.00
114.00	2.00	2.00	2.00	1.99
115.00	2.00	2.00	2.00	2.00
116.00	2.00	2.00	2.00	1.98
117.00	2.00	1.99	2.00	1.97
118.00	1.99	2.00	1.99	2.00
119.00	2.00	2.00	2.00	2.00
120.00	2.00	2.00	2.00	1.97
121.00	2.00	2.00	2.00	2.00
122.00	2.00	1.99	2.00	1.98
123.00	2.00	2.00	2.00	1.98
124.00	1.99	2.00	1.99	1.98
125.00	2.00	2.00	2.00	2.00
126.00	2.00	2.00	2.00	2.00
127.00	2.00	2.00	2.00	1.97
128.00	2.00	2.00	2.00	1.99
129.00	2.00	1.99	2.00	2.00
130.00	1.99	2.00	1.99	1.98
131.00	2.00	2.00	2.00	1.99
132.00	2.00	2.00	2.00	1.99
133.00	2.00	2.00	2.00	1.98
134.00	2.00	2.00	2.00	1.97
135.00	2.00	1.98	2.00	1.99
136.00	1.99	2.00	1.99	1.98
137.00	2.00	2.00	2.00	1.99
138.00	2.00	2.00	2.00	1.99
139.00	2.00	2.00	2.00	2.00
140.00	2.00	2.00	2.00	1.99
141.00	2.00	1.99	2.00	1.98
142.00	1.99	2.00	2.00	1.99
143.00	2.00	2.00	1.99	1.98
144.00	2.00	2.00	2.00	1.98
145.00	2.00	2.00	2.00	1.98
146.00	2.00	2.00	2.00	2.00
147.00	2.00	1.98	2.00	2.00
148.00	1.99	2.00	2.00	1.99
149.00	2.00	2.00	1.99	2.00
150.00	2.00	2.00	2.00	1.98
