Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.447s)
CreateVariables () DONE !!!
Creating 16 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15
2.00	0.57	0.00	0.00	0.00	0.00	1.50	0.00	0.32	1.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	1.91	0.00	0.00	0.00	0.00	1.66	0.00	0.19	2.00	0.28	0.46	0.00	0.00	0.82	0.00	0.00
4.00	0.98	0.15	0.11	0.21	0.00	0.24	0.00	0.12	2.00	0.12	0.78	0.00	0.52	1.33	0.00	0.00
5.00	0.79	0.49	0.28	0.31	0.72	0.00	0.00	0.04	2.00	0.00	0.48	0.00	2.01	1.81	0.65	0.13
6.00	1.70	0.88	0.26	0.24	2.05	1.85	0.00	0.00	2.00	0.00	0.00	0.00	1.13	0.99	0.35	0.25
7.00	2.04	1.59	0.18	0.21	2.03	1.08	0.00	0.38	2.00	0.00	0.00	0.00	2.31	1.92	2.13	0.82
8.00	1.02	0.25	0.00	0.00	1.08	1.74	0.00	0.60	1.99	0.00	0.00	0.00	1.98	1.20	0.20	0.18
9.00	0.74	0.00	0.00	0.00	1.00	0.00	0.00	0.39	2.00	0.00	0.60	0.00	1.94	1.93	1.52	0.00
10.00	0.31	0.48	0.00	0.18	1.81	0.29	0.00	0.14	2.00	0.00	0.25	0.00	1.10	0.85	0.51	0.22
11.00	0.95	0.18	0.00	0.00	1.46	0.00	0.00	0.00	2.00	0.00	0.00	0.00	2.08	1.00	0.39	0.40
12.00	0.16	0.57	0.27	0.20	1.79	1.28	0.00	0.53	2.00	0.00	0.04	0.00	1.60	1.41	0.25	0.14
13.00	0.48	0.29	0.00	0.00	0.91	0.00	0.00	0.00	2.00	0.00	0.00	0.00	1.63	1.18	0.20	0.00
14.00	1.15	0.22	0.08	0.19	1.14	2.31	0.00	0.15	1.99	0.00	0.06	0.00	1.04	0.86	0.75	0.58
15.00	0.61	0.79	0.24	0.21	1.80	1.28	0.00	0.00	2.00	0.00	0.07	0.00	2.32	2.12	0.38	0.00
16.00	0.00	0.00	0.31	0.31	1.31	2.03	0.00	0.31	2.00	0.00	0.00	0.00	1.93	1.48	1.33	0.16
17.00	0.41	0.68	0.00	0.00	1.31	0.72	0.00	0.31	2.00	0.00	0.00	0.00	1.67	1.19	1.19	0.58
