Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.352s)
CreateVariables () DONE !!!
Creating 14 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13
2.00	0.00	0.00	0.00	0.00	0.00	0.51	0.39	1.98	0.00	1.74	0.87	0.00	0.00	0.00
3.00	0.00	0.00	0.00	0.00	0.04	0.20	0.13	2.00	0.00	1.91	1.83	0.00	0.00	0.05
4.00	0.00	1.22	1.30	0.00	0.00	0.02	0.00	2.00	0.00	1.33	1.07	0.00	0.00	0.00
5.00	0.00	1.87	1.80	0.00	0.05	0.00	0.00	2.00	1.73	1.28	0.78	0.00	0.00	0.00
6.00	0.00	2.00	1.91	0.00	0.34	0.33	0.31	2.00	2.00	1.70	1.19	0.00	0.00	0.00
7.00	0.00	2.01	2.04	0.00	0.06	0.12	0.13	2.00	1.99	1.87	1.38	0.00	0.00	0.00
8.00	0.00	2.00	2.00	0.00	0.61	0.21	0.21	1.99	2.01	1.86	0.99	0.00	0.00	0.00
9.00	0.00	1.95	0.47	0.00	0.00	0.00	0.00	2.00	2.00	1.85	0.09	0.00	0.00	0.31
10.00	0.00	1.97	1.20	0.00	0.42	0.12	0.12	2.00	1.99	1.71	1.60	0.00	0.00	0.31
11.00	0.00	2.03	1.71	0.00	0.05	0.46	0.46	2.00	2.00	1.73	1.02	0.00	0.00	0.00
12.00	0.00	1.80	1.41	0.00	0.00	0.00	0.00	2.00	2.01	1.66	0.39	0.00	0.00	0.00
13.00	0.00	1.97	2.00	0.00	0.34	0.06	0.08	2.00	1.99	1.60	0.38	0.00	0.00	0.00
14.00	0.00	1.91	1.28	0.00	1.13	0.00	0.00	1.99	1.99	1.68	1.20	0.00	0.00	0.62
15.00	0.00	2.03	1.90	0.00	0.13	0.79	0.79	2.00	1.83	1.79	1.52	0.00	0.00	0.54
16.00	0.00	2.06	1.81	0.00	1.17	0.07	0.06	2.00	2.00	1.85	0.68	0.00	0.00	0.00
17.00	0.00	2.00	1.59	0.00	0.27	0.01	0.12	2.00	1.94	1.30	0.60	0.00	0.00	0.00
18.00	0.00	1.91	1.77	0.00	0.00	0.15	0.15	2.00	2.00	1.71	0.40	0.00	0.00	0.00
19.00	0.00	1.66	1.46	0.00	0.00	0.00	0.00	2.00	1.87	1.55	0.31	0.00	0.00	0.57
20.00	0.00	1.95	2.01	0.00	0.79	0.00	0.00	1.99	1.99	2.13	2.96	0.00	0.00	0.00
21.00	0.00	1.84	1.84	0.00	0.79	0.34	0.34	2.00	2.00	1.65	1.31	0.00	0.00	0.12
22.00	0.00	2.08	1.58	0.00	0.92	0.42	0.42	2.00	1.99	1.93	1.08	0.00	0.00	0.01
23.00	0.00	2.04	1.42	0.00	0.19	0.22	0.24	2.00	2.00	1.72	0.88	0.00	0.00	0.00
24.00	0.00	2.00	1.94	0.00	0.26	0.00	0.00	2.00	1.97	1.60	0.60	0.00	0.00	0.00
25.00	0.00	1.83	1.64	0.00	0.31	0.00	0.00	2.00	1.75	0.51	0.00	0.00	0.00	0.44
26.00	0.00	1.92	1.85	0.00	0.00	0.00	0.00	1.99	1.99	1.97	0.00	0.00	0.00	0.00
27.00	0.00	2.00	1.99	0.00	0.67	0.00	0.00	2.00	2.00	2.00	0.34	0.00	0.00	0.00
28.00	0.00	2.00	2.00	0.00	0.77	0.11	0.11	2.00	2.00	1.95	1.41	0.00	0.00	0.00
29.00	0.00	2.00	1.85	0.00	0.31	0.37	0.37	2.00	1.87	1.68	1.18	0.00	0.00	0.00
30.00	0.00	1.92	1.92	0.00	0.46	0.32	0.32	2.00	1.95	1.86	1.35	0.00	0.00	0.29
31.00	0.00	1.83	1.64	0.00	0.05	0.00	0.00	2.00	1.85	1.06	1.17	0.00	0.00	0.00
32.00	0.00	1.99	1.60	0.00	0.99	0.00	0.00	1.99	1.98	1.83	1.10	0.00	0.00	0.00
33.00	0.00	1.98	1.80	0.00	0.33	0.00	0.00	2.00	1.95	1.86	1.61	0.00	0.00	0.28
34.00	0.00	1.88	1.14	0.00	0.16	0.11	0.09	2.00	1.99	1.83	1.26	0.00	0.00	0.00
35.00	0.00	1.99	0.89	0.00	0.33	0.00	0.00	2.00	1.05	1.90	0.71	0.00	0.00	0.11
36.00	0.00	2.03	0.78	0.00	0.85	0.00	0.00	2.00	2.00	2.01	2.01	0.00	0.00	0.68
37.00	0.00	1.98	1.48	0.00	1.12	0.37	0.21	2.00	1.90	1.67	1.50	0.00	0.00	0.24
38.00	0.00	2.00	2.00	0.00	1.45	0.15	0.15	1.99	2.00	1.92	1.44	0.00	0.00	0.00
39.00	0.00	1.98	1.99	0.00	1.55	0.00	0.00	2.00	2.00	1.86	1.87	0.00	0.00	0.00
40.00	0.00	2.03	1.81	0.00	0.01	0.00	0.00	2.00	1.91	1.80	1.85	0.00	0.00	0.00
41.00	0.00	1.92	1.71	0.00	0.14	0.15	0.15	2.00	2.03	1.78	1.67	0.00	0.00	0.05
42.00	0.00	1.99	1.85	0.00	0.44	0.05	0.05	2.00	1.99	1.93	1.83	0.00	0.00	0.49
43.00	0.00	2.01	1.68	0.00	0.29	0.00	0.00	2.00	1.97	1.91	1.48	0.00	0.00	0.99
44.00	0.00	1.93	1.31	0.00	0.00	0.01	0.00	1.99	1.99	1.92	1.05	0.00	0.00	0.40
45.00	0.00	2.00	1.33	0.00	0.02	0.00	0.00	2.00	2.00	1.92	0.27	0.00	0.00	0.49
46.00	0.00	1.99	1.71	0.00	0.38	0.01	0.00	2.00	1.98	1.67	1.47	0.00	0.00	0.31
47.00	0.00	2.01	2.05	0.00	0.40	0.05	0.04	2.00	1.95	2.03	1.95	0.00	0.00	0.00
48.00	0.00	1.85	1.64	0.00	0.74	0.09	0.08	2.00	2.00	1.54	1.42	0.00	0.00	0.31
49.00	0.00	1.98	1.71	0.00	1.15	0.00	0.00	2.00	1.98	1.94	0.98	0.00	0.00	0.26
50.00	0.00	2.00	2.00	0.00	0.31	0.00	0.00	2.00	2.00	1.91	1.22	0.00	0.00	0.00
51.00	0.00	1.99	1.91	0.00	1.84	0.00	0.00	1.99	2.00	1.98	1.80	0.00	0.00	0.00
52.00	0.00	2.01	1.91	0.00	1.64	0.00	0.00	2.00	2.00	1.88	1.68	0.00	0.00	0.00
53.00	0.00	1.84	1.05	0.00	0.51	0.16	0.13	2.00	1.99	1.93	0.92	0.00	0.00	0.00
54.00	0.00	1.98	2.37	0.00	0.14	0.00	0.00	2.00	2.00	1.80	1.40	0.00	0.00	0.00
55.00	0.00	1.98	1.92	0.00	0.00	0.00	0.00	2.00	1.98	1.72	1.45	0.00	0.00	0.24
56.00	0.00	1.98	1.93	0.00	0.72	0.00	0.00	2.00	2.01	1.92	1.13	0.00	0.00	0.11
57.00	0.00	2.00	2.00	0.00	0.37	0.00	0.00	1.99	1.99	1.95	0.42	0.00	0.00	0.31
58.00	0.00	1.94	1.38	0.00	1.25	0.40	0.41	2.00	1.99	1.55	1.51	0.00	0.00	0.00
59.00	0.00	2.03	1.20	0.00	0.79	0.00	0.00	2.00	2.01	1.94	1.46	0.00	0.00	0.00
60.00	0.00	2.00	2.10	0.00	0.01	0.06	0.09	2.00	2.00	1.93	1.80	0.00	0.00	0.00
61.00	0.00	2.00	1.66	0.00	0.27	0.15	0.15	2.00	2.00	1.97	1.12	0.00	0.00	0.40
62.00	0.00	1.91	1.57	0.00	0.00	0.00	0.00	2.00	1.87	1.72	1.61	0.00	0.00	0.65
63.00	0.00	0.98	0.02	0.00	0.00	0.00	0.00	1.99	1.67	1.38	0.29	0.00	0.00	0.24
64.00	0.00	2.00	2.33	0.00	0.57	0.13	0.13	2.00	1.92	1.79	0.00	0.00	0.00	0.00
65.00	0.00	1.99	1.34	0.00	0.93	0.11	0.14	2.00	2.01	2.06	1.42	0.00	0.00	0.00
66.00	0.00	1.94	1.87	0.00	0.06	0.21	0.22	2.00	1.99	1.74	1.83	0.00	0.00	0.00
67.00	0.00	1.85	1.86	0.00	0.00	0.01	0.00	2.00	1.98	1.90	2.01	0.00	0.00	0.57
68.00	0.00	2.00	2.00	0.00	1.01	0.07	0.06	2.00	2.01	2.01	1.93	0.00	0.00	0.61
69.00	0.00	1.99	1.80	0.00	0.53	0.13	0.15	1.99	1.99	1.57	1.33	0.00	0.00	0.00
70.00	0.00	2.01	1.88	0.00	0.74	0.00	0.00	2.00	2.00	2.03	0.52	0.00	0.00	0.31
71.00	0.00	2.00	1.84	0.00	0.48	0.08	0.08	2.00	2.00	1.94	0.54	0.00	0.00	0.00
72.00	0.00	2.00	2.00	0.00	0.99	0.18	0.18	2.00	2.00	1.99	0.42	0.00	0.00	0.00
73.00	0.00	1.99	1.88	0.00	0.00	0.06	0.12	2.00	1.99	2.00	1.81	0.00	0.00	0.00
74.00	0.00	1.93	1.86	0.00	0.13	0.08	0.06	2.00	2.00	1.98	1.04	0.00	0.00	0.00
75.00	0.00	2.06	1.94	0.00	0.00	0.00	0.00	1.99	2.00	1.93	2.01	0.00	0.00	0.00
76.00	0.00	2.00	2.00	0.00	1.40	0.13	0.13	2.00	2.00	1.97	2.00	0.00	0.00	0.00
77.00	0.00	2.00	1.91	0.00	0.44	0.00	0.00	2.00	1.95	1.91	1.63	0.00	0.00	0.59
78.00	0.00	2.00	1.73	0.00	0.06	0.14	0.14	2.00	1.95	1.88	1.68	0.00	0.00	0.00
79.00	0.00	1.98	1.95	0.00	0.00	0.00	0.00	2.00	2.00	1.94	1.05	0.00	0.00	0.31
80.00	0.00	1.99	1.91	0.00	0.62	0.74	0.20	2.00	1.90	1.71	1.63	0.00	0.00	0.27
81.00	0.00	1.99	1.74	0.00	1.06	1.06	0.00	1.99	1.75	1.65	1.33	0.00	0.00	0.04
