Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.177s)
CreateVariables () DONE !!!
Creating 20 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19
2.00	0.00	1.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.99	0.00	0.00	0.00	0.00	0.00	1.64	0.00	0.00	0.00
3.00	0.00	0.99	0.00	0.26	0.00	1.35	0.08	0.04	0.00	0.00	2.00	1.04	0.00	0.00	0.00	0.00	1.38	0.00	0.39	0.34
4.00	0.00	0.48	0.00	0.00	0.00	1.60	1.17	0.42	0.00	0.00	2.00	1.27	0.00	0.00	0.00	0.00	2.03	0.00	0.13	0.00
5.00	0.00	0.18	0.00	0.00	0.00	1.59	1.07	0.06	0.00	0.00	2.00	1.85	0.00	0.00	0.01	0.00	1.42	0.00	0.51	0.00
6.00	0.00	0.00	0.00	0.00	0.00	1.75	1.95	0.00	0.00	0.00	2.00	1.59	0.00	0.00	0.00	0.00	1.40	0.00	0.69	0.00
7.00	0.00	1.30	0.00	0.00	0.00	1.72	1.42	0.61	0.00	0.00	2.00	1.77	0.00	0.00	0.15	0.00	1.88	0.00	0.07	0.42
8.00	0.00	2.05	0.00	0.00	0.00	2.00	2.03	0.00	0.00	0.00	1.99	2.00	0.00	0.38	0.00	0.00	1.25	0.00	0.15	0.00
9.00	0.00	1.97	0.00	0.00	0.00	1.98	1.34	0.00	0.00	0.00	2.00	1.44	0.00	1.15	0.00	0.00	1.64	0.00	1.26	0.00
10.00	0.00	1.55	0.00	0.00	0.00	1.55	1.08	1.18	0.00	0.00	2.00	1.00	0.00	1.39	0.00	0.00	1.58	0.00	1.02	0.00
11.00	0.00	1.91	0.00	0.00	0.00	2.19	2.65	0.55	0.00	0.00	2.00	2.26	0.00	1.11	0.00	0.00	0.95	0.00	1.14	0.00
12.00	0.00	1.37	0.00	0.00	0.00	1.59	1.52	0.92	0.00	0.00	2.00	1.68	0.00	0.92	0.00	0.00	1.67	0.00	0.92	0.00
13.00	0.00	1.37	0.00	0.00	0.00	1.74	1.67	0.06	0.00	0.00	2.00	1.42	0.00	1.22	0.00	0.00	1.99	0.00	0.00	0.00
14.00	0.00	1.50	0.00	0.00	0.00	1.98	2.03	1.22	0.00	0.00	1.99	1.77	0.00	0.31	0.00	0.00	2.01	0.00	0.49	0.00
15.00	0.00	1.38	0.00	0.00	0.00	1.68	1.21	0.48	0.00	0.00	2.00	0.73	0.00	0.01	0.01	0.00	1.48	0.00	0.00	0.01
16.00	0.00	0.98	0.00	0.00	0.00	2.10	1.48	0.00	0.00	0.00	2.00	1.93	0.00	0.00	0.00	0.00	0.65	0.00	0.31	0.00
