Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.358s)
CreateVariables () DONE !!!
Creating 8 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7
2.00	0.00	0.00	0.00	0.00	1.99	1.86	0.00	0.00
3.00	1.99	0.00	1.92	0.00	2.00	2.00	0.00	0.09
4.00	1.94	1.67	1.21	0.15	2.00	1.97	1.42	1.71
5.00	2.01	2.01	0.59	0.00	2.00	2.04	2.01	2.03
6.00	2.00	1.83	1.63	0.21	2.00	1.70	1.64	1.47
7.00	1.99	1.98	1.15	1.08	2.00	1.63	1.50	0.27
8.00	2.00	1.99	1.91	0.98	1.99	2.00	1.92	0.11
9.00	2.00	1.84	1.79	0.27	2.00	1.92	1.87	0.71
10.00	2.00	2.00	1.98	0.00	2.00	2.00	1.99	0.51
11.00	2.00	2.00	1.84	1.91	2.00	2.00	2.00	0.19
12.00	2.00	1.94	1.86	1.88	2.00	1.87	1.91	0.07
13.00	1.99	2.01	1.84	0.16	2.00	2.00	1.91	0.73
14.00	2.00	1.97	1.91	1.26	1.99	2.00	1.97	0.97
15.00	2.00	2.00	2.00	2.00	2.00	2.00	1.90	0.00
16.00	2.00	2.00	1.92	1.98	2.00	2.00	1.84	0.31
17.00	2.00	1.99	1.97	1.97	2.00	2.00	1.94	0.99
18.00	2.00	1.99	1.93	2.00	2.00	2.00	2.00	2.00
19.00	2.00	2.00	1.94	2.00	2.00	1.99	2.00	2.00
20.00	1.99	2.00	1.98	2.00	1.99	2.00	2.00	2.00
21.00	2.00	1.99	1.94	2.00	2.00	2.00	1.99	1.99
22.00	2.00	2.00	1.88	2.00	2.00	2.00	2.00	1.99
23.00	2.00	1.75	1.61	1.87	2.00	1.86	1.50	1.41
24.00	2.00	1.95	0.55	0.02	2.00	1.46	1.66	0.11
25.00	2.00	1.95	0.85	0.00	2.00	2.13	1.50	0.13
26.00	1.99	1.78	1.81	0.11	1.99	2.00	1.67	0.07
27.00	2.00	1.99	2.00	0.89	2.00	2.00	1.99	0.62
28.00	2.00	2.00	2.00	1.99	2.00	2.00	1.99	0.00
29.00	2.00	1.99	1.99	1.99	2.00	2.00	2.00	1.37
30.00	2.00	1.99	2.00	2.00	2.00	1.99	1.99	2.00
31.00	1.99	2.00	2.00	2.00	2.00	2.01	2.00	2.00
32.00	1.92	1.92	1.87	1.75	1.99	1.99	1.88	1.48
33.00	2.00	1.67	0.00	0.31	2.00	1.77	1.66	0.52
34.00	2.00	1.91	0.04	1.17	2.00	2.00	1.85	0.00
35.00	2.00	1.92	1.06	0.00	2.00	2.00	2.00	0.65
36.00	2.00	1.99	1.99	0.00	2.00	2.00	2.00	0.92
37.00	2.00	2.00	1.99	0.49	2.00	2.00	1.99	0.68
38.00	1.92	1.52	1.35	0.74	1.99	1.84	1.20	1.06
39.00	2.00	2.13	1.84	0.00	2.00	1.99	1.08	0.00
40.00	2.00	2.00	1.90	2.00	2.00	2.01	2.01	0.01
41.00	1.85	1.75	0.72	1.58	2.00	1.64	0.61	0.00
42.00	1.98	1.87	0.42	0.79	2.00	1.98	0.60	0.16
43.00	2.00	1.99	2.26	0.00	2.00	2.00	0.61	0.01
44.00	2.01	1.77	1.70	0.26	1.99	1.65	0.38	0.00
45.00	2.00	1.80	1.32	1.25	2.00	2.14	0.75	0.48
46.00	2.00	1.84	1.92	1.41	2.00	2.00	1.01	0.32
47.00	1.83	1.78	1.14	0.39	2.00	1.77	2.00	0.00
48.00	2.00	1.99	1.08	0.00	2.00	2.00	1.99	0.00
49.00	2.00	1.99	1.99	1.21	2.00	1.99	1.99	1.33
50.00	1.99	2.00	2.00	2.00	2.00	2.00	1.98	1.99
51.00	1.98	2.00	2.00	2.00	1.99	2.00	1.98	2.00
52.00	2.00	2.00	1.99	2.00	2.00	2.00	1.99	2.00
53.00	1.99	2.00	2.00	2.00	2.00	2.00	1.99	1.99
54.00	2.00	2.00	2.00	1.99	2.00	1.99	1.94	2.00
55.00	2.00	2.00	2.00	2.00	2.00	2.00	1.97	2.00
56.00	1.99	1.99	2.00	2.00	2.00	2.00	1.98	2.00
57.00	2.00	2.00	2.00	2.00	1.99	2.00	1.98	2.00
58.00	2.00	2.00	2.00	2.00	2.00	2.00	1.94	1.99
59.00	2.00	2.00	1.99	2.00	2.00	2.00	1.97	2.00
60.00	2.00	1.99	2.00	1.99	2.00	2.00	1.98	2.00
61.00	2.00	2.01	2.00	2.00	2.00	2.00	1.97	2.00
62.00	2.00	1.99	2.00	2.00	2.00	1.99	1.98	2.00
63.00	1.98	2.00	2.00	2.00	1.99	2.00	1.95	2.00
64.00	2.00	2.00	2.00	1.99	2.00	2.00	1.99	2.00
65.00	2.00	2.00	1.99	2.00	2.00	2.00	1.98	1.98
66.00	2.00	1.99	2.00	2.00	2.00	2.00	1.97	2.00
67.00	2.00	2.00	2.00	2.00	2.00	1.99	1.98	2.00
68.00	1.98	2.00	2.00	1.99	2.00	2.00	1.97	1.99
69.00	2.00	2.00	2.00	2.01	1.99	2.00	1.98	2.00
70.00	2.00	2.00	2.00	2.00	2.00	2.00	1.97	2.00
71.00	2.00	2.00	2.00	0.05	2.00	2.00	1.91	1.99
72.00	2.00	1.99	2.00	0.00	2.00	2.00	1.90	2.00
73.00	2.00	2.00	1.99	0.00	2.00	2.00	1.87	2.00
74.00	2.00	2.00	2.00	0.00	2.00	1.99	1.90	2.00
75.00	1.99	2.00	2.00	0.00	1.99	2.00	1.88	2.00
76.00	2.00	2.00	2.00	0.00	2.00	2.00	1.88	2.00
77.00	1.99	2.00	2.00	0.00	2.00	2.00	1.88	2.00
78.00	2.00	2.00	2.00	0.00	2.00	2.00	1.88	1.99
79.00	2.00	2.00	1.99	0.00	2.00	2.00	1.87	2.00
80.00	2.00	1.99	2.00	0.00	2.00	1.99	1.90	1.99
81.00	1.99	2.00	2.00	0.00	1.99	2.00	1.94	2.00
82.00	2.00	2.00	2.00	0.00	2.00	2.00	1.90	2.00
83.00	1.99	2.00	1.99	0.00	2.00	2.00	1.92	2.00
84.00	2.00	2.00	2.01	0.00	2.00	2.00	1.90	1.99
85.00	2.00	2.00	1.99	0.00	2.00	2.00	1.90	2.00
86.00	2.00	2.00	2.00	0.00	2.00	1.99	1.91	2.00
87.00	1.99	1.99	2.00	0.00	1.99	2.00	1.93	2.00
88.00	2.00	2.00	2.00	0.00	2.00	2.00	1.94	2.00
89.00	2.00	2.00	2.00	0.00	2.00	2.00	1.92	2.00
90.00	2.00	2.00	2.00	0.00	2.00	2.00	1.86	1.99
91.00	2.00	2.00	1.99	0.00	2.00	2.00	1.90	2.00
92.00	2.00	2.00	2.00	0.00	2.00	1.99	1.93	2.00
93.00	1.99	1.99	2.00	0.00	1.99	2.00	1.91	2.00
94.00	2.00	2.00	2.00	0.00	2.00	2.00	1.92	2.00
95.00	1.99	2.00	2.00	0.00	2.00	2.00	1.91	1.98
96.00	2.00	2.00	2.00	0.00	2.00	2.00	1.91	1.99
97.00	2.00	2.00	1.99	0.00	2.00	2.00	1.86	2.00
98.00	2.00	1.99	2.00	0.00	2.00	1.99	1.91	2.00
99.00	1.99	2.00	2.00	0.00	2.00	2.00	1.88	2.00
100.00	2.00	2.00	2.00	0.00	1.99	2.00	1.92	2.00
101.00	2.00	2.00	2.00	0.00	2.00	2.00	1.90	2.00
102.00	2.00	2.00	2.00	0.00	2.00	2.00	1.93	1.99
103.00	2.00	2.00	2.00	0.00	2.00	2.00	1.93	2.00
