Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.271s)
CreateVariables () DONE !!!
Creating 12 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11
2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	0.00	0.00	0.00	0.00	0.00	0.00	1.58	0.00	0.00	0.00	0.00	0.00
4.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00
5.00	0.16	0.00	0.00	1.18	0.39	1.22	2.00	0.00	1.22	0.00	0.00	1.21
6.00	0.31	0.00	0.00	1.92	0.00	1.98	2.00	0.00	1.61	0.00	0.00	1.95
7.00	1.24	1.17	1.07	1.47	1.24	0.73	2.00	1.04	0.52	0.31	0.71	1.37
8.00	0.29	1.60	1.90	1.12	0.28	2.00	1.99	1.04	0.00	1.06	1.95	1.97
9.00	0.71	1.51	1.54	1.63	0.00	1.46	2.00	0.82	0.58	0.82	1.30	0.53
10.00	0.09	1.58	1.79	0.59	1.00	1.95	2.00	0.99	1.90	1.74	1.72	1.22
11.00	0.15	1.35	1.50	0.72	0.39	0.99	2.00	1.50	0.04	0.98	1.58	1.78
12.00	0.62	1.98	1.84	0.99	0.72	1.61	2.00	1.85	0.48	1.66	1.86	1.85
13.00	0.11	1.67	1.60	0.60	0.37	1.40	2.00	1.05	0.35	1.52	0.85	1.84
14.00	0.00	1.77	1.68	0.98	0.00	1.57	1.99	2.32	0.00	1.66	0.00	1.78
15.00	0.00	1.93	1.63	0.64	1.20	1.63	2.00	1.50	1.24	1.71	1.24	1.77
16.00	0.00	1.52	1.41	1.12	0.46	1.42	2.00	1.15	0.91	1.32	2.04	1.13
17.00	0.00	1.14	0.99	0.81	1.08	0.86	2.00	1.14	0.59	0.45	0.37	0.00
18.00	0.00	1.45	1.22	0.89	1.38	1.97	2.00	1.46	1.53	1.44	1.40	1.42
19.00	0.44	0.77	1.02	0.52	0.79	0.77	2.00	0.75	0.81	0.73	0.98	1.07
20.00	0.53	0.24	0.19	1.05	0.79	1.04	1.99	0.25	0.81	0.79	0.60	0.25
21.00	0.20	1.05	0.64	0.78	0.26	0.35	2.00	0.41	0.25	0.65	0.44	1.13
22.00	0.00	1.00	1.25	0.12	0.11	0.44	2.00	1.45	0.00	1.25	1.52	1.44
23.00	0.24	0.55	0.84	0.22	0.51	0.81	2.00	0.82	0.00	0.49	0.57	1.44
24.00	0.27	0.98	0.39	0.37	0.58	0.87	2.00	0.79	0.87	1.10	0.91	0.88
25.00	0.62	1.63	0.07	2.18	0.80	1.46	2.00	0.91	0.39	1.01	0.94	1.31
26.00	0.84	1.98	0.00	1.95	1.37	1.85	1.99	1.84	0.02	1.64	1.08	1.78
27.00	0.60	0.81	0.00	0.60	0.54	0.89	2.00	1.33	0.00	0.71	1.85	1.31
28.00	0.89	0.84	0.04	1.72	0.78	1.87	2.00	1.64	0.72	1.42	1.59	1.35
29.00	0.00	2.16	0.97	1.24	1.04	1.57	2.00	1.37	0.62	1.54	1.86	1.71
30.00	0.60	1.14	0.16	0.27	0.26	1.38	2.00	0.49	0.00	1.07	1.40	0.75
31.00	0.11	1.88	1.35	0.98	0.98	1.90	2.00	0.35	0.47	1.12	0.53	1.38
32.00	0.00	1.15	1.95	1.60	0.57	1.14	1.99	1.33	0.00	0.77	0.13	1.39
33.00	0.00	0.84	1.08	0.40	0.61	1.31	2.00	1.27	0.27	0.48	0.00	1.22
34.00	0.00	1.71	1.87	1.39	1.83	2.00	2.00	1.13	0.32	1.30	0.66	1.20
35.00	0.08	0.82	0.74	0.89	0.46	0.64	2.00	0.67	0.39	0.59	0.39	0.64
36.00	0.00	0.20	1.47	0.71	0.11	1.57	2.00	0.13	0.01	0.00	1.68	1.32
37.00	0.48	1.17	0.22	1.22	0.72	0.99	2.00	0.04	0.13	0.81	0.97	0.08
38.00	0.34	0.94	1.87	1.66	1.37	1.65	1.99	0.04	0.47	1.33	1.58	0.31
39.00	0.49	1.04	1.66	1.60	1.15	1.46	2.00	1.02	0.45	0.39	0.32	0.08
