Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.260s)
CreateVariables () DONE !!!
Creating 10 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9
2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	0.00	0.00	0.00	0.00	0.00	1.30	0.00	0.00	0.00	0.00
4.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00
5.00	0.00	0.00	1.02	0.94	0.92	2.00	1.13	0.00	0.00	0.97
6.00	1.41	0.00	1.92	1.68	1.85	2.00	1.99	0.00	0.00	1.52
7.00	1.99	1.37	1.95	1.83	1.80	2.00	1.97	1.32	0.00	1.80
8.00	2.00	2.00	1.81	0.55	0.01	1.99	2.00	1.44	0.86	0.02
9.00	2.00	1.85	0.67	0.77	0.25	2.00	1.97	1.52	1.24	0.09
10.00	2.00	1.41	0.61	0.32	1.05	2.00	1.84	1.68	0.47	0.05
11.00	2.00	1.99	1.15	1.37	1.34	2.00	2.00	1.52	0.12	0.14
12.00	1.99	1.99	1.93	1.66	1.75	2.00	1.91	2.03	1.70	0.00
13.00	1.97	1.55	1.08	0.00	0.05	2.00	1.77	0.80	0.05	0.00
14.00	2.01	1.97	1.90	1.04	0.00	1.99	2.07	1.24	0.51	0.14
15.00	2.00	2.00	2.00	0.46	0.04	2.00	1.98	2.00	0.22	0.00
16.00	1.99	1.80	1.78	0.54	0.16	2.00	1.91	0.61	0.00	0.00
17.00	1.95	1.94	1.35	0.00	0.00	2.00	1.80	0.78	0.39	0.00
18.00	2.03	1.90	1.52	0.59	0.48	2.00	1.91	0.67	0.35	0.09
19.00	1.99	1.72	1.44	1.21	0.00	2.00	0.79	1.41	0.24	0.00
20.00	1.95	1.18	0.87	0.26	1.13	1.99	2.00	1.75	1.25	1.18
21.00	2.00	1.92	1.11	0.35	0.00	2.00	2.00	1.83	1.55	0.09
22.00	2.00	1.98	1.71	0.35	0.40	2.00	2.00	1.88	1.45	0.32
23.00	1.98	2.00	1.92	0.02	0.11	2.00	1.99	1.59	0.65	0.00
24.00	2.00	1.99	1.75	0.08	0.00	2.00	1.94	1.66	0.27	0.00
25.00	1.98	2.00	0.31	0.94	1.10	2.00	1.98	1.79	0.42	0.00
26.00	1.98	1.99	0.04	1.60	0.52	1.99	2.00	2.01	0.25	0.12
27.00	2.00	1.99	0.37	1.63	0.00	2.00	1.94	1.74	0.00	0.05
28.00	2.00	1.90	0.00	1.65	0.00	2.00	2.03	1.87	0.35	0.86
29.00	1.92	1.60	0.53	0.14	0.00	2.00	0.69	0.66	0.05	0.47
30.00	1.87	1.93	0.53	0.02	0.00	2.00	1.87	0.65	0.00	0.00
31.00	2.01	1.93	2.25	0.00	0.44	2.00	2.00	0.27	0.72	0.00
32.00	1.99	2.00	1.99	0.14	0.00	1.99	2.00	1.92	0.06	0.00
33.00	1.98	2.00	1.93	0.00	0.00	2.00	1.00	0.62	0.00	0.00
34.00	2.00	1.70	1.98	0.14	0.86	2.00	0.00	1.32	1.45	0.00
35.00	1.99	2.00	1.30	1.05	0.14	2.00	0.33	1.61	1.40	0.14
36.00	2.00	2.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00
37.00	1.99	1.98	1.94	0.99	1.41	2.00	1.81	0.62	1.72	1.33
38.00	2.00	2.00	1.98	0.28	1.51	1.99	2.01	0.00	1.42	1.55
39.00	1.98	1.85	1.70	0.37	0.15	2.00	1.97	1.24	0.21	0.31
40.00	2.00	2.00	1.57	1.32	0.27	2.00	1.99	1.02	0.00	0.00
41.00	1.83	1.91	0.95	0.92	0.00	2.00	1.97	1.11	0.00	0.00
42.00	2.01	2.01	1.85	0.29	0.00	2.00	1.84	1.88	0.61	0.00
43.00	1.98	1.90	1.90	0.29	0.00	2.00	1.91	1.77	0.00	0.00
44.00	1.95	1.74	1.59	0.61	0.00	1.99	2.00	2.00	0.46	0.14
45.00	1.99	2.00	2.01	0.97	0.00	2.00	2.00	1.47	0.66	0.42
46.00	2.00	2.00	2.00	0.00	0.00	2.00	2.00	1.84	0.71	0.59
47.00	2.00	2.00	2.00	0.00	0.00	2.00	2.00	2.00	0.00	0.00
48.00	2.00	2.00	1.99	0.04	0.06	2.00	2.00	1.94	0.54	0.00
49.00	2.00	1.99	1.99	0.01	0.00	2.00	2.00	1.98	1.06	0.95
50.00	1.99	2.00	1.98	0.00	0.00	2.00	1.99	1.94	2.00	2.00
