Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.229s)
CreateVariables () DONE !!!
Creating 10 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9
2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	0.00	0.00	0.00	0.00	0.00	1.67	0.00	0.00	0.00	0.00
4.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00
5.00	0.00	1.10	0.69	0.00	0.53	2.00	1.21	0.78	0.45	0.45
6.00	1.48	1.84	1.51	1.08	0.16	2.00	2.10	1.35	0.47	0.39
7.00	1.86	1.86	1.59	1.26	0.32	2.00	1.90	1.50	0.26	0.29
8.00	2.00	1.94	1.88	0.86	0.00	1.99	1.85	1.93	0.91	0.09
9.00	1.30	1.85	1.78	0.69	0.00	2.00	1.28	0.99	0.32	0.00
10.00	2.00	2.00	1.97	1.63	0.00	2.00	2.00	1.71	1.66	0.00
11.00	2.00	1.88	1.34	0.38	0.22	2.00	2.00	1.35	0.00	0.29
12.00	2.00	1.84	1.48	0.49	0.19	2.00	1.72	1.48	0.49	0.44
13.00	1.98	2.00	1.20	0.57	0.00	2.00	1.78	1.68	0.00	0.01
14.00	2.01	1.94	1.19	0.47	0.00	1.99	2.01	1.79	0.61	0.15
15.00	1.90	1.98	2.14	1.58	0.00	2.00	1.94	2.07	0.15	0.00
16.00	1.99	1.97	1.74	1.47	0.31	2.00	1.90	1.22	0.88	0.31
17.00	2.00	1.72	1.74	1.59	0.15	2.00	1.95	1.64	0.16	1.00
18.00	1.99	2.01	1.87	1.45	0.11	2.00	1.98	1.74	0.04	1.12
19.00	2.00	2.01	1.85	1.46	0.00	2.00	2.01	1.71	1.65	0.22
20.00	2.00	2.00	1.80	1.37	0.61	1.99	1.98	1.83	0.74	0.29
21.00	1.98	1.75	1.67	0.13	0.11	2.00	1.97	1.31	0.29	0.29
22.00	2.00	1.94	1.66	1.45	0.04	2.00	2.00	0.97	0.48	0.09
23.00	1.99	1.93	1.21	0.59	0.00	2.00	1.83	0.69	0.59	0.19
24.00	1.99	2.00	1.32	0.15	0.11	2.00	1.63	1.92	1.47	0.00
25.00	1.78	1.71	1.35	0.00	0.14	2.00	1.68	1.67	0.26	0.00
26.00	1.99	1.63	0.97	0.94	0.18	1.99	1.74	1.17	1.06	0.00
27.00	1.98	1.72	1.65	0.91	0.85	2.00	1.90	0.68	0.31	0.11
28.00	2.03	1.94	0.99	0.08	0.00	2.00	2.04	1.37	0.02	0.28
29.00	2.00	1.81	1.46	1.19	0.16	2.00	2.01	1.48	0.20	0.05
30.00	1.54	1.74	1.37	0.00	0.00	2.00	1.68	1.38	0.62	0.55
31.00	1.99	1.94	1.99	0.58	0.00	2.00	1.99	1.30	1.12	0.00
32.00	1.80	1.91	1.32	0.01	0.02	1.99	1.61	1.25	0.21	0.00
33.00	2.14	1.52	1.55	0.61	0.38	2.00	2.20	1.77	0.20	0.00
34.00	1.87	1.99	1.98	0.05	0.00	2.00	1.58	1.44	0.25	0.07
35.00	2.00	1.86	1.74	0.31	0.05	2.00	2.00	1.66	0.37	0.09
36.00	1.99	1.97	1.55	0.80	0.00	2.00	1.67	0.72	0.59	0.12
37.00	1.97	1.50	1.75	1.11	0.09	2.00	1.99	1.64	0.69	0.28
