Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.380s)
CreateVariables () DONE !!!
Creating 18 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17
2.00	0.00	0.00	0.37	0.00	0.34	0.04	0.00	0.00	0.00	1.99	0.53	0.12	0.00	0.00	0.86	0.00	0.00	0.12
3.00	0.00	0.00	0.16	0.00	0.29	0.18	0.00	0.00	0.00	2.00	0.60	0.52	0.00	0.00	0.00	0.00	0.00	0.16
4.00	0.00	0.00	0.40	0.00	0.06	0.00	0.00	0.00	0.00	2.00	0.48	0.26	0.00	0.00	0.58	0.00	0.00	0.25
5.00	0.00	0.00	0.13	0.00	1.57	0.60	0.00	0.00	0.00	2.00	1.26	0.34	0.00	0.00	0.00	0.19	0.00	0.34
6.00	0.00	0.00	0.33	0.00	0.21	0.00	0.00	0.00	0.00	2.00	1.59	0.59	0.00	0.00	0.46	0.53	0.00	0.59
7.00	0.00	0.00	0.42	0.00	1.15	0.15	0.00	0.00	0.00	2.00	0.48	0.24	0.00	0.00	1.27	0.32	0.00	0.24
8.00	0.00	0.00	1.57	0.00	0.69	0.00	0.00	0.00	0.00	1.99	0.14	0.14	0.00	0.00	1.38	0.16	0.00	0.16
9.00	0.00	0.00	0.13	0.00	1.67	0.00	0.00	0.00	0.00	2.00	1.17	0.75	0.00	0.00	0.51	0.73	0.00	0.74
10.00	0.00	0.00	0.00	0.00	1.67	1.10	0.00	0.00	0.00	2.00	1.35	0.32	0.00	0.00	0.25	1.38	0.00	0.00
11.00	0.00	0.00	0.97	0.00	0.42	0.12	0.00	0.00	0.00	2.00	0.94	0.28	0.00	0.00	1.92	0.09	0.00	0.32
12.00	0.00	0.00	0.00	0.00	0.19	0.73	0.00	0.00	0.00	2.00	1.12	0.06	0.00	0.00	0.45	0.20	0.00	0.00
13.00	0.00	0.00	1.73	0.00	1.60	0.00	0.00	0.00	0.00	2.00	0.79	0.00	0.00	0.00	2.10	0.29	0.00	0.00
14.00	0.00	0.00	0.54	0.00	1.38	0.99	0.00	0.00	0.00	1.99	0.86	0.16	0.00	0.00	0.52	0.45	0.00	0.26
15.00	0.00	0.00	0.61	0.00	0.61	0.00	0.00	0.00	0.00	2.00	0.61	0.25	0.00	0.00	0.84	0.00	0.00	0.25
16.00	0.00	0.00	1.25	0.00	1.47	0.05	0.00	0.00	0.00	2.00	1.19	0.86	0.00	0.00	0.40	0.71	0.00	0.87
17.00	0.00	0.00	0.92	0.00	0.47	0.00	0.00	0.00	0.00	2.00	0.74	0.46	0.00	0.00	0.52	0.27	0.00	0.46
18.00	0.00	0.00	1.40	0.00	0.01	0.00	0.00	0.00	0.00	2.00	1.22	0.00	0.00	0.00	0.61	1.05	0.00	0.00
19.00	0.00	0.00	1.98	0.00	2.26	0.00	0.00	0.00	0.00	2.00	0.84	0.00	0.00	0.00	0.71	0.85	0.00	0.00
20.00	0.00	0.00	1.10	0.00	0.25	0.00	0.00	0.00	0.00	1.99	0.46	0.00	0.00	0.00	0.86	0.22	0.00	0.00
21.00	0.00	0.00	1.00	0.00	1.84	0.14	0.00	0.00	0.00	2.00	1.27	0.00	0.00	0.00	0.73	1.06	0.00	0.00
22.00	0.00	0.00	1.04	0.00	0.73	0.12	0.00	0.00	0.00	2.00	1.19	0.59	0.00	0.00	0.04	0.61	0.00	0.59
23.00	0.00	0.00	0.00	0.00	1.19	0.67	0.00	0.00	0.00	2.00	0.81	0.38	0.00	0.00	0.82	1.37	0.00	0.38
24.00	0.00	0.00	0.41	0.00	1.33	0.29	0.00	0.00	0.00	2.00	0.52	0.31	0.00	0.00	1.33	0.00	0.00	0.31
25.00	0.00	0.00	0.00	0.00	2.14	0.38	0.00	0.00	0.00	2.00	0.61	0.00	0.00	0.00	1.06	0.49	0.00	0.00
26.00	0.00	0.00	1.98	0.00	1.98	0.27	0.00	0.00	0.00	1.99	1.26	0.00	0.00	0.00	1.57	0.00	0.00	0.00
27.00	0.00	0.00	1.93	0.00	1.99	0.04	0.00	0.00	0.00	2.00	1.72	0.00	0.00	0.00	1.63	0.51	0.00	0.00
28.00	0.00	0.00	0.61	0.00	1.20	0.13	0.00	0.00	0.00	2.00	0.00	0.72	0.00	0.00	0.47	0.00	0.00	0.68
29.00	0.00	0.00	1.24	0.00	2.12	0.94	0.00	0.00	0.00	2.00	1.98	0.52	0.00	0.00	0.35	1.19	0.00	0.51
30.00	0.00	0.00	1.19	0.00	0.88	0.88	0.00	0.00	0.00	2.00	0.92	0.71	0.00	0.00	0.14	0.57	0.00	0.14
31.00	0.00	0.00	1.24	0.00	1.38	0.00	0.00	0.00	0.00	2.00	1.54	0.62	0.00	0.00	0.95	0.00	0.00	0.66
