203.68	44.71	0.00
226.45	2.22	0.00
31.75	89.56	0.00
228.34	55.44	0.00
158.09	121.09	0.00
24.39	122.46	0.00
69.62	101.93	0.00
136.72	0.28	0.00
239.38	1.18	0.00
241.22	25.54	0.00
39.40	70.45	0.00
242.65	107.07	0.00
239.29	41.54	0.00
121.34	168.09	0.00
200.07	129.01	0.00
35.47	234.57	0.00
105.44	70.58	0.00
228.93	26.43	0.00
198.05	2.79	0.00
239.87	93.32	0.00
163.94	151.63	0.00
8.93	44.83	0.00
212.28	2.06	0.00
233.50	17.75	0.00
169.68	5.90	0.00
189.44	19.74	0.00
185.78	48.42	0.00
98.06	69.47	0.00
163.87	52.31	0.00
42.80	191.57	0.00
176.51	67.09	0.00
7.96	222.61	0.00
69.23	101.67	0.00
11.54	229.29	0.00
24.28	14.48	0.00
205.86	114.29	0.00
173.71	20.89	0.00
79.27	112.83	0.00
237.56	120.81	0.00
8.61	1.16	0.00
109.69	16.23	0.00
95.39	12.55	0.00
191.38	111.50	0.00
198.80	178.25	0.00
46.72	29.66	0.00
122.44	152.30	0.00
111.40	114.02	0.00
161.58	0.01	0.00
177.34	90.65	0.00
188.67	37.40	0.00
69.01	209.76	0.00
169.93	0.00	0.00
163.77	53.46	0.00
40.65	45.02	0.00
29.75	53.11	0.00
124.59	148.29	0.00
239.94	26.00	0.00
85.10	153.95	0.00
146.32	55.54	0.00
55.95	0.32	0.00
187.82	7.73	0.00
63.77	130.23	0.00
126.49	56.05	0.00
174.77	5.83	0.00
222.73	29.09	0.00
239.82	92.23	0.00
136.80	9.19	0.00
34.66	136.32	0.00
37.32	14.74	0.00
64.38	210.42	0.00
210.18	18.10	0.00
63.57	146.50	0.00
203.57	8.90	0.00
60.88	20.66	0.00
232.32	2.08	0.00
87.50	83.00	0.00
49.15	116.75	0.00
62.77	74.69	0.00
154.01	45.31	0.00
118.32	103.83	0.00
87.91	104.85	0.00
207.71	115.27	0.00
146.32	101.06	0.00
137.43	223.34	0.00
229.30	10.91	0.00
71.46	125.77	0.00
189.30	13.95	0.00
188.43	3.56	0.00
95.11	92.20	0.00
141.96	50.66	0.00
18.96	52.61	0.00
13.49	109.54	0.00
132.70	148.33	0.00
194.79	30.66	0.00
233.50	109.56	0.00
32.48	43.30	0.00
142.21	177.21	0.00
117.35	173.44	0.00
2.98	16.44	0.00
84.28	94.08	0.00
40.55	84.75	0.00
198.57	73.10	0.00
77.80	189.20	0.00
132.13	17.53	0.00
41.41	25.29	0.00
150.50	3.55	0.00
65.74	220.82	0.00
163.52	104.18	0.00
172.30	57.47	0.00
187.04	102.18	0.00
112.64	74.18	0.00
20.96	104.75	0.00
57.24	73.95	0.00
228.33	129.98	0.00
38.09	68.25	0.00
206.45	246.86	0.00
134.59	11.95	0.00
249.03	2.80	0.00
19.54	3.01	0.00
110.67	1.01	0.00
26.66	40.92	0.00
240.47	50.26	0.00
1.16	33.46	0.00
193.73	145.73	0.00
204.33	98.56	0.00
217.17	148.99	0.00
21.11	217.55	0.00
99.95	236.56	0.00
64.97	9.22	0.00
200.02	4.82	0.00
107.85	121.20	0.00
227.66	2.20	0.00
45.46	69.01	0.00
65.95	70.32	0.00
36.38	185.39	0.00
34.02	58.77	0.00
217.32	38.70	0.00
144.93	112.70	0.00
137.47	137.37	0.00
36.24	67.61	0.00
213.26	30.23	0.00
155.51	5.62	0.00
87.74	85.88	0.00
128.31	17.18	0.00
100.45	0.49	0.00
18.99	142.48	0.00
59.98	14.74	0.00
30.83	48.93	0.00
45.98	118.27	0.00
59.99	32.26	0.00
104.32	135.55	0.00
12.41	38.95	0.00
225.68	116.76	0.00
236.20	123.92	0.00
122.72	48.91	0.00
122.31	0.10	0.00
84.43	27.37	0.00
225.01	45.01	0.00
92.31	18.26	0.00
27.80	9.71	0.00
195.06	168.81	0.00
97.43	46.21	0.00
60.42	197.03	0.00
100.98	38.26	0.00
24.11	147.88	0.00
32.99	39.36	0.00
235.51	163.42	0.00
239.03	142.54	0.00
143.80	35.61	0.00
14.94	11.67	0.00
58.69	156.19	0.00
88.29	225.29	0.00
205.30	26.82	0.00
