Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.199s)
CreateVariables () DONE !!!
Creating 10 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9
2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	0.00	0.00	0.00	0.00	0.00	1.25	0.00	0.00	0.00	0.00
4.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00
5.00	0.00	1.57	1.55	0.00	0.00	2.00	1.37	1.27	0.00	1.22
6.00	1.61	2.00	1.98	0.00	0.00	2.00	1.99	1.99	1.58	0.44
7.00	1.98	1.91	1.75	0.51	0.06	2.00	1.98	1.86	0.79	0.02
8.00	1.99	1.80	1.55	0.00	0.00	1.99	1.71	1.33	0.00	0.00
9.00	1.93	1.91	1.66	0.00	0.00	2.00	1.80	0.47	0.31	0.00
10.00	2.01	2.04	1.72	0.07	0.00	2.00	1.73	1.63	0.15	0.00
11.00	2.00	1.81	1.87	0.19	0.00	2.00	1.98	1.72	0.31	0.00
12.00	1.84	2.00	1.26	0.16	0.02	2.00	1.44	1.12	0.13	0.00
13.00	2.01	2.00	1.61	0.60	0.00	2.00	2.14	1.34	0.64	0.25
14.00	1.99	2.00	1.92	0.00	0.00	1.99	2.00	1.92	2.33	0.00
15.00	1.99	2.00	1.93	0.00	0.00	2.00	2.00	2.00	2.00	0.00
16.00	1.99	2.00	1.93	0.53	0.00	2.00	2.00	2.00	1.99	0.00
17.00	1.99	1.91	0.61	0.19	0.00	2.00	2.00	1.50	0.24	0.00
18.00	2.00	1.99	1.45	1.58	1.44	2.00	2.00	2.00	1.33	0.00
19.00	1.99	1.87	1.72	1.07	0.00	2.00	1.67	1.39	0.31	0.31
20.00	2.00	1.55	1.57	1.15	0.00	1.99	1.98	1.70	0.57	0.66
21.00	1.98	1.99	1.88	0.28	0.29	2.00	1.95	1.47	0.71	0.00
22.00	2.00	2.00	1.93	1.71	0.24	2.00	2.00	1.97	1.73	0.14
23.00	1.99	1.79	0.67	1.40	0.13	2.00	1.83	1.65	0.45	0.14
24.00	2.00	2.00	2.71	0.82	0.00	2.00	2.00	1.88	0.53	0.00
25.00	2.00	1.99	1.31	0.00	0.00	2.00	1.45	1.54	0.65	0.00
26.00	1.97	1.92	1.04	0.80	0.00	1.99	2.37	1.11	0.12	0.13
27.00	2.01	1.66	0.74	0.12	0.68	2.00	1.95	1.11	0.00	0.00
28.00	2.00	1.98	1.86	0.00	0.52	2.00	1.85	1.59	0.00	0.00
29.00	2.00	2.01	2.03	0.28	0.00	2.00	2.01	2.00	0.00	0.00
30.00	2.00	1.42	0.82	0.28	0.00	2.00	1.94	0.93	0.29	0.00
31.00	1.87	1.65	0.89	0.24	0.00	2.00	1.97	1.30	0.07	0.00
32.00	2.00	2.00	1.42	1.17	0.33	1.99	2.00	1.58	0.68	0.08
33.00	1.99	1.94	1.80	0.05	0.00	2.00	2.00	1.65	1.22	0.00
34.00	2.00	1.94	1.59	1.55	0.21	2.00	2.00	0.45	0.49	0.31
35.00	1.90	1.81	0.85	0.88	0.40	2.00	1.39	1.02	0.25	0.05
36.00	1.99	1.67	1.40	0.54	0.00	2.00	1.80	0.35	0.22	0.07
37.00	1.94	1.87	1.52	0.21	0.00	2.00	1.98	1.30	0.16	0.14
38.00	1.92	1.55	0.93	0.32	0.04	1.99	1.57	1.20	0.24	0.13
39.00	2.00	1.61	1.64	0.16	0.04	2.00	1.91	1.64	0.86	0.00
40.00	1.99	1.75	1.77	0.00	0.64	2.00	1.99	1.13	0.38	0.00
41.00	1.99	1.51	1.37	0.13	0.00	2.00	1.99	0.20	0.02	0.00
42.00	2.01	2.00	1.90	0.64	0.27	2.00	2.01	0.94	0.00	0.00
43.00	1.98	1.99	1.45	1.60	1.48	2.00	1.93	1.77	0.75	0.00
44.00	1.81	1.60	0.20	1.45	0.00	1.99	2.00	1.57	1.14	0.00
45.00	2.00	2.01	0.94	0.26	0.87	2.00	1.97	2.07	0.41	0.19
46.00	1.93	1.47	1.11	0.00	0.31	2.00	1.47	1.25	2.07	0.00
47.00	2.00	1.99	1.64	0.99	0.60	2.00	1.99	1.93	0.87	0.49
48.00	2.00	2.00	1.95	0.77	0.57	2.00	1.88	1.71	0.98	0.24
49.00	2.00	1.85	1.05	1.06	0.00	2.00	1.99	1.25	0.69	0.11
50.00	1.99	2.00	0.77	0.98	0.00	2.00	2.00	2.12	1.24	1.08
51.00	2.00	1.79	0.71	1.01	0.61	1.99	0.93	1.73	0.61	0.27
52.00	2.00	1.53	0.81	0.11	0.14	2.00	0.00	1.41	0.02	0.00
53.00	1.98	1.84	2.06	0.47	0.40	2.00	1.52	1.65	0.31	0.00
54.00	2.00	1.91	1.59	0.25	0.00	2.00	1.98	1.98	0.46	0.00
55.00	2.00	1.91	1.19	1.15	0.13	2.00	2.03	1.94	0.20	0.31
