Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.186s)
CreateVariables () DONE !!!
Creating 4 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3
2.00	0.00	0.00	0.00	0.00
3.00	0.00	0.00	1.32	0.00
4.00	0.00	0.00	2.00	0.00
5.00	1.39	1.39	2.00	0.00
6.00	2.00	1.99	2.00	1.57
7.00	1.99	2.00	2.00	1.98
8.00	2.00	2.00	1.99	1.99
9.00	2.00	2.00	2.00	1.98
10.00	2.00	2.00	2.00	1.99
11.00	2.00	2.00	2.00	1.98
12.00	2.00	1.99	2.00	1.98
13.00	1.99	2.00	2.00	1.99
14.00	2.00	2.00	1.99	1.98
15.00	2.00	1.99	2.00	1.98
16.00	2.00	2.00	2.00	1.98
17.00	2.00	2.00	2.00	2.00
18.00	2.00	1.99	2.00	1.98
19.00	2.00	2.00	2.00	1.99
20.00	1.99	2.00	1.99	2.00
21.00	2.00	2.00	2.00	2.00
22.00	2.00	2.00	2.00	1.97
23.00	2.00	1.99	2.00	1.99
24.00	2.00	2.00	2.00	1.99
25.00	2.00	1.98	2.00	1.95
26.00	1.99	2.00	1.99	1.98
27.00	2.00	2.00	2.00	1.98
28.00	2.00	2.00	2.00	1.99
29.00	2.00	2.00	2.00	1.98
30.00	2.00	2.00	2.00	1.95
31.00	2.00	1.99	2.00	1.97
32.00	1.99	2.00	1.99	1.99
33.00	2.00	2.00	2.00	1.99
34.00	2.00	2.00	2.00	1.99
35.00	2.00	2.00	2.00	1.98
36.00	2.00	2.00	2.00	1.98
37.00	2.00	1.99	2.00	2.00
38.00	1.99	2.00	1.99	1.99
39.00	2.00	2.00	2.00	2.00
40.00	2.00	2.00	2.00	1.97
41.00	2.00	2.00	2.00	2.00
42.00	2.00	2.00	2.00	1.98
43.00	2.00	1.99	2.00	1.98
44.00	1.99	2.00	1.99	1.97
45.00	2.00	2.00	2.00	2.00
46.00	2.00	2.00	2.00	1.99
47.00	2.00	2.00	2.00	1.99
48.00	2.00	2.00	2.00	1.99
49.00	2.00	1.99	2.00	1.97
50.00	1.99	2.00	2.00	1.99
51.00	2.00	2.00	1.99	1.99
52.00	2.00	2.00	2.00	1.97
53.00	2.00	2.00	2.00	1.98
54.00	2.00	2.00	2.00	2.00
55.00	2.00	1.99	2.00	1.99
56.00	1.99	2.00	2.00	1.97
57.00	2.00	2.00	1.99	2.00
58.00	2.00	2.00	2.00	1.98
59.00	2.00	2.00	2.00	1.98
60.00	2.00	2.00	2.00	2.00
61.00	2.00	1.99	2.00	1.99
62.00	2.00	2.00	2.00	1.98
