Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.326s)
CreateVariables () DONE !!!
Creating 16 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15
2.00	0.00	0.00	0.00	0.00	1.05	0.00	0.00	0.00	1.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	0.00	0.00	0.00	0.00	1.91	0.93	0.00	0.16	2.00	1.90	0.00	0.00	0.00	1.85	0.54	0.00
4.00	0.00	0.99	0.00	0.00	1.22	0.94	0.00	0.89	2.00	1.87	0.00	0.00	0.81	1.21	1.20	0.14
5.00	0.00	0.73	0.00	0.00	1.45	1.75	0.00	0.26	2.00	0.07	0.00	0.00	1.34	0.27	0.05	0.00
6.00	0.00	0.53	0.00	0.00	1.10	0.31	0.00	0.29	2.00	0.49	0.00	0.72	1.35	1.06	0.99	0.91
7.00	0.00	1.30	0.00	0.00	1.70	2.37	0.00	0.01	2.00	2.11	0.00	1.15	0.44	0.53	0.38	0.06
8.00	0.00	1.02	0.00	0.00	1.17	0.72	0.00	0.99	1.99	1.54	0.00	0.45	1.77	0.97	0.20	0.18
9.00	0.00	0.65	0.00	0.00	1.19	0.31	0.00	0.15	2.00	1.15	0.00	0.54	1.95	1.25	0.94	0.27
10.00	0.00	1.59	0.00	0.00	2.13	1.48	0.00	0.51	2.00	1.55	0.00	0.64	1.81	1.19	1.30	0.85
11.00	0.00	1.60	0.00	0.00	1.92	1.05	0.00	0.44	2.00	0.25	0.00	0.29	1.21	1.46	1.00	0.00
12.00	0.00	0.94	0.00	0.00	0.95	1.05	0.00	0.00	2.00	0.20	0.00	0.00	1.75	1.50	0.00	0.00
13.00	0.00	0.28	0.00	0.00	1.15	0.33	0.00	0.00	2.00	0.42	0.00	0.00	1.92	1.20	0.00	0.00
14.00	0.00	0.09	0.00	0.01	0.41	0.38	0.00	0.19	1.99	1.45	0.00	0.00	1.39	1.46	0.04	0.31
15.00	0.00	0.46	0.00	0.00	1.38	0.21	0.00	0.00	2.00	1.47	0.00	0.09	2.00	1.44	1.04	0.00
