Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.292s)
CreateVariables () DONE !!!
Creating 9 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8
2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	0.00	0.00	0.00	0.00	1.44	0.00	0.00	0.00	0.00
4.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00
5.00	1.11	0.00	1.00	1.13	2.00	1.28	0.00	1.11	0.00
6.00	1.98	1.27	1.90	2.00	2.00	1.99	0.00	1.94	1.11
7.00	1.98	1.98	1.99	1.99	2.00	1.99	1.32	1.90	1.99
8.00	2.00	1.99	1.99	2.00	1.99	1.98	1.93	1.90	2.00
9.00	1.98	1.95	1.98	2.00	2.00	2.00	1.99	1.99	1.98
10.00	2.01	1.98	2.01	2.00	2.00	1.99	1.98	1.94	1.99
11.00	1.97	1.97	1.99	2.00	2.00	2.00	2.00	1.93	1.98
12.00	2.00	2.00	1.99	2.00	2.00	1.99	1.98	1.97	2.00
13.00	1.98	1.97	1.99	1.99	2.00	1.99	2.00	1.92	1.98
14.00	2.00	1.99	1.99	2.00	1.99	1.99	2.00	1.93	2.00
15.00	1.97	1.99	2.00	2.00	2.00	1.97	1.93	1.90	1.97
16.00	1.98	1.93	1.99	2.00	2.00	2.00	1.97	1.88	2.00
17.00	1.98	1.94	1.99	2.00	2.00	1.99	1.99	1.93	1.97
18.00	2.00	1.99	2.01	2.00	2.00	1.98	1.95	1.93	2.00
19.00	1.99	1.98	1.98	2.00	2.00	1.99	1.99	1.92	1.98
20.00	2.00	1.97	2.00	1.99	1.99	2.00	1.97	1.87	2.00
21.00	1.99	1.98	1.99	2.00	2.00	2.00	1.99	1.95	1.99
22.00	2.00	1.99	1.99	2.00	2.00	1.99	1.99	1.98	2.00
23.00	1.97	1.99	1.99	2.00	2.00	1.99	1.99	1.98	1.98
24.00	2.00	1.97	1.99	2.00	2.00	2.01	1.99	1.93	2.00
25.00	1.98	1.94	2.00	2.00	2.00	1.99	1.95	1.92	1.98
26.00	1.99	1.94	1.97	1.99	1.99	2.00	1.97	1.94	1.98
27.00	1.97	1.98	1.98	2.00	2.00	2.00	2.00	1.97	1.98
28.00	2.00	1.97	1.99	2.00	2.00	1.99	1.97	1.92	2.00
29.00	1.95	1.95	1.98	1.99	2.00	2.01	2.00	1.94	1.99
30.00	2.00	1.99	2.00	2.01	2.00	1.97	2.00	1.92	2.00
31.00	1.94	1.98	1.98	2.00	2.00	1.98	1.97	1.97	1.99
32.00	2.00	1.99	1.99	1.99	1.99	2.00	1.99	1.97	2.00
33.00	1.97	1.94	1.98	2.00	2.00	2.00	1.99	1.99	2.00
34.00	2.00	1.97	1.99	2.00	2.00	2.00	1.99	1.99	2.00
35.00	1.97	1.92	1.99	2.00	2.00	1.98	2.00	1.93	1.95
36.00	1.98	1.95	2.00	2.00	2.00	1.98	1.93	1.83	1.99
37.00	1.97	1.87	1.97	2.00	2.00	2.00	1.98	1.92	1.98
38.00	2.00	1.99	1.99	1.99	1.99	1.98	1.98	1.84	2.00
39.00	1.98	1.99	2.00	2.00	2.00	1.99	1.98	1.93	1.99
40.00	1.99	1.98	2.00	2.00	2.00	2.00	1.99	1.92	1.99
41.00	1.97	1.97	1.99	2.00	2.00	1.98	1.99	1.88	1.98
42.00	1.99	2.00	1.99	2.00	2.00	1.98	2.00	1.95	2.00
43.00	2.00	1.98	1.98	2.00	2.00	1.99	1.99	1.95	2.00
44.00	2.00	1.97	1.98	1.99	1.99	2.00	1.98	1.98	2.00
45.00	1.99	1.93	1.95	2.00	2.00	1.98	1.99	1.95	1.99
46.00	1.97	1.93	1.98	2.00	2.00	1.99	1.99	1.94	2.01
47.00	2.00	1.95	2.00	2.00	2.00	1.99	1.98	1.95	1.97
48.00	2.00	1.99	2.00	2.00	2.00	2.00	2.00	1.97	2.00
49.00	1.99	1.98	1.99	2.00	2.00	1.97	1.98	1.93	1.95
50.00	2.00	1.97	2.00	1.99	2.00	1.99	1.97	1.90	2.00
51.00	2.00	1.95	1.99	2.00	1.99	1.99	1.99	1.88	1.99
52.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	1.92	1.99
53.00	1.99	1.95	1.97	2.00	2.00	1.99	1.98	1.98	1.99
54.00	2.00	1.99	2.01	2.00	2.00	2.00	2.00	1.97	2.00
55.00	1.98	1.97	1.98	2.00	2.00	1.97	1.95	1.91	1.95
56.00	1.95	1.99	2.00	1.99	2.00	1.99	1.98	1.90	1.97
57.00	2.00	1.99	1.98	2.00	1.99	1.98	1.97	1.92	1.98
58.00	1.99	1.94	1.99	2.00	2.00	2.01	1.97	1.94	2.01
59.00	1.99	1.93	1.99	2.00	2.00	1.99	1.99	1.94	1.97
60.00	2.00	1.97	1.99	2.00	2.00	2.00	1.98	1.98	2.00
61.00	1.98	1.97	2.00	2.00	2.00	1.99	1.99	1.94	1.99
62.00	2.00	1.98	1.99	2.00	2.00	1.99	1.94	1.91	2.00
63.00	1.99	2.00	2.00	1.99	1.99	1.99	1.99	1.98	1.95
64.00	2.00	1.95	1.98	2.00	2.00	1.99	1.99	1.97	2.00
65.00	1.97	1.98	1.99	2.00	2.00	1.99	1.99	1.93	1.95
66.00	1.98	1.97	1.99	2.00	2.00	1.99	1.98	1.99	1.97
67.00	1.97	1.93	1.98	2.00	2.00	1.98	1.97	1.91	1.97
68.00	2.00	1.91	1.99	2.00	2.00	2.00	1.99	1.84	2.00
69.00	1.97	1.98	2.00	1.99	1.99	2.00	1.94	1.87	1.98
