Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.262s)
CreateVariables () DONE !!!
Creating 8 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7
2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	0.00	0.00	0.00	0.00	1.46	0.00	0.00	0.00
4.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00
5.00	0.00	1.54	0.00	1.57	2.00	1.74	1.48	1.53
6.00	0.00	1.99	1.66	2.00	2.00	1.98	1.88	2.00
7.00	1.75	1.95	1.97	1.99	2.00	1.98	1.88	1.99
8.00	2.00	1.91	1.92	2.00	1.99	1.99	1.86	2.00
9.00	1.99	1.95	1.98	2.00	2.00	2.00	1.88	1.99
10.00	2.00	1.97	2.00	2.00	2.00	1.99	1.92	2.00
11.00	1.98	1.94	1.98	2.00	2.00	2.00	1.93	1.97
12.00	2.00	1.98	1.98	2.00	2.00	1.99	1.93	2.00
13.00	1.98	1.95	1.99	1.99	2.00	2.00	1.92	2.00
14.00	2.00	1.98	2.00	2.00	1.99	2.00	1.90	2.00
15.00	2.00	1.91	1.95	2.00	2.00	2.00	1.88	2.00
16.00	1.97	1.93	1.97	2.00	2.00	1.99	1.92	1.98
17.00	1.99	1.95	1.95	2.00	2.00	2.00	1.95	2.00
18.00	2.00	1.99	1.99	2.00	2.00	2.01	1.92	2.00
19.00	2.00	1.95	1.99	1.99	2.00	1.99	1.88	1.99
20.00	2.00	1.94	1.99	2.00	1.99	2.00	1.91	2.00
21.00	1.98	1.97	2.00	2.00	2.00	2.00	1.95	1.99
22.00	1.99	1.99	1.98	2.00	2.00	2.00	1.87	2.00
23.00	2.00	1.95	1.98	2.00	2.00	2.00	1.86	1.99
24.00	2.00	1.98	1.98	2.00	2.00	1.99	1.91	2.00
25.00	1.99	1.95	1.97	2.00	2.00	2.00	1.87	1.99
26.00	1.99	1.99	1.97	1.99	1.99	2.00	1.91	1.99
27.00	2.00	1.99	1.97	2.00	2.00	1.99	1.90	2.00
28.00	1.99	1.95	1.95	2.00	2.00	2.00	1.87	2.00
29.00	1.98	1.98	1.98	2.00	2.00	2.00	1.93	1.98
30.00	2.00	1.98	1.98	2.00	2.00	2.00	1.92	2.00
31.00	2.00	1.97	1.95	2.00	2.00	1.99	1.92	1.99
32.00	2.00	1.98	1.98	1.99	1.99	2.00	1.91	2.00
33.00	1.98	1.97	1.98	2.00	2.00	2.00	1.93	2.00
34.00	2.00	1.99	1.98	2.00	2.00	2.00	1.93	1.99
35.00	1.98	1.97	1.97	2.00	2.00	2.00	1.94	2.00
36.00	1.98	1.97	2.00	2.00	2.00	2.00	1.92	1.98
37.00	2.00	1.94	1.99	2.00	2.00	1.99	1.92	2.00
38.00	2.00	1.98	1.95	1.99	1.99	2.00	1.88	2.00
39.00	2.00	2.00	1.98	2.00	2.00	2.00	1.94	1.99
40.00	2.00	1.99	1.98	2.00	2.00	2.00	1.92	1.99
41.00	1.99	1.93	1.92	2.00	2.00	2.00	1.90	2.00
42.00	2.00	1.97	1.97	2.00	2.00	1.99	1.90	1.99
43.00	1.98	1.97	2.00	2.00	2.00	1.98	1.92	2.00
44.00	2.00	1.98	1.97	1.99	1.99	2.00	1.93	2.00
45.00	1.99	1.98	1.95	2.00	2.00	2.00	1.88	1.97
46.00	1.97	1.99	1.99	2.00	2.00	2.00	1.90	1.98
47.00	1.99	1.91	1.92	2.00	2.00	1.99	1.92	1.99
48.00	2.00	1.91	1.95	2.00	2.00	2.00	1.88	2.00
49.00	1.98	1.97	1.97	2.00	2.00	2.00	1.93	2.00
50.00	2.00	2.00	1.99	1.99	2.00	2.00	1.90	2.00
51.00	2.00	1.95	1.98	2.00	1.99	2.00	1.94	1.99
52.00	2.00	1.92	1.95	2.00	2.00	2.00	1.97	2.00
53.00	1.99	1.99	1.95	2.00	2.00	2.00	1.95	1.98
54.00	2.00	1.97	1.97	2.00	2.00	2.00	1.93	2.00
55.00	1.13	1.11	1.13	1.12	2.00	2.00	1.91	2.00
56.00	0.00	0.00	0.00	0.00	2.00	1.99	1.92	2.00
57.00	0.00	0.00	0.00	0.00	1.99	2.00	1.94	1.99
58.00	0.00	0.00	0.00	0.00	2.00	2.00	1.92	2.00
59.00	0.00	0.00	0.00	0.00	2.00	2.00	1.94	2.00
60.00	0.00	0.00	0.00	0.00	2.00	2.00	1.95	1.99
61.00	0.27	0.24	1.42	1.10	2.00	1.95	1.97	2.00
62.00	0.95	0.00	1.50	1.52	2.00	1.65	1.51	1.53
63.00	0.14	0.08	0.73	1.55	1.99	1.99	0.77	0.00
64.00	0.00	0.08	0.48	1.73	2.00	2.00	0.99	0.00
65.00	0.81	1.38	2.32	2.04	2.00	1.93	1.40	0.00
66.00	0.04	0.00	1.93	1.37	2.00	2.01	2.01	1.52
67.00	0.00	2.56	2.30	2.36	2.00	1.99	1.92	1.99
68.00	0.27	0.49	1.25	1.99	2.00	1.92	0.77	0.79
69.00	2.32	2.01	1.73	1.98	1.99	1.99	2.60	2.59
70.00	2.00	1.98	1.99	2.00	2.00	2.00	1.90	2.00
71.00	1.99	1.97	2.00	2.00	2.00	2.00	1.94	1.98
72.00	1.99	1.95	1.94	2.00	2.00	1.99	1.92	2.00
73.00	1.99	1.94	1.94	2.00	2.00	2.00	1.92	1.98
74.00	2.00	1.84	1.95	2.00	2.00	1.99	1.91	2.00
75.00	1.98	1.95	1.99	1.99	1.99	2.00	1.88	2.00
76.00	1.98	1.95	2.00	2.00	2.00	2.00	1.94	1.99
77.00	1.98	1.99	2.00	2.00	2.00	2.00	1.92	2.00
78.00	2.00	1.98	1.99	2.00	2.00	2.00	1.87	2.00
79.00	1.98	1.93	1.98	2.00	2.00	2.00	1.92	1.99
80.00	2.00	1.97	1.97	2.00	2.00	1.99	1.91	2.00
81.00	1.99	1.98	1.98	1.99	1.99	2.00	1.92	1.98
82.00	2.00	1.97	1.97	2.00	2.00	2.00	1.90	2.00
83.00	1.97	1.91	1.95	2.00	2.00	2.00	1.87	1.99
84.00	2.00	1.92	1.92	2.00	2.00	2.00	1.92	1.99
85.00	1.99	1.91	1.97	2.00	2.00	2.00	1.86	1.99
86.00	1.99	1.93	1.98	2.00	2.00	1.99	1.92	2.00
87.00	1.99	1.97	1.98	1.99	1.99	2.00	1.88	1.98
