Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (3.461s)
CreateVariables () DONE !!!
Creating 8 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7
2.00	0.00	0.00	0.49	0.00	1.99	0.00	0.00	0.47
3.00	0.15	0.00	1.99	1.99	2.00	0.00	0.00	2.36
4.00	2.00	0.00	1.80	2.00	2.00	0.00	0.00	2.00
5.00	1.98	1.47	1.93	2.00	2.00	0.00	0.00	0.52
6.00	1.99	1.98	1.95	2.00	2.00	0.00	0.00	3.01
7.00	2.00	1.98	1.99	1.99	2.00	0.00	0.00	1.99
8.00	1.99	1.95	1.99	2.00	1.99	0.00	0.00	2.00
9.00	1.99	1.99	1.98	2.00	2.00	0.00	0.00	2.00
10.00	1.99	1.95	1.99	2.00	2.00	0.00	0.00	2.00
11.00	2.00	2.00	1.98	2.00	2.00	0.00	0.00	1.99
12.00	1.99	1.95	1.99	2.00	2.00	0.00	0.00	2.00
13.00	2.00	1.97	1.97	1.99	2.00	0.00	0.00	2.00
14.00	2.00	1.99	1.98	2.00	1.99	0.00	0.00	1.33
15.00	2.00	1.99	2.00	2.00	2.00	0.00	0.00	0.00
16.00	2.00	1.99	2.00	2.00	2.00	0.00	0.00	0.00
17.00	1.98	1.95	2.00	2.00	2.00	0.00	0.00	0.00
18.00	2.00	1.95	1.99	2.00	2.00	0.00	0.00	0.00
19.00	1.99	1.99	1.98	2.00	2.00	0.00	0.00	0.00
20.00	1.99	1.94	2.00	1.99	1.99	0.00	0.00	0.00
21.00	2.00	1.98	2.00	2.00	2.00	0.00	0.00	0.00
22.00	2.00	1.93	1.99	2.00	2.00	0.00	0.00	0.00
23.00	1.99	1.98	1.98	2.00	2.00	0.00	0.00	0.00
24.00	2.00	1.97	2.00	2.00	2.00	0.00	0.00	0.00
25.00	1.99	1.98	2.00	2.00	2.00	0.00	0.00	0.00
26.00	1.99	1.97	2.00	1.99	1.99	0.00	0.00	0.00
27.00	2.00	1.99	1.99	2.00	2.00	0.00	0.00	0.00
28.00	2.00	1.98	2.00	2.00	2.00	0.00	0.00	0.00
29.00	1.99	1.98	1.99	2.00	2.00	0.00	0.00	0.00
30.00	2.00	1.94	1.99	2.00	2.00	0.00	0.00	0.00
31.00	2.00	1.98	2.00	2.00	2.00	0.00	0.00	0.00
32.00	1.99	2.00	2.00	1.99	1.99	0.00	0.00	0.00
33.00	1.99	1.95	2.00	2.00	2.00	0.00	0.00	0.00
34.00	1.98	1.97	2.00	2.00	2.00	0.00	0.00	0.00
35.00	1.99	1.97	2.00	2.00	2.00	0.00	0.00	0.00
36.00	2.00	1.97	1.99	2.00	2.00	0.00	0.00	0.00
37.00	1.99	1.98	2.00	2.00	2.00	0.00	0.00	0.00
38.00	2.00	1.95	1.98	1.99	1.99	0.00	0.00	0.00
39.00	2.00	1.99	2.00	2.00	2.00	0.00	0.00	0.00
40.00	2.00	1.98	2.00	2.00	2.00	0.00	0.00	0.00
41.00	1.99	1.98	2.00	2.00	2.00	0.00	0.00	0.00
42.00	2.00	1.98	1.99	2.00	2.00	0.00	0.00	0.00
43.00	2.00	1.95	2.00	2.00	2.00	0.00	0.00	0.00
44.00	1.99	1.97	2.00	1.99	1.99	0.00	0.00	0.00
45.00	2.00	1.97	2.00	2.00	2.00	0.00	0.00	0.00
46.00	2.00	1.99	1.99	2.00	2.00	0.00	0.00	0.00
47.00	1.99	1.97	1.98	2.00	2.00	0.00	0.00	0.00
48.00	2.00	1.95	2.00	2.00	2.00	0.00	0.00	0.00
49.00	2.00	1.94	2.01	2.00	2.00	0.00	0.00	0.00
50.00	2.00	1.95	1.99	1.99	2.00	0.00	0.00	0.00
51.00	2.00	1.99	2.00	2.00	1.99	0.00	0.00	0.00
52.00	2.00	1.98	2.00	2.00	2.00	0.00	0.00	0.00
53.00	1.99	1.93	1.99	2.00	2.00	0.00	0.00	0.00
54.00	2.00	1.97	2.00	2.00	2.00	0.00	0.00	0.00
55.00	2.00	1.98	2.00	2.00	2.00	0.00	0.00	0.00
56.00	2.00	1.93	1.99	1.99	2.00	0.00	0.00	0.00
57.00	2.00	1.97	2.00	2.00	1.99	0.00	0.00	0.00
58.00	2.00	1.98	2.00	2.00	2.00	0.00	0.00	0.00
59.00	1.99	1.92	2.00	2.00	2.00	0.00	0.00	0.00
60.00	2.00	1.95	1.99	2.00	2.00	0.00	0.00	0.00
61.00	2.00	2.00	2.00	2.00	2.00	0.00	0.00	0.00
62.00	1.99	1.93	1.99	2.00	2.00	0.00	0.00	0.00
63.00	1.99	1.94	2.00	1.99	1.99	0.00	0.00	0.00
64.00	2.00	1.99	2.00	2.00	2.00	0.00	0.00	0.00
65.00	1.99	1.97	2.00	2.00	2.00	0.00	0.00	0.00
66.00	2.00	1.92	1.99	2.00	2.00	0.00	0.00	0.00
67.00	2.00	1.99	2.01	2.00	2.00	0.00	0.00	0.00
68.00	2.00	1.93	1.99	2.00	2.00	0.00	0.00	0.00
69.00	1.98	1.95	1.99	1.99	1.99	0.00	0.00	0.00
70.00	2.00	1.97	2.00	2.00	2.00	0.00	0.00	0.00
71.00	1.99	1.98	2.00	2.00	2.00	0.00	0.00	0.00
72.00	2.00	1.97	1.99	2.00	2.00	0.00	0.00	0.00
73.00	2.00	1.95	2.00	2.00	2.00	0.00	0.00	0.00
74.00	1.41	1.27	1.70	1.78	2.00	0.42	0.00	0.48
75.00	2.00	1.97	2.00	1.99	1.99	2.52	0.00	2.28
76.00	1.99	1.87	1.97	2.00	2.00	1.99	0.00	2.00
77.00	1.99	1.90	1.95	2.00	2.00	1.95	0.00	1.99
78.00	1.99	1.94	1.98	2.00	2.00	1.99	0.00	2.00
79.00	2.00	1.98	2.00	2.00	2.00	1.98	0.00	1.99
80.00	1.98	1.98	1.97	2.00	2.00	2.00	0.00	2.00
81.00	2.00	1.99	1.98	1.99	1.99	2.00	0.00	1.99
82.00	2.00	1.99	1.98	2.00	2.00	2.00	0.00	2.00
83.00	1.97	1.98	1.97	2.00	2.00	2.00	0.00	2.00
84.00	1.99	1.98	1.98	2.00	2.00	1.98	0.00	2.00
85.00	2.00	1.87	1.98	2.00	2.00	1.99	0.00	2.00
86.00	2.00	1.93	1.95	2.00	2.00	2.00	0.00	1.99
87.00	0.48	0.48	0.47	1.88	1.99	1.86	0.00	1.99
88.00	0.31	0.31	0.31	2.00	2.00	2.00	0.00	2.00
89.00	0.18	0.19	0.19	1.94	2.00	1.95	0.00	1.95
90.00	0.33	0.33	0.34	1.57	2.00	1.45	0.00	2.04
91.00	0.20	0.20	0.21	2.00	2.00	1.99	0.00	2.00
92.00	0.75	0.74	0.75	2.00	2.00	1.99	0.00	1.99
93.00	1.98	1.97	1.95	1.99	1.99	1.98	0.00	2.00
94.00	2.00	1.99	2.00	2.00	2.00	2.00	0.00	2.00
95.00	1.99	1.95	1.98	2.00	2.00	2.00	0.00	2.00
96.00	1.99	1.94	1.95	2.00	2.00	1.99	0.00	2.00
97.00	1.99	1.99	1.97	2.00	2.00	1.99	0.00	1.99
98.00	1.97	1.93	1.95	2.00	2.00	2.00	0.00	2.00
99.00	1.98	1.92	1.98	1.99	2.00	2.00	0.00	2.00
100.00	2.00	1.92	1.97	2.00	1.99	2.00	0.00	2.00
101.00	1.98	1.92	1.93	2.00	2.00	1.99	0.00	2.00
102.00	1.97	1.97	1.95	2.00	2.00	2.00	0.00	1.99
103.00	2.00	1.97	1.98	2.00	2.00	1.99	0.00	2.00
104.00	1.99	1.95	1.95	2.00	2.00	2.00	0.00	2.00
105.00	2.00	1.87	1.95	1.99	2.00	1.99	0.00	2.00
106.00	1.99	1.99	1.99	2.00	1.99	1.99	0.00	2.00
107.00	1.99	1.99	1.99	2.00	2.00	1.99	1.42	2.00
108.00	2.00	1.99	1.98	2.00	2.00	1.99	1.92	1.99
109.00	2.00	1.98	1.99	2.00	2.00	1.98	1.90	2.00
110.00	1.99	2.00	2.00	2.00	2.00	2.00	1.92	1.99
111.00	2.00	1.99	1.98	2.00	2.00	2.00	1.97	1.99
112.00	2.00	1.95	1.97	1.99	1.99	2.00	1.92	1.99
113.00	1.99	1.99	1.98	2.00	2.00	1.99	1.91	1.99
114.00	1.97	1.85	1.97	2.00	2.00	2.00	1.92	2.00
115.00	2.00	1.99	1.98	1.99	2.00	2.00	1.92	2.00
116.00	1.99	1.99	1.99	2.01	2.00	2.00	1.94	1.98
117.00	2.00	1.95	1.97	2.00	2.00	1.99	1.98	2.00
118.00	2.00	1.98	1.98	1.99	1.99	2.00	1.92	2.00
119.00	1.99	1.99	1.98	2.00	2.00	1.99	1.87	1.98
120.00	1.98	1.97	1.99	2.00	2.00	1.99	1.88	2.00
121.00	2.00	1.97	1.95	2.00	2.00	2.00	1.91	1.99
122.00	1.99	1.99	1.97	2.00	2.00	1.99	1.87	2.00
123.00	2.00	1.98	2.00	2.00	2.00	2.00	1.92	1.98
124.00	2.00	2.00	1.97	1.99	1.99	1.99	1.92	1.99
125.00	1.99	1.97	1.97	2.00	2.00	2.00	1.93	2.00
126.00	1.99	1.98	2.00	2.00	2.00	1.99	1.91	2.00
127.00	2.00	1.99	1.98	2.00	2.00	2.00	1.94	1.99
128.00	1.98	2.00	1.99	2.00	2.00	2.00	1.92	2.00
129.00	1.99	1.99	1.98	2.00	2.00	1.99	1.88	2.00
130.00	2.00	1.98	2.00	1.99	1.99	2.00	1.93	2.00
131.00	1.99	1.98	1.97	2.00	2.00	1.99	1.88	2.00
