Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.378s)
CreateVariables () DONE !!!
Creating 14 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13
2.00	0.00	1.37	0.00	1.48	0.86	0.00	0.00	1.99	0.00	1.44	0.95	0.07	0.00	0.04
3.00	1.44	2.07	1.67	0.93	0.00	0.00	0.00	2.00	0.00	1.63	0.04	0.00	0.00	0.00
4.00	1.97	1.84	0.48	0.06	0.00	0.00	0.00	2.00	1.84	0.86	0.82	0.24	0.00	0.00
5.00	2.01	1.85	1.28	0.31	0.00	0.00	0.00	2.00	2.00	2.34	0.16	0.00	0.00	0.00
6.00	2.00	2.03	1.98	0.94	0.00	0.00	0.00	2.00	1.98	1.40	1.18	0.00	0.00	0.00
7.00	1.99	1.99	1.91	0.09	0.00	0.00	0.09	2.00	1.94	1.80	0.18	0.22	0.00	0.00
8.00	2.00	2.00	1.64	0.00	0.00	0.00	0.00	1.99	1.97	1.26	0.31	0.00	0.00	0.00
9.00	1.91	1.87	1.07	0.18	0.00	0.00	0.00	2.00	1.64	1.17	0.95	0.00	0.00	0.00
10.00	1.94	1.87	1.67	1.05	0.21	0.00	0.00	2.00	2.01	1.68	0.53	0.00	0.25	0.00
11.00	1.99	1.97	1.59	1.38	0.35	0.00	0.00	2.00	1.98	1.48	1.41	0.21	0.39	0.00
12.00	2.01	2.00	1.75	1.94	0.08	0.00	0.00	2.00	2.00	1.90	1.51	0.66	0.05	0.00
13.00	1.99	2.00	1.59	1.35	0.07	0.00	0.00	2.00	2.00	1.85	1.19	0.98	0.08	0.00
14.00	2.00	1.85	1.27	0.14	0.24	0.00	0.00	1.99	2.00	1.17	0.52	0.42	0.08	0.00
15.00	2.00	1.71	1.54	1.60	0.00	0.00	0.00	2.00	1.61	1.38	1.04	0.51	0.00	0.00
16.00	1.98	1.63	1.07	1.13	0.00	0.00	0.00	2.00	2.03	1.42	0.21	0.00	0.00	0.00
17.00	1.52	1.83	1.79	0.87	0.41	0.00	0.00	2.00	1.73	1.35	0.07	0.27	0.38	0.00
18.00	2.40	2.10	1.59	0.98	0.19	0.00	0.00	2.00	2.04	1.44	0.55	0.00	0.00	0.00
19.00	2.00	2.00	0.27	0.00	0.07	0.00	0.00	2.00	1.94	0.92	0.19	0.00	0.44	0.00
20.00	1.98	1.90	1.74	1.51	0.00	0.00	0.00	1.99	1.97	1.92	1.18	0.29	0.00	0.00
21.00	1.98	1.98	1.60	0.88	0.00	0.00	0.00	2.00	1.81	1.54	1.25	0.38	0.00	0.00
22.00	2.00	2.00	1.70	0.64	0.40	0.00	0.00	2.00	2.01	1.66	0.85	0.00	0.21	0.00
23.00	1.27	1.80	1.57	0.49	0.11	0.00	0.00	2.00	1.93	0.78	0.59	0.16	0.02	0.15
24.00	2.00	1.98	1.75	0.92	0.00	0.00	0.00	2.00	1.74	0.57	0.95	0.00	0.00	0.00
25.00	2.00	1.85	1.50	0.34	0.00	0.00	0.00	2.00	2.00	1.90	0.66	0.04	0.00	0.00
26.00	1.95	2.04	1.73	1.33	0.00	0.00	0.05	1.99	1.86	0.93	0.89	0.07	0.00	0.00
27.00	2.01	1.97	1.10	1.34	0.29	0.00	0.24	2.00	2.03	1.74	1.06	0.28	0.00	0.00
28.00	2.00	1.99	1.85	0.44	0.00	0.00	0.14	2.00	1.95	1.30	0.92	0.73	0.00	0.00
29.00	1.99	1.94	1.92	1.61	0.00	0.00	0.00	2.00	2.00	1.72	0.58	0.00	0.00	0.00
30.00	1.99	1.79	1.81	0.19	0.57	0.00	0.00	2.00	1.97	1.37	0.74	0.00	0.32	0.00
31.00	1.99	1.84	1.91	0.26	0.00	0.00	0.00	2.00	1.97	1.67	0.92	0.12	0.00	0.00
32.00	2.01	1.84	1.04	0.00	0.00	0.00	0.00	1.99	1.34	0.78	0.00	0.00	0.00	0.00
33.00	2.00	2.00	0.48	0.00	0.22	0.00	0.00	2.00	2.10	0.75	0.74	0.00	0.00	0.00
34.00	1.99	1.91	1.25	0.24	0.06	0.00	0.00	2.00	2.01	1.25	0.67	0.00	0.04	0.00
35.00	2.00	1.67	1.75	0.00	0.12	0.00	0.00	2.00	1.74	1.06	0.81	0.28	0.11	0.05
36.00	1.99	2.13	2.20	0.05	0.00	0.00	0.00	2.00	2.00	1.52	0.32	0.02	0.00	0.00
37.00	1.74	1.70	1.63	0.88	0.58	0.00	0.00	2.00	2.00	2.07	1.59	1.11	0.33	0.00
