Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.256s)
CreateVariables () DONE !!!
Creating 12 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11
2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	0.00	0.00	0.00	0.00	0.00	0.00	1.60	0.00	0.00	0.00	0.00	0.00
4.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00
5.00	0.64	0.82	0.95	0.00	0.81	1.17	2.00	0.93	1.13	0.95	0.85	0.84
6.00	2.00	1.99	2.00	1.18	2.00	2.00	2.00	1.99	1.97	2.00	2.00	1.97
7.00	0.78	1.08	1.80	1.25	0.79	0.89	2.00	1.07	1.14	0.66	1.22	0.62
8.00	0.15	1.17	0.47	0.45	1.13	0.94	1.99	0.22	0.67	1.38	1.35	0.59
9.00	0.86	1.68	1.70	0.82	1.34	1.07	2.00	1.61	0.85	1.27	1.07	0.79
10.00	0.08	0.81	0.00	0.00	0.09	0.19	2.00	0.64	0.13	0.25	0.80	0.52
11.00	0.49	1.24	0.74	0.48	0.24	0.85	2.00	0.71	0.53	0.71	0.78	0.32
12.00	0.22	1.67	1.60	2.04	0.04	1.21	2.00	1.78	0.00	1.54	1.15	0.00
13.00	0.74	0.34	0.25	0.47	0.94	0.85	2.00	0.67	0.00	0.65	0.87	0.00
14.00	0.00	0.00	0.00	0.00	0.00	0.00	1.99	0.00	0.00	0.00	0.00	0.00
15.00	0.33	0.13	0.20	0.62	0.41	0.92	2.00	0.44	0.69	0.86	0.28	0.45
16.00	1.04	1.02	0.86	0.80	1.10	0.95	2.00	0.62	0.79	0.81	0.89	0.66
17.00	0.75	0.72	0.75	0.55	0.85	1.10	2.00	1.01	1.04	1.11	0.42	0.78
18.00	0.64	1.63	1.45	0.91	1.39	1.42	2.00	0.78	1.10	1.32	1.18	0.31
19.00	0.00	0.80	0.80	0.40	0.86	0.88	2.00	1.08	0.53	0.24	0.95	1.26
20.00	0.00	0.78	1.13	1.48	0.98	1.55	1.99	1.20	0.05	1.04	1.00	0.60
21.00	0.13	0.94	1.78	1.52	0.44	1.78	2.00	1.63	0.29	1.55	1.70	1.94
22.00	0.98	1.01	1.37	0.88	0.48	1.77	2.00	1.38	1.01	1.74	1.66	1.32
23.00	0.05	0.72	1.37	1.51	0.32	0.51	2.00	1.27	0.31	0.65	0.87	1.02
24.00	1.40	1.46	0.13	0.00	1.41	1.05	2.00	0.64	1.25	1.58	1.95	0.00
25.00	0.73	1.08	1.18	0.47	0.29	0.99	2.00	2.38	0.33	0.47	0.98	0.00
26.00	0.00	0.00	1.25	1.45	1.22	1.20	1.99	1.08	0.31	1.46	1.38	0.00
27.00	0.00	0.27	0.33	0.52	0.02	0.61	2.00	0.93	0.05	1.60	1.48	0.15
28.00	0.34	1.18	0.00	0.31	0.00	0.00	2.00	0.29	0.00	0.75	1.30	1.27
29.00	0.67	0.79	0.04	1.05	0.00	0.00	2.00	0.91	0.00	1.31	1.34	1.92
30.00	0.61	0.00	0.01	2.31	0.00	0.00	2.00	1.98	0.00	0.00	1.71	1.57
31.00	0.75	1.07	0.69	0.81	0.22	0.92	2.00	0.64	1.00	0.93	0.24	0.60
32.00	1.37	1.97	0.82	0.46	0.00	0.00	1.99	1.38	0.02	0.57	0.00	0.75
33.00	0.99	1.39	1.44	1.67	0.20	0.20	2.00	1.83	0.04	2.84	1.20	2.16
34.00	0.14	1.52	1.61	0.48	0.00	0.00	2.00	1.64	0.19	1.68	2.04	0.49
35.00	1.20	1.74	1.31	0.29	0.00	0.25	2.00	1.90	0.58	1.74	1.98	2.31
36.00	0.00	1.98	1.59	1.51	0.00	0.85	2.00	1.81	0.39	1.20	1.95	1.64
37.00	0.38	1.97	0.86	0.68	0.04	0.22	2.00	0.45	0.52	2.00	1.77	0.39
38.00	0.82	1.92	0.00	0.02	0.00	0.00	1.99	0.00	0.00	1.99	1.95	1.17
39.00	0.41	0.38	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.31	0.54	0.69
40.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00
41.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00
42.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00
43.00	0.00	0.00	0.00	1.11	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00
44.00	0.00	0.00	0.00	1.99	0.00	0.00	1.99	0.00	0.00	0.00	0.00	0.00
45.00	0.00	0.00	0.00	2.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00
46.00	0.00	0.00	0.00	1.99	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00
47.00	0.00	0.00	1.47	2.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00
48.00	0.00	0.00	2.00	2.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00
49.00	1.11	0.00	2.00	1.99	1.11	1.12	2.00	1.13	1.11	1.11	1.12	0.00
50.00	2.00	0.00	1.99	2.00	2.00	2.00	2.00	1.99	2.00	2.00	2.00	0.00
51.00	1.95	1.34	2.00	1.98	2.00	2.00	1.99	1.99	2.00	2.00	2.00	0.00
52.00	1.99	2.00	2.00	2.00	2.00	2.00	2.00	2.01	1.99	2.00	2.00	0.00
53.00	1.05	1.45	1.85	1.48	1.13	2.00	2.00	1.77	0.89	1.40	1.37	0.00
54.00	0.08	0.00	0.69	0.94	0.47	0.49	2.00	1.71	0.00	0.55	0.20	0.00
55.00	0.00	0.78	1.65	0.65	0.19	0.39	2.00	0.39	0.00	1.48	1.74	0.00
56.00	0.00	1.94	2.06	0.34	1.68	1.30	2.00	1.11	0.00	1.80	1.24	0.00
57.00	0.46	0.79	1.42	1.17	0.21	1.00	1.99	0.97	1.13	1.38	1.17	0.00
58.00	0.97	0.77	1.45	1.18	0.04	1.42	2.00	1.72	1.61	1.67	1.30	0.00
59.00	1.02	1.59	0.93	1.73	0.79	1.98	2.00	0.59	1.50	1.40	1.64	0.00
60.00	0.79	1.53	2.00	2.00	1.26	2.00	2.00	1.99	0.05	0.01	1.99	0.00
61.00	0.08	1.05	0.80	1.46	0.32	1.38	2.00	1.45	0.08	1.31	0.95	0.18
62.00	0.00	0.95	0.24	1.14	0.00	0.97	2.00	1.60	0.00	0.00	0.99	1.06
63.00	0.00	1.58	0.31	0.27	0.00	1.01	1.99	1.35	0.06	0.86	0.79	0.58
64.00	1.11	0.16	1.58	2.00	0.45	1.67	2.00	1.32	0.22	2.00	2.32	0.00
65.00	0.47	0.57	0.38	1.61	0.09	1.86	2.00	1.95	0.27	1.72	2.00	2.84
66.00	0.53	0.00	0.00	1.99	0.19	2.00	2.00	2.00	0.00	1.85	1.99	1.99
67.00	0.00	0.00	0.00	1.99	0.08	1.81	2.00	1.90	0.00	1.92	2.00	1.98
68.00	1.70	0.00	0.00	1.80	0.33	1.98	2.00	1.92	0.00	1.80	1.83	1.99
69.00	0.11	0.00	0.00	0.47	1.10	1.71	1.99	0.64	0.00	0.51	0.89	0.98
70.00	0.48	0.00	0.00	1.88	0.72	1.86	2.00	1.70	0.00	0.00	1.70	0.99
71.00	1.99	0.00	0.00	1.86	1.99	2.00	2.00	1.97	0.00	0.00	1.97	0.00
72.00	2.00	0.00	0.00	1.90	1.98	2.00	2.00	2.00	0.00	0.00	1.94	0.00
73.00	1.75	0.00	0.00	1.95	2.00	2.00	2.00	1.86	0.00	0.00	1.99	1.22
74.00	2.00	0.00	0.00	2.00	2.00	2.00	2.00	1.85	0.00	0.00	2.00	0.27
75.00	1.98	0.00	0.00	2.00	2.00	1.99	1.99	1.98	0.00	0.00	2.00	2.00
76.00	1.93	0.00	0.00	1.90	2.00	2.00	2.00	1.92	0.00	0.00	2.00	1.93
77.00	1.54	0.00	1.30	0.60	1.35	1.58	2.00	0.53	0.00	0.00	1.32	0.85
78.00	1.99	0.00	1.87	1.91	1.99	1.81	2.00	1.45	0.00	0.00	0.41	0.00
79.00	1.06	0.86	1.06	1.01	1.33	1.31	2.00	1.05	0.98	0.00	2.20	0.00
80.00	0.84	0.61	0.87	1.58	0.79	1.05	2.00	1.67	1.60	0.00	1.85	1.22
81.00	0.08	1.66	1.86	1.95	0.11	1.90	1.99	1.95	0.00	0.00	2.13	1.39
82.00	0.00	1.20	1.28	0.73	1.25	0.88	2.00	1.27	0.00	0.00	1.52	1.71
83.00	0.02	0.99	1.02	1.30	0.55	1.67	2.00	1.78	0.28	0.00	1.85	0.00
84.00	0.51	1.64	1.46	1.99	0.53	1.87	2.00	1.94	0.68	0.00	1.80	0.00
85.00	1.99	0.88	2.00	2.01	1.99	1.99	2.00	2.00	2.01	0.00	1.97	0.00
86.00	2.00	1.99	2.00	2.00	2.00	2.00	2.00	2.00	1.99	0.00	1.99	0.00
87.00	0.29	2.00	1.99	1.98	2.00	2.00	1.99	2.00	2.00	0.00	1.99	0.00
88.00	0.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	1.99	0.00	1.98	0.00
89.00	0.00	0.98	0.98	0.98	0.98	0.98	2.00	0.98	0.99	0.00	0.99	0.00
90.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00
91.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00
92.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00
93.00	0.00	0.00	0.00	0.00	0.00	0.00	1.99	0.00	0.00	0.00	0.00	0.00
94.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00
95.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00
96.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00
97.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00
98.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00
99.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00
100.00	0.00	0.00	0.00	0.00	0.00	0.00	1.99	0.00	0.00	0.00	0.00	0.00
101.00	0.09	0.00	1.00	0.85	0.91	1.05	2.00	1.01	0.00	0.92	1.39	0.00
102.00	1.67	0.00	1.99	2.00	1.98	2.00	2.00	2.00	0.00	1.99	1.77	0.00
103.00	2.00	0.00	2.00	1.99	2.00	2.00	2.00	2.00	0.00	2.00	1.99	0.00
