Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.233s)
CreateVariables () DONE !!!
Creating 15 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14
2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.77	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.00	0.09	0.12	0.00	0.12	0.00	0.00	0.45	2.00	0.39	0.27	0.00	0.00	0.00	0.97	0.00
6.00	0.35	0.79	0.00	1.47	0.15	0.00	0.92	2.00	1.19	0.61	0.00	0.05	0.65	0.54	0.35
7.00	0.12	0.14	0.00	0.74	0.77	0.00	0.05	2.00	0.57	0.62	0.00	0.65	0.80	0.26	0.42
8.00	0.88	0.94	0.29	0.00	0.00	0.04	0.58	1.99	0.00	0.00	0.74	0.59	0.00	0.00	0.00
9.00	0.45	0.46	0.00	0.00	0.00	0.21	0.48	2.00	0.61	0.00	0.27	0.60	0.41	0.00	0.05
10.00	0.00	0.67	0.00	0.89	0.48	0.31	0.51	2.00	0.29	0.85	0.00	0.00	0.57	0.37	0.16
11.00	0.19	0.00	0.51	1.01	0.00	0.28	1.52	2.00	1.42	1.05	0.35	0.89	0.39	0.73	0.58
12.00	0.19	0.55	0.14	0.19	0.37	0.21	0.61	2.00	0.51	0.08	0.46	0.00	0.04	0.12	0.00
13.00	0.00	0.12	0.99	0.18	0.00	0.35	0.65	2.00	0.94	0.00	0.94	0.62	0.37	0.00	0.35
14.00	0.00	0.31	0.00	0.44	0.85	0.32	1.00	1.99	0.85	0.00	0.00	0.54	0.37	0.69	0.84
15.00	0.00	0.28	0.00	0.07	0.51	0.67	0.95	2.00	0.57	0.00	0.00	0.59	0.52	1.18	0.05
16.00	0.00	0.00	0.00	0.00	0.04	0.00	0.01	2.00	0.55	0.00	0.00	0.00	0.91	0.22	0.49
17.00	0.28	0.79	0.45	0.00	0.00	0.28	0.66	2.00	0.01	0.00	0.31	0.80	0.67	0.00	0.16
18.00	0.00	0.54	0.84	0.00	0.00	0.08	0.89	2.00	0.00	0.26	0.00	0.57	0.45	0.35	0.31
19.00	0.20	0.49	0.38	0.08	0.22	0.04	0.08	2.00	0.93	0.37	0.00	0.28	0.12	0.62	0.00
20.00	0.18	1.04	0.08	0.00	0.00	0.35	0.67	1.99	0.57	0.00	0.00	0.40	0.18	0.60	0.58
21.00	0.00	0.00	0.98	0.16	0.00	0.00	0.34	2.00	0.89	0.00	0.00	1.30	0.72	0.65	0.00
22.00	0.00	1.02	0.00	0.00	0.00	0.31	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
23.00	0.08	1.00	1.02	0.64	0.00	0.51	1.42	2.00	0.00	0.00	0.01	0.01	0.00	0.41	0.00
24.00	0.00	0.22	0.39	0.15	0.08	0.58	0.54	2.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00
25.00	0.53	0.99	1.20	0.00	0.00	0.57	1.71	2.00	0.00	0.00	0.28	0.00	0.00	0.00	0.00
26.00	0.64	1.05	1.78	0.04	0.00	1.58	1.72	1.99	0.00	0.00	0.16	0.00	0.00	0.00	0.00
27.00	0.71	0.35	2.13	0.00	0.00	0.80	1.98	2.00	0.00	0.00	0.60	0.00	0.00	0.00	0.00
28.00	1.26	2.34	1.90	0.00	0.00	1.94	2.00	2.00	0.00	0.00	0.48	0.00	0.00	0.00	0.00
29.00	1.99	1.99	2.00	0.00	0.00	2.00	2.00	2.00	0.00	0.00	0.61	0.00	0.00	0.00	0.00
30.00	2.01	1.94	2.00	0.00	0.00	1.99	2.00	2.00	0.00	0.00	0.06	0.00	0.00	0.00	0.00
31.00	0.39	0.49	0.42	0.00	0.00	0.37	0.39	2.00	0.00	0.00	0.35	0.00	0.00	0.00	0.00
