Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.322s)
CreateVariables () DONE !!!
Creating 20 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19
2.00	0.00	0.00	0.00	0.00	0.00	1.88	0.00	0.00	0.00	0.00	1.98	0.00	0.00	0.00	0.00	1.66	1.72	0.00	0.00	0.00
3.00	0.08	0.00	0.00	0.00	0.00	2.00	0.00	0.04	0.00	0.00	2.00	0.00	0.00	0.00	0.00	1.98	1.99	0.00	0.00	0.00
4.00	1.98	0.00	0.00	0.00	0.00	2.00	0.00	0.08	0.00	0.04	2.00	1.71	0.00	0.00	0.00	1.97	2.00	0.00	0.08	0.00
5.00	1.01	0.00	0.00	0.00	0.04	1.22	0.00	0.20	0.00	0.00	2.00	1.32	0.00	0.33	0.00	1.97	1.33	0.00	0.57	0.00
6.00	0.55	0.00	0.00	0.00	0.12	1.06	0.00	0.00	0.00	0.00	2.00	0.88	0.00	0.00	0.00	1.53	1.12	0.00	0.14	0.00
7.00	0.41	0.00	0.00	0.00	0.24	1.42	0.00	1.63	0.00	0.00	2.00	1.19	0.00	0.33	0.00	2.23	1.95	0.00	0.32	0.00
8.00	1.93	0.00	0.00	0.00	0.32	2.41	0.00	1.38	0.00	0.00	1.99	1.63	0.00	1.02	0.00	1.95	1.87	0.00	0.19	0.00
9.00	1.32	0.00	0.00	0.00	0.00	1.44	0.00	1.58	0.00	0.00	2.00	1.68	0.00	0.47	0.00	1.46	1.51	0.00	0.19	0.00
10.00	1.50	0.00	0.00	0.00	0.00	1.67	0.00	0.00	0.00	0.00	2.00	0.39	0.00	0.21	0.00	1.54	0.99	0.00	0.20	0.00
11.00	1.78	0.00	0.00	0.00	0.67	2.00	0.00	1.75	0.00	0.00	2.00	2.21	0.00	0.61	0.00	1.71	1.37	0.00	0.65	0.00
