Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.781s)
CreateVariables () DONE !!!
Creating 14 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13
2.00	0.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	6.22	6.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4.00	6.87	6.58	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.00	6.86	6.58	3.41	0.00	0.01	0.00	0.00	2.33	1.13	0.00	0.00	2.21	0.00	1.17
6.00	6.87	6.58	2.21	0.00	0.00	0.00	0.00	2.96	1.93	0.00	0.00	1.30	0.00	3.13
7.00	6.86	6.58	1.37	0.00	0.00	0.00	0.00	1.84	0.00	0.00	0.00	0.43	0.00	1.57
8.00	6.86	6.58	0.00	0.00	0.00	0.00	0.00	5.63	1.00	0.00	0.00	0.58	0.00	1.35
9.00	6.87	6.58	0.00	0.00	0.00	0.00	0.00	5.16	0.00	0.00	0.00	0.00	0.00	3.47
10.00	6.86	6.58	0.00	0.00	0.00	0.00	0.00	5.15	0.00	0.00	0.00	0.00	0.00	3.44
11.00	6.87	6.58	0.00	0.00	0.00	0.00	0.00	1.46	0.00	2.61	0.00	0.03	0.00	1.53
12.00	6.86	6.58	0.00	0.00	5.92	0.00	0.00	1.25	0.00	0.06	0.00	0.00	0.00	1.63
13.00	6.86	6.58	0.00	0.00	4.99	0.00	0.00	3.38	0.00	0.00	0.00	0.74	0.00	3.88
14.00	6.87	6.58	0.00	0.00	4.51	0.00	0.00	3.43	0.00	0.00	0.00	0.83	0.00	3.43
15.00	6.86	6.58	1.22	0.00	3.86	0.00	0.00	3.06	0.52	0.00	0.00	0.94	0.00	3.02
16.00	6.87	6.58	2.11	0.00	2.38	0.00	0.00	2.42	0.79	0.00	0.00	1.10	0.00	3.21
17.00	6.86	6.57	5.40	0.00	1.56	0.00	0.00	0.70	0.00	0.00	0.00	0.81	0.00	1.11
18.00	6.87	6.58	3.87	0.00	1.79	0.00	0.00	4.25	0.00	0.00	0.00	0.23	0.00	2.55
19.00	6.86	6.58	6.02	0.00	0.83	0.00	0.00	2.31	0.16	0.00	0.00	0.00	0.00	1.83
20.00	6.86	6.58	4.80	0.00	0.00	0.00	0.00	3.35	2.37	0.00	0.00	0.00	0.00	0.14
21.00	6.87	6.58	4.96	0.00	0.00	0.00	0.00	3.57	2.36	0.00	0.00	0.00	0.00	0.57
22.00	6.86	6.58	0.35	0.00	0.00	0.00	0.00	0.00	2.31	0.00	0.00	0.00	0.00	3.53
23.00	6.87	6.58	0.00	0.00	0.00	0.72	0.00	0.00	3.04	0.00	0.00	0.00	0.92	0.12
24.00	6.86	6.58	0.00	0.00	0.00	0.52	0.00	0.00	0.00	0.00	0.00	0.00	0.61	1.25
