Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.751s)
CreateVariables () DONE !!!
Creating 16 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15
2.00	4.65	1.99	0.00	0.00	0.00	0.12	0.03	1.05	0.00	0.00	0.00	0.00	0.04	0.00	0.44	0.28
3.00	4.65	1.06	0.35	2.06	0.00	0.21	1.90	1.01	0.00	0.06	0.00	0.00	0.99	0.00	0.39	0.00
4.00	4.66	0.11	0.33	3.20	0.00	3.43	0.00	2.28	0.00	0.00	0.00	0.00	0.37	0.00	0.10	2.13
5.00	4.65	0.32	0.28	0.30	0.00	0.00	2.13	3.00	0.00	1.12	0.00	0.53	0.00	0.00	1.60	0.22
6.00	4.66	0.10	0.00	0.73	0.42	0.91	0.00	2.32	0.00	2.70	0.00	2.08	1.28	0.93	2.05	0.08
7.00	4.65	0.15	0.00	2.15	0.00	1.76	1.04	0.75	0.00	0.31	0.00	0.00	0.00	1.69	0.13	1.89
8.00	4.65	0.47	0.00	3.10	0.00	3.19	0.00	0.00	0.00	0.39	0.53	0.00	0.56	0.57	0.62	0.39
9.00	4.66	0.00	0.00	1.00	0.00	0.00	0.00	0.93	0.00	0.09	0.35	0.83	0.00	2.52	0.00	1.67
10.00	4.65	0.00	1.84	0.44	0.00	2.43	0.00	1.48	0.00	0.14	0.63	0.25	0.00	1.77	0.97	1.32
11.00	4.66	0.00	0.00	1.72	0.00	0.00	0.00	0.81	0.35	0.90	2.43	0.00	0.00	0.00	0.00	1.49
12.00	4.65	0.53	0.00	0.26	0.00	0.00	0.00	0.00	0.04	0.09	2.55	1.93	0.58	1.57	0.00	0.51
13.00	4.65	0.04	0.00	1.10	0.00	0.00	0.00	1.78	0.00	0.14	1.39	1.52	0.05	0.00	0.74	1.73
14.00	4.66	0.00	0.00	0.13	0.67	0.17	0.39	0.80	0.19	1.76	0.88	0.00	0.00	0.00	0.59	1.51
15.00	4.65	0.00	0.00	0.72	0.00	1.21	0.30	1.10	0.00	0.14	0.00	0.12	0.00	2.00	0.00	1.44
16.00	4.66	0.00	0.00	0.09	0.00	1.16	2.80	0.00	0.15	2.06	1.11	0.00	0.00	0.11	2.33	0.02
17.00	4.65	0.00	0.00	1.28	0.00	0.65	0.17	0.85	0.29	1.04	0.00	1.85	0.00	0.03	1.96	1.88
18.00	4.66	0.00	0.00	0.22	0.00	0.00	0.08	0.15	1.50	0.80	0.00	1.36	0.00	0.16	1.18	1.51
19.00	4.65	0.00	0.00	0.34	0.00	3.83	0.37	1.40	0.01	0.00	0.00	1.53	0.00	0.00	0.00	0.32
20.00	4.65	0.00	0.00	0.57	0.00	2.51	2.48	0.91	0.00	2.10	0.00	0.63	0.00	0.06	0.00	0.62
21.00	4.66	0.01	0.00	0.29	0.00	0.23	0.13	2.00	0.03	0.06	1.43	0.05	0.01	0.02	0.41	1.26
22.00	4.65	0.00	0.00	1.47	0.00	0.03	0.74	0.00	0.02	2.71	0.00	0.90	0.00	0.67	0.21	0.69
23.00	4.66	1.22	0.00	0.00	0.00	3.82	0.89	0.94	0.21	0.12	0.00	1.50	0.00	0.00	0.00	1.51
24.00	4.65	0.00	0.00	0.70	0.00	1.21	1.26	1.44	0.09	0.59	0.00	2.41	0.00	2.91	0.00	1.51
25.00	4.65	0.00	0.00	0.04	1.66	0.07	0.00	0.00	1.23	1.47	0.00	0.30	0.00	0.35	0.00	0.10
26.00	4.66	0.00	0.00	1.01	0.00	0.30	0.00	0.00	0.01	0.83	0.00	0.49	0.00	0.02	0.00	1.74
27.00	4.65	0.00	0.00	2.99	0.00	0.00	0.00	2.00	0.74	1.90	0.00	1.59	0.00	0.63	0.00	1.49
28.00	4.66	0.00	0.00	0.17	0.00	2.85	0.17	0.58	0.17	1.27	1.05	2.22	0.00	0.00	0.00	1.22
29.00	4.65	0.00	0.00	0.00	0.00	0.00	1.35	1.08	1.76	0.00	0.06	0.87	0.00	0.54	0.01	1.26
30.00	4.66	0.00	0.00	0.48	0.00	0.00	3.62	1.38	0.00	0.32	0.00	0.00	0.00	0.00	0.00	0.15
31.00	4.65	0.00	0.00	0.17	0.00	0.00	2.59	0.47	0.00	1.08	0.01	3.34	0.00	0.39	1.92	1.27
32.00	4.65	0.00	0.00	0.00	0.00	0.51	0.00	0.00	0.00	0.51	0.47	2.40	0.00	0.87	1.78	1.51
33.00	4.66	0.00	0.00	0.00	0.00	3.29	4.01	0.00	0.00	0.99	0.24	2.40	0.00	0.00	0.00	1.49
34.00	4.65	0.00	0.00	0.83	0.00	2.35	1.96	0.00	0.00	0.49	0.16	1.68	0.00	0.00	0.31	1.51
35.00	4.66	0.00	0.00	0.08	0.00	0.29	0.51	0.48	0.00	1.75	0.00	0.07	0.00	0.00	0.00	1.49
36.00	4.65	0.00	0.00	0.15	0.00	1.76	0.03	0.04	0.51	1.30	1.88	0.59	0.00	1.37	0.69	1.50
37.00	4.65	0.00	0.00	0.91	0.00	1.35	0.63	2.63	0.00	1.08	2.21	0.98	0.00	0.04	0.19	1.50
38.00	4.66	0.00	0.00	0.04	0.00	2.44	0.16	1.25	0.51	0.00	0.68	0.60	0.00	0.00	0.00	1.51
39.00	4.65	0.00	0.00	0.70	0.00	0.76	0.48	0.11	0.01	3.73	0.15	0.83	0.00	0.81	0.18	0.30
40.00	4.66	0.00	0.00	0.00	0.00	0.51	0.15	2.45	0.00	2.69	2.48	0.66	0.00	0.04	1.41	1.12
41.00	4.65	0.00	0.00	1.11	0.00	0.93	0.07	0.00	0.01	0.15	0.02	0.00	0.00	0.00	1.93	0.00
42.00	4.66	0.00	0.02	1.65	0.00	0.00	0.00	0.64	1.52	0.04	0.31	1.55	0.00	0.28	1.47	2.40
43.00	4.65	0.00	0.00	0.00	0.00	0.18	0.00	2.29	1.03	0.03	0.83	0.02	0.00	2.54	0.00	0.20
44.00	4.65	0.00	0.12	0.06	0.00	0.48	0.00	1.18	0.37	0.00	0.51	2.91	0.00	1.05	1.25	0.51
45.00	4.66	0.00	0.00	0.90	0.00	0.00	0.00	1.30	0.00	0.18	0.00	2.40	0.00	0.71	2.93	0.00
46.00	4.65	0.00	0.00	0.37	0.00	3.32	0.00	1.83	0.54	0.87	1.24	1.46	0.00	0.00	1.12	0.04
