Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.797s)
CreateVariables () DONE !!!
Creating 22 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21
2.00	3.59	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00
3.00	3.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.00	0.04	0.00	0.00	0.00	0.04	0.00	0.06	0.00	0.00
4.00	3.60	0.00	0.00	0.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.53	0.00	0.00	0.62	0.00	0.00	0.00	0.00
5.00	3.60	0.00	1.24	2.06	0.00	0.01	0.00	0.00	3.02	0.00	0.00	0.04	0.00	0.00	1.89	0.45	0.01	0.00	0.00	0.00	1.70	0.12
6.00	3.59	0.54	1.80	1.39	1.71	0.10	0.00	0.00	1.18	0.00	0.00	0.29	0.00	0.00	0.92	0.47	0.12	0.34	0.00	0.00	0.75	1.75
7.00	3.60	0.00	1.23	0.21	0.00	0.00	0.00	0.00	0.27	0.00	0.00	1.15	0.00	0.00	0.75	0.49	0.94	2.55	0.00	0.00	1.50	1.04
8.00	3.60	0.00	0.09	1.94	0.38	0.00	0.00	0.00	1.17	0.00	0.00	0.00	0.00	0.26	0.51	0.00	0.19	1.88	0.00	0.14	1.33	1.05
9.00	3.60	0.00	2.01	0.21	0.15	0.00	0.00	0.00	0.43	0.00	0.00	1.02	0.32	2.84	0.00	2.36	1.02	0.37	0.00	0.00	1.22	1.05
10.00	3.59	0.00	1.62	1.27	0.48	0.76	0.01	0.00	0.06	0.00	0.60	0.38	0.18	0.00	0.39	0.67	2.03	0.90	0.00	2.33	1.20	1.04
11.00	3.60	0.00	0.15	3.15	0.10	0.00	0.24	0.00	0.00	0.00	0.41	0.16	0.00	3.21	0.81	0.67	1.96	0.67	0.00	0.04	1.19	1.05
12.00	3.60	0.00	0.92	1.63	0.03	0.12	0.28	0.00	0.30	0.00	0.53	0.45	0.02	0.85	0.12	0.09	0.75	0.29	0.00	2.11	1.20	0.36
13.00	3.60	0.00	0.22	0.45	0.45	0.81	0.00	0.00	0.92	0.00	0.15	1.23	1.05	1.43	1.65	0.00	0.00	1.00	0.00	1.47	1.10	1.71
14.00	3.60	0.04	0.84	0.14	0.00	0.00	0.00	0.11	0.24	0.93	1.42	2.42	0.92	0.18	0.00	0.01	0.52	0.39	0.00	0.53	0.00	1.05
15.00	3.59	0.00	0.12	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.96	0.24	0.00	1.20	0.10	0.47	1.16	0.00	1.98	1.63	0.97
16.00	3.60	0.00	0.00	0.08	0.53	0.00	0.00	0.00	1.43	0.09	1.44	0.08	1.63	0.20	1.19	0.00	0.00	0.64	0.00	1.93	0.14	0.48
17.00	3.60	0.92	0.13	0.00	0.00	0.00	0.00	0.00	1.10	0.18	0.00	2.45	0.12	0.95	0.72	0.00	0.69	0.09	0.00	0.94	1.15	1.27
18.00	3.60	0.00	0.70	0.08	1.24	0.00	0.00	0.00	0.00	0.00	3.07	0.04	1.27	0.33	0.13	1.14	0.16	0.00	0.00	0.29	1.03	1.04
19.00	3.59	0.00	0.00	4.12	0.38	0.00	0.00	0.71	0.00	0.00	0.12	0.47	2.26	1.05	0.00	0.06	0.41	0.45	0.00	1.24	1.37	1.05
20.00	3.60	0.00	0.00	3.15	0.05	0.00	0.00	0.00	0.00	0.00	2.01	0.00	2.15	0.00	0.69	0.21	0.15	0.00	0.00	0.32	1.05	1.05
21.00	3.60	0.00	0.00	1.69	0.20	0.00	0.00	0.00	0.00	0.00	1.14	2.62	0.04	0.00	1.48	0.52	1.88	0.37	0.00	0.04	1.14	0.56
22.00	3.60	0.00	0.27	0.31	0.00	0.00	0.00	0.00	0.00	0.00	0.63	0.38	1.20	0.00	0.10	0.00	0.72	2.87	0.00	0.00	1.40	1.04
23.00	3.60	0.00	2.15	0.00	1.10	0.00	0.00	0.00	0.00	0.00	0.33	0.00	0.10	0.16	0.00	0.00	0.69	1.95	0.00	2.40	0.89	0.19
24.00	3.59	0.00	0.03	0.20	0.00	0.00	0.00	0.00	0.34	0.10	1.89	1.13	0.00	0.69	0.09	1.43	0.00	0.67	0.00	0.57	0.29	0.04
25.00	3.60	0.00	2.40	0.32	1.26	0.00	0.00	0.00	0.22	0.30	0.32	0.06	1.77	0.00	0.00	0.06	1.30	0.79	0.00	1.86	0.00	0.00
26.00	3.60	0.00	0.00	0.00	0.33	0.00	0.00	0.00	1.09	0.50	0.12	0.15	0.00	0.00	1.19	1.26	1.95	0.00	0.00	0.00	0.39	0.32
27.00	3.60	0.00	0.41	0.48	0.00	0.00	0.40	0.00	0.13	0.00	1.44	0.00	0.31	1.09	0.00	1.42	0.60	0.72	0.00	0.40	0.86	1.10
28.00	3.59	0.00	0.00	0.51	2.13	0.00	0.00	0.00	0.04	0.00	0.01	0.07	0.74	0.46	0.13	0.04	0.91	0.12	0.00	1.01	1.58	1.22
29.00	3.60	0.00	0.00	0.84	1.34	0.00	0.25	0.00	0.08	0.00	0.00	0.16	0.00	0.00	0.00	0.51	0.76	0.07	0.00	0.00	1.20	1.04
30.00	3.60	0.00	0.33	3.36	0.02	0.00	0.00	0.00	0.07	0.00	0.00	0.56	0.00	0.09	1.60	0.51	1.26	0.44	0.00	0.13	0.94	0.90
31.00	3.60	0.00	2.35	0.50	0.51	0.00	0.00	0.00	0.26	0.00	0.06	0.00	0.17	0.00	1.98	0.00	0.75	0.65	0.00	0.00	0.00	1.05
32.00	3.59	0.00	1.58	0.50	0.00	0.00	0.02	0.00	3.51	0.00	2.45	0.81	0.56	0.51	0.03	0.00	0.11	0.00	0.00	0.14	0.88	1.20
33.00	3.60	0.00	3.10	0.16	0.12	0.00	1.11	0.00	2.44	0.71	2.26	2.31	0.24	0.00	0.12	0.29	0.00	0.09	0.00	0.90	0.61	0.98
34.00	3.60	0.81	0.00	0.87	2.06	0.00	0.00	0.00	1.79	0.00	0.00	0.00	2.68	0.00	0.47	0.00	0.00	0.21	0.00	0.04	1.52	0.51
35.00	3.60	0.00	0.24	0.00	0.58	0.00	0.00	0.48	0.93	0.00	0.03	0.14	0.92	1.03	1.91	0.16	0.00	1.72	0.00	0.00	1.20	0.04
36.00	3.60	0.15	0.00	3.35	0.00	0.00	0.00	0.00	3.45	0.00	0.26	0.07	0.44	0.00	0.87	0.40	0.00	0.00	0.00	0.13	1.01	0.41
37.00	3.59	0.00	0.00	1.14	0.00	0.00	0.00	0.12	0.94	0.00	1.60	0.80	0.00	0.26	1.73	0.48	0.00	0.41	0.00	0.20	1.22	1.38
38.00	3.60	0.00	0.00	0.76	0.00	0.00	0.00	0.63	0.00	0.00	2.40	0.00	0.08	0.65	1.17	0.00	0.00	0.01	0.00	1.08	1.19	1.09
39.00	3.60	0.15	0.00	0.51	0.46	0.00	0.00	0.00	2.03	0.00	0.71	2.44	0.33	0.00	0.00	0.44	0.00	0.62	0.00	0.00	0.61	0.42
40.00	3.60	0.37	0.00	1.08	0.24	0.00	1.34	1.74	0.35	0.28	0.00	0.00	0.90	0.00	0.00	0.34	0.00	1.24	0.00	0.00	0.00	0.00
41.00	3.59	0.00	0.00	0.00	0.06	0.00	0.00	0.00	2.36	0.00	0.75	0.14	0.97	0.01	1.90	0.89	0.93	1.19	0.00	0.00	0.06	0.00
42.00	3.60	0.00	0.00	3.15	1.39	0.00	0.00	0.27	0.06	0.00	0.08	0.00	0.03	0.12	0.02	0.24	0.00	0.27	0.00	1.61	1.23	0.00
43.00	3.60	0.00	0.00	0.90	3.15	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.75	0.75	0.03	0.00	0.00	0.00	0.00	0.33	1.62	0.00
44.00	3.60	0.00	0.00	0.52	1.34	0.00	0.00	0.11	0.26	0.00	0.01	0.86	2.12	1.02	0.32	0.77	0.00	0.00	0.00	0.53	1.19	0.19
45.00	3.60	0.00	0.00	1.39	1.42	0.00	0.00	0.00	1.60	0.00	0.03	0.09	1.06	0.00	0.00	0.00	0.00	0.00	0.00	0.09	0.14	0.00
46.00	3.59	0.00	0.00	0.73	1.32	0.00	0.00	0.00	0.70	0.00	0.00	0.00	0.12	0.00	0.11	0.00	0.00	1.62	0.00	0.75	1.35	0.68
