Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.797s)
CreateVariables () DONE !!!
Creating 17 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16
2.00	5.10	0.00	0.00	0.00	1.54	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.10	0.00	0.00	1.17
3.00	5.10	0.00	0.00	0.00	1.58	0.00	0.36	0.00	1.77	1.48	1.47	0.00	0.00	0.00	0.35	0.00	0.01
4.00	5.10	0.00	0.00	0.00	1.56	0.00	0.00	0.00	0.56	0.24	2.18	0.00	0.00	1.97	0.32	0.80	0.97
5.00	5.11	0.00	0.00	2.06	3.15	0.04	1.35	0.00	0.57	0.00	1.43	0.14	1.27	0.00	0.06	0.23	0.39
6.00	5.10	0.01	0.00	0.00	2.56	0.32	1.25	1.95	0.52	0.17	0.26	0.00	0.00	2.81	1.02	0.16	0.28
7.00	5.10	0.54	0.00	0.85	2.02	0.24	3.00	0.76	0.00	0.34	3.38	0.00	0.00	0.00	2.47	0.00	0.23
8.00	5.10	0.76	0.00	0.64	0.00	0.00	2.53	0.38	0.18	0.00	1.67	0.00	0.00	1.90	1.79	0.00	1.06
9.00	5.11	0.15	0.00	1.70	1.60	0.00	0.00	0.11	0.60	2.57	0.03	0.00	0.16	2.40	0.19	0.00	0.25
10.00	5.10	0.01	0.00	0.77	0.24	0.00	0.18	0.00	1.39	0.00	1.84	0.00	0.05	0.45	0.53	0.00	0.00
11.00	5.10	0.30	0.00	0.15	0.21	0.00	0.32	1.26	2.86	0.00	2.70	0.00	0.00	2.83	0.98	0.00	0.63
12.00	5.10	0.50	0.00	0.00	0.00	0.00	0.00	0.00	2.19	0.00	1.27	0.00	0.00	2.25	1.40	0.00	0.31
13.00	5.11	0.17	0.00	0.46	0.09	0.00	0.07	0.51	1.34	0.15	2.46	0.00	1.37	0.19	2.25	0.18	1.56
14.00	5.10	2.10	1.05	2.91	0.60	0.50	0.71	0.12	0.90	0.96	0.67	0.00	0.47	0.17	0.72	0.00	1.51
15.00	5.10	0.17	0.00	1.29	0.33	0.00	0.00	2.03	1.35	0.00	0.28	0.00	0.00	0.91	2.48	1.06	1.49
16.00	5.10	0.38	0.00	2.41	1.47	0.66	0.00	0.00	0.00	0.00	0.17	0.00	0.03	1.42	0.41	0.15	0.28
17.00	5.11	0.37	0.00	1.44	1.55	0.00	0.00	0.63	0.00	0.00	1.91	0.00	2.30	0.64	0.23	0.04	0.21
18.00	5.10	0.00	2.13	0.16	0.00	0.00	0.00	0.81	0.17	0.00	1.27	0.00	1.00	0.00	0.38	0.00	0.06
19.00	5.10	0.70	0.63	0.00	1.48	0.00	0.00	2.39	0.00	0.00	0.21	0.00	0.00	0.00	2.07	0.12	0.02
20.00	5.10	0.00	0.40	2.24	0.44	0.19	0.00	1.74	3.55	0.00	0.27	0.00	0.00	0.28	0.72	0.01	0.73
21.00	5.11	0.15	0.15	3.30	0.48	0.00	0.25	0.07	2.85	0.00	0.53	0.00	0.16	0.26	0.06	0.00	0.56
22.00	5.10	1.24	0.00	3.30	0.39	0.00	1.54	0.00	0.93	0.83	0.15	0.00	0.00	0.00	0.00	0.00	0.57
23.00	5.10	0.70	0.00	1.24	0.72	2.50	0.55	0.08	1.64	0.00	1.49	0.00	0.00	0.13	0.28	0.87	0.00
24.00	5.11	0.00	0.00	0.74	0.06	0.54	2.13	0.96	1.70	0.00	0.00	0.00	2.07	1.00	2.48	0.86	0.23
25.00	5.10	2.45	0.00	1.74	1.66	0.06	0.93	0.00	0.51	0.00	0.16	0.00	0.00	2.31	0.39	0.04	1.98
26.00	5.10	0.05	0.00	3.30	0.42	0.01	0.78	0.00	0.36	0.00	0.72	0.84	1.56	2.24	0.12	0.00	0.16
