Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.803s)
CreateVariables () DONE !!!
Creating 22 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21
2.00	4.49	3.59	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.63	0.00	0.00	0.08	0.00	0.00	0.00
3.00	4.49	3.60	0.34	0.00	0.00	0.00	1.16	0.00	0.23	2.68	0.00	0.35	0.00	1.34	0.00	0.34	0.00	0.00	0.09	0.35	0.00	1.22
4.00	4.51	3.60	0.27	0.00	0.00	0.04	2.85	0.00	0.09	2.40	0.00	0.42	0.00	1.80	0.00	0.42	0.00	0.00	0.23	0.22	0.00	0.17
5.00	4.49	3.60	0.60	0.00	0.00	0.00	0.28	0.06	0.14	0.13	0.00	1.04	0.04	0.93	0.06	0.00	0.06	0.60	0.46	0.84	1.76	0.77
6.00	4.51	3.59	0.00	0.00	0.00	0.00	1.81	0.99	0.37	0.81	0.00	1.86	2.56	1.09	1.06	1.59	0.00	0.06	1.17	0.59	0.00	1.65
7.00	4.49	3.60	0.72	0.00	0.00	0.00	1.33	1.08	0.00	1.09	0.00	2.26	0.53	0.89	0.00	0.64	0.00	0.00	0.00	0.00	2.25	0.00
8.00	4.51	3.60	0.00	0.00	0.00	0.00	0.39	0.00	0.04	1.83	0.30	1.66	2.06	0.37	0.76	1.70	0.00	0.25	0.43	1.11	1.64	0.68
9.00	4.49	3.60	0.00	0.47	1.18	0.00	0.00	1.55	0.52	0.36	0.50	1.55	2.22	0.00	0.47	2.09	0.00	0.27	0.24	0.00	1.31	0.14
10.00	4.51	3.59	2.24	1.35	0.00	0.00	0.94	0.16	0.00	0.00	0.00	2.27	1.85	0.00	0.15	0.67	0.00	0.06	2.02	0.00	0.03	1.30
11.00	4.49	3.60	0.09	0.24	0.22	0.83	1.54	0.21	0.00	0.01	0.01	1.39	0.09	0.39	1.65	2.06	0.00	0.00	1.47	0.01	0.32	0.65
12.00	4.51	3.60	0.04	0.56	0.73	0.00	1.29	0.65	2.35	0.00	0.02	0.35	2.77	0.24	0.06	0.88	0.22	0.00	0.00	2.23	0.44	0.54
13.00	4.49	3.60	0.15	2.09	0.13	0.20	0.14	0.11	1.49	0.01	0.00	0.00	2.26	0.24	0.64	0.58	0.84	0.07	0.00	1.17	1.62	0.87
14.00	4.51	3.60	1.09	0.04	1.24	0.45	1.77	0.21	0.62	0.65	0.96	0.51	0.54	0.86	0.00	2.35	0.51	0.11	0.00	1.78	0.00	0.06
15.00	4.49	3.59	1.27	0.00	0.90	2.15	0.57	0.31	0.00	0.00	0.00	0.15	0.28	2.10	0.02	0.00	0.70	0.18	0.20	0.00	0.16	0.15
16.00	4.50	3.60	0.65	0.12	0.00	1.27	0.71	0.15	0.00	2.17	2.01	1.62	1.51	1.03	0.08	0.15	0.18	0.00	0.00	0.03	0.07	0.30
17.00	4.50	3.60	0.39	1.15	0.57	0.00	0.00	0.00	0.00	0.82	0.01	2.03	2.53	0.00	0.16	0.00	0.64	0.00	0.00	0.00	0.18	1.17
