Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.711s)
CreateVariables () DONE !!!
Creating 10 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9
2.00	4.34	0.39	0.53	0.15	2.43	0.00	0.15	0.04	0.00	0.31
3.00	4.36	0.00	1.73	2.76	0.54	0.00	0.00	0.00	1.08	0.02
4.00	4.34	0.18	0.32	0.09	0.42	0.00	0.15	2.36	1.77	1.33
5.00	4.36	0.63	0.00	0.17	0.48	0.00	0.00	0.59	1.11	1.37
6.00	4.34	0.62	0.42	0.21	1.01	0.00	0.01	0.03	0.10	0.03
7.00	4.36	1.25	0.61	0.53	0.04	1.50	2.07	2.93	0.32	0.24
8.00	4.34	2.69	2.09	0.95	0.00	0.58	0.04	0.00	0.66	0.00
9.00	4.36	1.60	0.44	0.00	2.84	0.00	0.00	2.72	0.00	0.00
10.00	4.34	0.12	1.46	1.05	0.07	0.02	0.89	0.38	0.20	0.02
11.00	4.36	0.78	0.41	0.78	0.35	0.84	0.00	0.21	1.67	0.00
12.00	4.34	0.28	0.06	0.83	0.20	0.04	0.00	0.24	1.75	0.84
13.00	4.36	0.62	0.00	0.00	1.80	0.00	0.00	0.00	0.30	0.00
14.00	4.34	0.89	0.07	0.06	0.14	0.07	0.00	1.39	0.00	0.00
15.00	4.36	0.00	0.20	0.31	0.00	0.65	0.00	1.26	0.00	0.00
16.00	4.34	2.75	0.70	1.24	0.00	1.17	0.00	0.03	0.00	0.00
17.00	4.36	1.13	1.29	1.75	0.00	0.00	0.09	0.00	0.00	0.00
18.00	4.34	0.00	0.00	0.00	0.00	0.39	0.00	2.03	0.00	0.00
19.00	4.36	0.00	1.80	2.18	0.00	1.56	0.82	0.81	0.00	0.00
20.00	4.34	0.00	0.00	0.00	2.06	0.00	1.68	0.77	0.41	0.00
21.00	4.36	0.35	3.12	0.20	1.22	0.14	0.00	1.12	0.32	0.00
22.00	4.34	1.25	0.00	1.58	2.71	0.21	0.00	0.86	0.06	0.00
23.00	4.36	1.22	0.55	0.00	0.63	1.21	0.05	0.67	0.62	0.00
24.00	4.34	1.32	2.30	0.71	0.61	0.00	1.70	0.00	0.00	0.00
25.00	4.36	0.06	0.29	1.28	0.09	0.00	0.00	2.03	1.10	0.00
26.00	4.34	1.94	0.37	0.00	0.54	1.38	0.00	0.05	0.24	0.00
27.00	4.36	0.52	1.45	2.98	0.63	1.42	0.00	0.04	0.12	0.00
28.00	4.34	1.61	0.03	0.00	1.18	0.41	0.00	0.01	1.84	0.00
