Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.834s)
CreateVariables () DONE !!!
Creating 20 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19
2.00	0.94	0.92	3.59	0.00	0.23	0.54	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.00
3.00	0.13	0.15	3.60	0.35	0.21	0.69	0.06	0.00	0.00	2.20	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.89
4.00	0.45	0.11	3.60	0.23	3.53	0.54	0.00	0.00	0.00	0.09	0.00	2.93	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.45
5.00	0.00	1.53	3.60	2.57	0.46	0.00	0.00	0.69	0.00	0.54	0.00	2.40	0.30	0.00	0.06	0.91	0.96	0.00	0.00	0.45
6.00	4.61	3.75	3.59	0.29	0.28	0.63	0.53	0.14	0.67	0.00	0.03	0.74	0.16	0.27	2.29	0.41	1.48	0.70	0.91	0.19
7.00	3.90	3.75	3.60	3.15	0.42	1.45	0.00	0.00	0.00	0.42	0.00	0.38	1.06	0.00	0.79	2.70	0.88	0.00	0.00	0.72
8.00	3.89	3.75	3.60	0.21	0.21	0.71	0.66	0.53	0.00	0.56	0.00	0.71	1.31	0.00	0.61	2.10	0.45	0.00	0.00	0.44
9.00	3.90	3.74	3.60	0.00	1.11	1.20	1.11	0.00	0.30	0.00	0.00	2.85	0.00	0.00	0.26	0.68	2.54	0.00	0.00	0.45
10.00	3.90	3.75	3.59	0.00	0.78	0.37	0.00	0.39	0.69	0.56	1.16	2.40	0.00	0.00	0.54	1.82	1.21	0.00	0.00	0.45
11.00	3.89	3.75	3.60	0.67	0.00	0.00	0.64	0.97	0.00	0.00	0.27	0.79	0.52	0.00	0.83	2.10	2.57	0.00	0.00	0.45
12.00	3.90	3.74	3.60	0.00	0.56	2.68	0.45	0.12	2.26	0.19	1.65	0.00	0.00	0.00	0.00	2.11	0.74	0.00	0.00	0.45
13.00	3.90	3.75	3.60	0.00	0.35	3.45	0.00	0.23	0.00	0.00	0.31	0.22	0.20	0.00	0.67	2.10	0.00	0.00	0.17	0.45
