Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.696s)
CreateVariables () DONE !!!
Creating 10 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9
2.00	4.34	0.04	0.91	0.00	0.00	0.30	0.00	0.00	0.06	0.00
3.00	4.36	0.27	0.19	0.00	0.00	1.32	0.00	0.00	0.00	0.00
4.00	4.34	1.56	0.09	0.00	0.48	2.85	0.16	0.00	0.00	0.00
5.00	4.36	0.00	1.30	0.00	0.03	2.11	0.00	1.36	0.00	0.00
6.00	4.34	0.95	1.20	0.00	0.55	0.00	1.12	0.91	0.00	0.00
7.00	4.36	0.32	0.03	0.00	0.36	0.00	1.93	0.84	0.00	0.34
8.00	4.34	0.61	0.63	0.00	0.75	1.17	0.03	1.37	1.39	0.00
9.00	4.36	0.00	0.00	0.00	0.00	1.66	2.24	0.00	0.14	0.04
10.00	4.34	1.80	0.00	0.00	0.77	1.46	0.00	1.69	0.00	0.40
11.00	4.36	0.47	2.54	0.00	0.26	0.00	0.48	0.60	0.07	0.57
12.00	4.34	0.00	0.00	0.00	0.63	3.25	0.00	1.22	1.17	0.13
13.00	4.36	1.40	0.44	0.00	0.20	0.49	1.60	1.25	0.21	0.04
14.00	4.34	2.84	0.00	0.00	0.01	0.65	0.00	0.25	0.00	0.63
15.00	4.36	0.03	0.35	0.00	1.35	0.97	2.01	0.00	1.62	1.72
16.00	4.34	0.35	1.38	0.00	0.06	2.17	0.82	0.91	0.35	0.00
17.00	4.36	0.00	0.82	0.00	0.84	0.53	1.14	0.09	0.95	0.45
18.00	4.34	1.29	0.37	0.00	0.09	0.00	2.21	1.38	1.61	0.00
19.00	4.36	1.26	1.39	0.00	0.96	0.79	0.05	0.00	0.55	1.48
20.00	4.34	0.37	0.00	1.54	0.00	0.00	0.69	0.78	1.98	0.57
21.00	4.36	0.00	0.00	0.00	1.18	3.66	0.90	0.00	0.43	2.19
22.00	4.34	0.55	0.00	0.00	0.23	0.23	0.25	2.48	0.79	0.78
23.00	4.36	0.44	1.24	0.00	0.98	0.62	0.42	0.25	0.57	0.57
24.00	4.34	0.00	0.00	0.00	0.00	0.24	0.00	0.00	1.55	0.00
25.00	4.36	1.83	0.99	0.00	0.00	0.00	0.00	0.30	1.22	1.27
26.00	4.34	0.08	0.06	0.00	0.36	1.51	0.00	1.60	0.47	0.04
27.00	4.36	0.00	0.42	0.53	1.05	0.00	0.94	0.24	0.15	0.75
28.00	4.34	2.97	1.11	0.00	0.13	0.58	1.00	0.05	0.00	0.02
29.00	4.36	0.00	0.29	0.00	0.00	0.00	0.00	0.75	0.00	0.46
30.00	4.36	0.44	0.94	0.15	1.58	0.00	1.01	0.09	1.59	0.08
31.00	4.34	0.00	0.66	0.00	0.40	1.02	0.00	0.00	0.00	0.00
32.00	4.36	0.01	0.00	0.00	0.00	0.73	0.00	2.57	0.20	0.00
33.00	4.34	0.00	0.00	2.62	0.01	0.14	0.36	0.15	0.15	1.19
34.00	4.36	2.01	1.22	0.05	0.67	0.31	0.00	1.36	0.00	1.41
35.00	4.34	1.82	0.00	0.55	0.21	1.79	0.24	0.60	1.22	1.37
36.00	4.36	0.00	2.78	0.42	0.81	0.39	0.18	1.40	0.00	0.25
37.00	4.34	0.80	1.15	0.00	0.19	1.11	0.01	0.69	2.67	0.47
38.00	4.36	0.32	1.84	0.00	0.17	1.20	0.00	0.00	0.12	1.61
39.00	4.34	0.21	1.26	0.00	0.00	1.29	0.40	1.25	1.21	1.81
40.00	4.36	0.00	0.07	0.12	0.99	1.27	1.18	1.22	1.00	1.32
41.00	4.34	1.20	0.15	0.19	0.41	1.08	0.03	0.15	1.01	0.12
42.00	4.36	0.84	1.59	0.28	0.00	0.00	0.63	1.58	0.00	0.00
43.00	4.34	0.04	1.17	0.00	0.49	0.00	1.53	1.41	0.57	0.94
44.00	4.36	1.85	0.00	0.00	0.45	0.00	1.11	1.68	0.06	0.00
45.00	4.34	0.00	0.40	0.00	2.41	1.94	0.00	1.47	0.45	1.68
46.00	4.36	0.00	1.96	0.73	0.20	1.18	0.00	1.44	0.00	0.16
47.00	4.34	0.05	0.75	0.00	0.00	0.13	0.05	1.28	0.00	0.00
48.00	4.36	0.06	1.90	0.00	1.47	0.28	0.19	0.00	1.43	1.29
49.00	4.34	0.01	0.79	0.16	1.47	1.69	0.54	1.82	0.00	0.57
50.00	4.36	1.23	0.50	0.05	1.50	0.52	0.54	0.94	0.03	0.51
51.00	4.34	0.48	1.64	0.16	1.21	0.06	0.45	0.32	0.80	0.00
52.00	4.36	0.00	1.53	0.00	0.00	0.00	0.04	0.00	0.35	2.59
53.00	4.34	0.78	0.18	0.00	1.16	0.32	0.78	2.25	0.00	0.87
54.00	4.36	1.62	0.00	0.01	0.00	0.00	1.02	0.00	0.00	0.78
55.00	4.34	0.08	0.19	0.00	1.14	3.29	0.00	0.59	0.00	0.00
56.00	4.36	0.00	0.00	0.00	1.19	0.60	0.18	0.00	0.00	0.00
57.00	4.35	0.99	0.27	0.00	1.57	1.85	1.31	1.20	0.37	1.71
58.00	4.35	0.00	0.38	0.40	0.52	0.12	0.00	1.90	0.00	0.55
59.00	4.36	0.09	0.03	0.02	0.14	0.00	0.06	0.20	0.14	1.21
60.00	4.34	0.00	1.27	0.29	0.06	0.00	0.55	0.19	1.70	0.90
61.00	4.36	1.56	1.20	0.00	0.00	0.90	0.00	2.32	0.00	0.17
62.00	4.34	2.58	1.19	0.00	0.51	0.84	0.00	0.00	0.00	0.97
63.00	4.36	1.43	0.08	0.00	1.65	0.97	1.33	0.61	0.00	0.52
64.00	4.34	1.00	0.24	0.00	0.00	2.92	0.17	0.04	1.75	0.01
65.00	4.36	0.21	0.70	1.90	0.58	0.00	0.75	0.00	0.11	0.00
66.00	4.34	0.18	0.20	0.19	0.23	0.12	1.41	0.46	0.00	1.36
67.00	4.36	0.27	0.00	1.72	0.00	1.08	0.06	0.54	0.64	1.06
68.00	4.34	2.76	0.66	0.00	0.15	0.00	0.00	0.03	0.05	0.56
69.00	4.36	0.00	1.39	2.61	0.42	0.21	0.03	0.99	0.00	0.73
70.00	4.34	1.63	0.66	0.34	0.57	0.96	1.24	0.00	0.00	1.70
71.00	4.36	1.30	0.23	0.24	0.58	0.00	0.92	0.00	0.72	2.04
72.00	4.34	0.00	0.57	0.00	0.50	0.00	1.03	2.30	0.00	0.00
73.00	4.36	0.92	0.00	0.07	0.42	2.46	0.42	0.12	0.06	0.61
74.00	4.34	0.06	2.12	0.08	0.00	0.00	0.36	0.42	1.26	1.22
75.00	4.36	0.00	0.00	0.17	3.26	0.83	0.00	1.68	0.25	1.78
76.00	4.34	1.37	0.17	0.00	0.06	2.13	0.06	1.23	0.07	0.12
77.00	4.36	0.23	1.34	0.00	0.36	1.24	0.55	0.00	2.06	0.25
78.00	4.34	0.00	3.26	0.40	0.33	0.90	0.39	0.30	2.28	0.90
79.00	4.36	1.74	1.52	0.00	0.02	0.25	0.00	1.71	0.18	0.00
80.00	4.34	0.25	0.09	1.14	0.00	2.84	0.00	0.00	1.97	0.00
81.00	4.36	1.38	0.00	0.00	0.00	0.39	0.68	0.31	1.34	1.22
82.00	4.34	0.07	1.43	0.01	0.67	0.03	0.99	1.28	0.98	1.22
83.00	4.36	1.01	1.09	0.18	1.01	0.00	0.15	0.18	0.72	0.00
84.00	4.34	1.88	1.33	0.14	0.00	0.66	0.49	1.02	0.00	0.00
85.00	4.36	0.24	0.20	0.37	2.16	0.67	1.63	1.74	1.76	0.69
86.00	4.36	0.40	0.82	0.06	0.04	0.06	0.00	2.26	0.45	0.55
87.00	4.34	1.26	1.60	0.00	1.05	0.00	0.00	0.00	0.00	0.00
88.00	4.36	0.00	1.45	0.00	0.23	0.53	0.01	0.62	0.00	0.03
89.00	4.34	0.20	0.41	0.07	0.09	0.00	0.79	1.01	2.26	0.32
90.00	4.36	0.81	1.26	1.58	1.23	0.00	0.00	0.14	0.09	0.43
91.00	4.34	2.75	0.06	0.42	0.00	1.53	0.22	1.38	0.97	0.00
92.00	4.36	0.00	0.00	0.00	0.01	0.00	1.09	0.00	0.44	2.48
93.00	4.34	1.68	0.00	0.00	0.00	0.09	0.27	0.00	0.19	0.00
94.00	4.36	1.35	0.67	0.87	0.22	0.16	0.00	2.35	0.00	2.23
95.00	4.34	0.60	0.06	0.00	0.03	2.18	0.28	0.80	0.00	0.00
96.00	4.36	1.82	1.53	0.00	0.98	0.00	0.00	1.90	0.00	0.72
97.00	4.34	1.33	0.75	0.07	1.21	2.28	0.00	0.49	0.00	0.51
98.00	4.36	1.62	0.06	0.42	0.26	0.64	0.00	1.91	0.00	0.04
99.00	4.34	0.06	0.00	0.04	0.01	0.21	0.00	1.24	0.00	0.00
100.00	4.36	0.00	0.00	0.00	0.63	0.93	0.00	0.27	0.00	0.00
101.00	4.34	1.73	0.00	0.00	1.64	0.17	0.00	2.06	1.14	0.00
102.00	4.36	0.32	0.01	0.11	0.13	0.15	1.67	0.53	1.63	2.24
103.00	4.34	0.22	2.22	0.00	0.00	0.08	1.05	2.50	0.00	0.97
104.00	4.36	0.15	0.67	1.48	1.02	0.16	0.33	0.22	0.35	0.66
105.00	4.34	2.54	0.00	0.00	0.16	0.47	0.00	1.41	0.31	0.89
106.00	4.36	0.33	0.69	0.05	0.00	0.14	0.00	0.04	1.81	1.08
107.00	4.34	0.01	0.00	0.20	1.70	0.00	0.61	1.03	0.00	0.27
108.00	4.36	0.10	1.66	0.12	0.00	2.30	1.38	1.27	0.00	0.00
109.00	4.34	2.62	0.14	0.00	0.68	0.15	0.00	0.74	0.00	1.63
110.00	4.36	0.04	0.00	0.24	1.43	0.30	0.20	1.19	2.13	0.06
111.00	4.34	4.39	0.00	0.23	0.06	0.00	0.18	0.00	0.00	0.00
112.00	4.36	3.32	0.00	0.16	0.79	0.00	0.87	0.00	0.03	0.25
113.00	4.35	2.46	0.00	0.18	0.00	1.34	0.00	0.00	1.16	0.13
114.00	4.35	0.06	1.38	0.01	1.05	0.22	0.00	0.87	0.09	1.33
115.00	4.36	0.67	0.42	0.09	1.21	1.67	0.00	0.00	0.00	0.72
116.00	4.34	0.00	0.05	0.00	0.05	0.00	0.29	0.44	0.06	1.87
117.00	4.36	1.61	1.54	0.00	0.91	1.68	0.62	0.47	0.77	0.81
