Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.776s)
CreateVariables () DONE !!!
Creating 20 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19
2.00	3.89	3.74	0.00	0.00	0.00	0.10	0.76	0.00	0.00	0.00	0.10	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00
3.00	3.90	3.75	0.00	0.63	0.00	1.17	0.00	0.00	0.00	2.09	0.37	0.00	0.00	0.00	0.82	0.00	0.30	0.14	0.00	0.00
4.00	3.90	3.75	0.00	4.25	0.00	1.04	2.71	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.06	0.00	0.09	0.30	0.00	0.37
5.00	3.90	3.74	0.15	0.98	0.00	0.20	0.08	0.00	0.06	0.74	0.00	0.53	0.15	0.04	2.56	2.24	0.94	0.00	0.01	0.03
6.00	3.90	3.75	1.21	2.19	0.71	0.27	0.84	0.00	0.00	0.27	0.11	0.35	0.18	0.07	2.10	2.11	0.00	0.00	0.00	0.58
7.00	3.90	3.75	0.11	1.01	0.00	0.00	1.68	0.00	0.00	0.62	0.00	0.00	0.12	0.74	2.10	2.10	0.44	0.00	0.00	0.00
8.00	3.89	3.75	2.01	0.06	3.16	0.74	0.00	0.01	0.00	0.00	0.92	0.00	1.17	0.35	0.53	2.10	0.00	0.00	0.00	0.75
9.00	3.90	3.74	0.40	0.07	0.00	0.38	0.00	1.30	0.00	0.00	2.85	0.00	2.40	0.98	0.54	2.11	0.00	0.00	0.00	0.66
10.00	3.90	3.75	0.10	0.39	0.05	2.47	0.00	0.00	0.00	0.16	2.01	0.00	0.58	0.44	1.18	0.57	0.93	0.00	0.00	0.54
11.00	3.89	3.75	0.70	0.35	1.28	3.45	0.00	0.04	0.00	0.07	1.46	0.00	2.24	0.71	0.02	2.05	0.00	0.00	0.00	0.42
12.00	3.90	3.74	0.52	1.21	0.18	0.01	0.00	0.85	0.04	0.00	0.88	0.00	1.19	0.56	2.83	1.96	0.00	1.17	0.00	0.00
13.00	3.90	3.75	0.00	0.00	0.47	0.61	0.00	0.19	0.00	0.00	1.57	0.60	0.14	0.00	1.07	0.18	0.00	0.00	0.00	1.21
14.00	3.89	3.75	0.96	1.63	0.00	0.18	0.00	0.00	0.00	0.36	0.16	0.94	0.00	0.68	0.00	0.53	0.45	0.00	0.07	0.26
15.00	3.90	3.75	0.00	1.17	0.00	0.36	0.00	0.00	0.00	1.40	0.00	0.00	0.00	0.00	0.00	1.27	0.00	0.00	0.00	0.00
16.00	3.90	3.74	0.09	1.22	0.00	0.16	0.00	0.00	0.00	0.61	0.00	0.36	0.00	0.00	0.00	2.11	1.61	0.00	0.00	0.00
17.00	3.89	3.75	0.00	0.00	3.82	0.00	0.00	0.00	0.00	0.42	1.24	0.03	0.00	0.00	0.00	2.10	0.67	0.00	0.00	0.00
18.00	3.90	3.75	0.00	0.00	1.05	0.00	0.00	0.00	0.00	0.18	2.55	0.12	0.07	0.00	0.00	2.10	0.00	0.00	0.00	0.98
19.00	3.90	3.75	0.00	0.89	0.51	0.00	0.00	1.21	0.00	1.74	2.55	1.11	0.13	0.00	0.00	2.11	1.36	0.00	0.00	0.13
