Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.475s)
CreateVariables () DONE !!!
Creating 25 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22	ap-23	ap-24
2.00	3.59	3.59	3.44	0.00	0.00	0.00	0.68	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	3.60	3.60	3.45	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4.00	3.60	3.60	3.45	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.10
5.00	3.60	3.60	3.45	0.00	0.00	0.00	0.00	0.00	0.00	1.70	0.00	0.00	0.00	1.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.17
6.00	3.59	3.59	3.45	0.00	0.00	0.00	0.00	0.00	0.80	0.00	0.01	0.00	0.00	2.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.15	0.00	0.00
7.00	3.60	3.60	3.44	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.99	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	1.71
8.00	3.60	3.60	3.45	0.00	0.00	0.00	0.00	0.00	0.62	1.10	2.40	0.00	0.00	2.50	0.00	0.00	0.00	0.00	0.00	0.00	1.04	0.00	0.98	0.00	0.75
9.00	3.60	3.60	3.45	0.00	0.00	0.00	2.59	0.00	0.06	2.40	0.34	0.00	0.00	1.95	0.00	0.00	0.00	0.00	0.00	0.00	0.88	0.00	0.00	0.00	0.74
10.00	3.59	3.59	3.45	0.00	0.00	0.00	2.86	0.00	0.00	2.15	2.62	0.00	0.00	1.95	0.00	0.00	0.00	0.00	0.00	0.00	0.86	0.00	0.45	0.00	0.75
11.00	3.60	3.60	3.45	0.00	0.00	1.34	0.01	0.00	0.00	0.00	2.40	0.00	0.00	0.73	0.00	2.97	0.00	0.00	0.00	0.00	1.20	0.00	1.92	0.50	0.75
12.00	3.60	3.60	3.45	0.00	0.00	0.00	1.09	0.27	1.14	0.35	1.96	0.00	1.24	0.00	0.00	1.63	0.00	0.00	0.00	0.00	0.00	0.00	1.22	0.04	0.74
13.00	3.60	3.60	3.44	0.00	0.00	0.00	0.00	0.68	0.00	0.86	0.61	0.00	0.00	0.00	0.00	0.48	0.00	0.00	0.00	0.00	0.07	0.00	0.06	0.00	0.75
14.00	3.60	3.60	3.45	0.00	0.00	0.17	0.13	1.62	2.00	0.59	0.90	0.00	2.70	1.86	0.00	0.00	0.00	0.00	0.00	0.00	0.98	0.00	0.18	2.23	0.75
