Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.787s)
CreateVariables () DONE !!!
Creating 25 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22	ap-23	ap-24
2.00	9.15	6.57	5.44	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	9.15	6.58	5.44	0.11	0.00	0.00	0.00	0.00	0.10	0.00	0.00	0.00	0.23	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.00	0.00
4.00	9.15	6.58	5.44	1.49	0.00	0.00	0.00	0.00	0.00	1.23	0.00	0.01	0.16	0.00	0.00	0.00	0.00	0.00	0.00	0.70	0.00	0.00	0.39	0.06	0.00
5.00	9.15	6.58	5.44	0.59	0.00	0.00	0.00	0.00	0.00	0.99	0.00	0.02	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.09	0.00	0.00	0.22	0.22	0.00
6.00	9.16	6.58	5.44	3.46	0.00	0.85	0.00	0.00	1.02	0.66	0.00	0.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
7.00	9.15	6.58	5.44	2.87	0.00	0.45	0.00	0.00	2.02	0.94	0.00	1.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
8.00	9.15	6.58	5.44	2.76	0.00	0.39	0.00	0.00	3.23	1.89	0.00	1.48	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
9.00	9.15	6.58	5.44	0.00	0.00	2.44	0.00	0.00	3.69	0.94	0.00	1.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.88
10.00	9.15	6.58	5.44	0.00	0.00	1.89	0.00	0.00	2.22	3.41	0.00	1.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.30
11.00	9.16	6.58	5.44	0.04	0.00	0.00	0.00	0.39	0.62	1.35	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.73
12.00	9.15	6.58	5.44	0.27	0.00	0.18	0.00	1.09	2.33	2.00	0.00	1.19	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.94	0.00	0.00	0.00	0.00	0.61
13.00	9.15	6.58	5.44	0.32	0.00	0.53	0.00	0.54	1.42	1.44	0.00	0.44	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.00	0.00	0.00	0.00	1.20
