Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.867s)
CreateVariables () DONE !!!
Creating 20 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19
2.00	4.49	0.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.04	0.00
3.00	4.49	2.39	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.63	0.00	0.23	0.00	2.38	1.27	0.58	0.00	0.00	0.00
4.00	4.51	3.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.45	0.00	0.32	0.00	0.00	1.95	0.86	0.00	2.09	0.00
5.00	4.49	3.74	0.27	0.04	0.36	0.00	0.00	2.49	0.53	0.44	0.10	0.01	0.51	0.16	0.94	1.96	0.01	1.42	0.05	0.15
6.00	4.51	3.75	1.97	0.18	0.27	2.84	0.50	2.35	0.06	1.28	0.89	0.18	0.00	0.16	0.00	1.95	0.67	0.06	0.77	1.10
7.00	4.49	3.75	3.85	0.30	0.15	0.05	0.00	1.29	0.07	0.29	0.19	0.81	0.23	0.23	1.62	1.95	0.18	0.55	0.81	0.00
8.00	4.51	3.75	3.01	0.40	0.19	1.18	0.23	2.70	0.00	2.70	0.00	0.00	0.00	0.50	0.34	1.96	0.27	0.00	0.00	0.20
9.00	4.49	3.74	0.00	0.81	0.45	0.17	0.00	2.70	0.00	2.55	1.48	0.12	0.00	0.00	0.00	1.72	0.42	0.00	0.38	0.46
10.00	4.51	3.75	3.49	0.06	0.12	0.69	0.04	0.20	0.00	2.56	0.00	0.07	0.19	0.00	0.19	0.36	0.00	0.00	0.00	0.46
11.00	4.49	3.75	3.06	0.06	0.00	0.03	1.50	1.02	0.00	2.10	1.35	0.24	0.31	0.27	0.86	2.37	0.41	0.57	0.00	0.06
12.00	4.51	3.74	0.00	1.25	0.00	0.00	1.49	0.43	0.00	0.00	1.01	0.00	0.00	0.01	0.31	1.62	0.31	0.03	1.21	0.00
13.00	4.49	3.75	2.57	0.00	0.00	0.00	0.00	1.20	0.00	2.59	1.40	0.16	0.07	0.12	0.10	0.06	0.93	0.93	0.57	1.67
14.00	4.51	3.75	1.16	0.00	4.03	0.35	0.29	0.10	0.42	0.77	2.55	0.92	0.16	0.30	0.00	0.54	0.00	0.00	0.00	1.41
15.00	4.49	3.75	0.09	0.04	2.63	0.00	0.00	0.00	0.00	0.00	0.28	0.37	0.36	0.00	0.00	2.26	0.91	0.00	1.90	0.12
16.00	4.50	3.74	0.71	2.66	1.29	0.00	0.00	0.00	0.00	1.38	0.00	1.00	0.00	1.27	0.00	1.95	0.00	0.00	0.33	0.00
17.00	4.50	3.75	0.31	1.39	0.00	0.08	0.00	0.00	0.00	0.27	0.00	0.00	0.37	2.23	0.00	1.95	0.47	0.00	0.00	0.00
18.00	4.49	3.75	0.00	1.01	0.00	0.30	0.00	0.68	0.00	0.51	0.00	0.32	1.70	1.57	0.00	1.63	0.66	0.00	0.09	1.20
19.00	4.51	3.75	0.56	0.00	3.26	0.41	0.00	0.00	0.00	0.00	1.25	1.20	0.00	1.31	0.00	0.00	0.08	0.00	2.06	0.00
20.00	4.49	3.75	1.96	0.37	0.29	1.63	0.00	0.84	0.00	2.10	1.41	0.00	0.13	0.20	0.89	0.37	0.00	0.00	0.71	0.46
21.00	4.51	3.75	1.40	0.09	0.22	2.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.17	0.00	2.55	0.07	0.00	0.10	0.43
22.00	4.49	3.75	0.06	0.45	1.77	0.00	0.00	0.06	0.00	0.19	3.02	2.20	1.62	0.00	1.30	1.28	0.08	0.00	0.49	0.95
