Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (5.216s)
CreateVariables () DONE !!!
Creating 13 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12
2.00	0.22	6.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	7.92	6.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.76	0.00	0.01	0.00
4.00	7.15	6.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.58	0.00	1.58	0.00
5.00	7.15	6.86	0.00	0.00	0.00	2.77	0.00	0.00	0.00	4.58	0.00	0.00	0.00
6.00	7.15	6.87	0.44	0.00	0.00	3.60	0.00	0.00	0.00	4.21	0.00	0.00	0.00
7.00	7.15	6.86	5.65	0.00	0.00	0.09	0.00	0.00	0.00	3.80	0.00	0.00	0.00
8.00	7.15	6.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.91	0.00	0.00	0.00
9.00	7.15	6.87	5.68	0.00	0.00	1.23	0.00	0.00	0.00	4.57	0.00	0.00	0.00
10.00	7.14	6.86	5.19	0.00	0.00	1.41	0.00	0.00	0.00	4.58	0.00	0.00	0.00
11.00	7.15	6.87	0.34	1.69	0.00	1.23	0.00	0.00	0.00	2.81	0.64	0.00	0.00
12.00	7.15	6.86	0.00	1.49	0.00	2.03	0.00	0.00	0.00	4.15	0.90	0.00	0.00
13.00	7.15	6.86	0.00	2.25	0.00	0.94	0.00	0.00	0.00	3.98	1.21	0.00	0.00
14.00	7.15	6.87	0.00	1.72	0.00	2.14	0.00	0.00	0.67	4.36	0.02	0.00	0.00
15.00	7.15	6.86	0.00	4.11	0.00	1.22	0.00	0.00	3.38	2.64	0.00	0.00	0.00
16.00	7.15	6.87	0.00	5.02	0.00	0.04	0.00	0.00	2.54	4.11	0.00	0.00	0.00
17.00	7.15	6.86	0.00	4.65	0.00	0.02	0.00	0.00	2.72	4.46	0.00	0.00	0.00
18.00	7.15	6.87	0.00	2.48	0.00	2.24	0.00	0.00	0.68	5.26	0.00	0.00	0.00
19.00	7.14	6.86	0.00	5.38	0.00	1.31	0.00	0.00	0.98	3.97	0.00	0.00	0.00
20.00	7.15	6.86	0.00	4.42	0.00	1.01	0.00	0.00	1.62	4.76	0.00	0.00	0.00
21.00	7.15	6.87	0.00	2.03	0.00	1.64	0.00	0.00	1.98	4.65	0.00	0.00	0.00
22.00	7.15	6.86	0.00	3.37	0.00	0.16	0.00	0.00	3.54	1.35	0.00	0.00	0.00
23.00	7.15	6.87	0.00	2.31	0.00	0.49	0.00	0.00	3.13	2.21	0.00	0.00	0.00
24.00	7.15	6.86	0.00	0.00	0.00	2.10	0.00	0.00	3.68	4.33	0.00	0.00	0.00
