Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.922s)
CreateVariables () DONE !!!
Creating 17 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16
2.00	0.54	3.59	0.48	0.10	0.42	0.00	0.00	0.00	0.00	0.30	0.00	0.00	0.34	0.33	0.00	0.53	0.00
3.00	4.33	3.60	0.84	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.65	0.77	2.97	1.96	1.40	0.00
4.00	4.81	3.60	3.11	0.00	0.60	0.00	0.00	0.00	0.00	0.00	0.00	2.40	0.00	2.40	1.95	0.88	0.00
5.00	4.80	3.60	0.12	2.76	1.02	3.95	0.15	0.00	0.04	0.00	0.00	2.34	1.16	0.38	0.10	1.61	0.04
6.00	4.80	3.59	3.76	0.69	0.00	3.34	0.00	3.26	0.00	0.00	0.00	0.34	2.27	0.00	0.95	0.00	0.00
7.00	4.81	3.60	2.40	0.44	0.00	3.15	2.44	2.16	0.00	0.00	0.00	0.27	2.41	0.17	0.04	0.06	0.00
8.00	4.80	3.60	1.92	0.42	0.30	3.15	2.86	0.01	0.00	0.00	0.00	0.38	2.26	0.00	0.00	0.67	0.00
9.00	4.80	3.60	0.45	1.56	0.00	3.15	0.03	0.77	0.00	1.20	0.00	0.00	0.00	0.00	0.00	0.78	0.00
10.00	4.81	3.59	0.00	3.30	0.00	3.15	3.74	0.04	0.00	0.00	0.00	1.05	0.00	0.19	0.39	1.45	0.00
11.00	4.80	3.60	0.00	2.77	0.99	1.68	3.00	0.07	0.00	0.00	0.32	0.57	0.17	0.00	0.70	1.95	0.00
