Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.790s)
CreateVariables () DONE !!!
Creating 11 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10
2.00	3.74	0.00	0.10	0.68	0.06	0.00	0.00	0.45	0.00	0.00	0.00
3.00	3.75	1.77	0.82	0.11	0.00	0.00	0.53	0.77	0.15	0.00	0.00
4.00	3.75	1.25	0.90	2.74	0.00	0.00	0.00	0.62	2.98	0.06	0.00
5.00	3.74	0.40	0.00	0.03	0.91	0.00	0.00	0.00	0.03	0.00	0.35
6.00	3.75	1.53	0.00	0.17	2.85	0.80	0.62	0.00	0.16	0.00	0.06
7.00	3.75	0.00	0.01	1.66	0.00	0.00	1.35	0.57	1.35	0.00	0.01
8.00	3.75	0.00	0.92	0.00	0.00	0.00	0.00	0.00	1.93	0.00	0.00
9.00	3.74	0.97	1.05	0.00	0.00	0.03	0.00	1.15	0.00	0.50	0.00
10.00	3.75	1.53	1.25	0.13	0.00	0.00	0.00	0.77	2.17	0.00	0.00
11.00	3.75	1.27	0.74	0.00	0.00	0.00	0.23	0.27	1.07	0.60	0.03
12.00	3.74	0.31	0.30	0.00	0.00	0.00	0.60	0.00	0.00	0.23	1.49
13.00	3.75	0.36	0.22	0.96	0.00	0.03	0.00	0.00	0.00	0.01	0.00
14.00	3.75	0.94	2.85	0.16	0.00	0.00	0.00	0.02	2.55	0.22	0.01
15.00	3.75	0.74	2.12	0.04	1.61	0.00	0.06	0.18	1.62	0.54	0.06
16.00	3.74	0.00	0.00	0.00	0.13	0.04	0.10	2.46	0.13	0.21	0.00
17.00	3.75	1.31	1.68	0.00	0.00	0.09	0.00	0.00	0.63	0.00	0.00
18.00	3.75	1.60	3.00	0.00	0.00	0.15	0.00	1.62	1.09	0.00	0.24
19.00	3.75	3.15	1.21	0.00	0.00	0.17	0.01	1.85	0.01	0.00	0.00
20.00	3.75	0.19	0.06	0.00	0.02	1.78	0.02	0.00	0.00	0.00	0.00
21.00	3.75	0.27	0.77	0.41	2.16	0.00	0.09	1.59	0.00	0.00	0.00
22.00	3.75	2.38	1.96	0.01	0.00	0.02	0.58	0.14	0.00	0.00	0.00
23.00	3.74	3.15	0.03	1.37	0.38	0.21	0.68	0.00	2.62	0.01	0.00
24.00	3.75	0.21	0.26	0.00	0.00	0.03	0.00	0.12	0.04	0.00	0.00
25.00	3.75	0.54	0.12	3.40	0.00	0.00	0.00	0.18	3.39	0.00	0.20
