Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.800s)
CreateVariables () DONE !!!
Creating 19 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18
2.00	4.34	3.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.21	0.00	0.00	0.61	0.00	0.00	0.00	0.06	1.04	0.04
3.00	4.36	3.90	0.66	0.00	0.06	0.00	0.00	0.06	0.00	0.00	0.00	0.00	2.32	0.00	0.00	0.58	1.26	1.05	0.00
4.00	4.34	3.90	0.83	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.53	0.00	0.57	0.20	1.34	1.04	1.26
5.00	4.36	3.90	0.00	3.67	0.00	0.00	0.00	0.00	3.65	0.20	0.01	0.00	0.89	0.06	0.44	0.00	0.21	1.05	0.89
6.00	4.34	3.90	1.25	2.62	1.57	0.00	0.61	0.00	2.86	0.62	0.42	0.00	0.27	1.72	0.04	0.10	0.20	1.05	0.90
7.00	4.36	3.90	1.76	0.05	0.34	0.00	0.05	0.00	2.85	0.72	0.45	0.28	2.16	0.32	0.00	0.00	0.67	1.04	0.58
8.00	4.34	3.89	0.94	0.00	0.69	0.00	0.00	0.03	2.84	0.11	0.36	0.48	0.49	0.36	0.07	0.00	0.00	1.05	0.14
9.00	4.36	3.90	2.33	1.42	0.59	0.00	0.51	0.00	0.07	0.00	0.29	0.45	0.66	2.15	2.39	0.00	0.23	0.02	0.29
10.00	4.34	3.90	0.00	0.14	0.00	0.00	0.37	0.00	0.21	0.00	0.13	2.95	0.64	0.86	0.65	2.50	0.27	0.04	0.26
11.00	4.36	3.89	1.35	0.00	2.77	0.00	0.84	0.00	0.05	0.00	0.00	0.71	0.00	0.09	0.36	1.49	0.00	0.17	0.76
12.00	4.34	3.90	0.42	0.93	0.72	0.00	0.04	0.00	1.00	0.00	0.18	0.00	0.00	1.41	0.00	1.26	1.10	1.11	0.06
13.00	4.36	3.90	0.00	0.75	0.09	0.00	1.38	1.09	0.00	1.61	0.00	0.78	1.05	2.10	0.39	0.00	0.00	0.02	0.45
14.00	4.34	3.89	0.64	0.00	2.90	0.00	0.89	0.00	0.63	0.00	0.00	0.00	0.00	0.63	0.00	0.22	1.82	0.29	0.00
15.00	4.36	3.90	1.42	0.00	2.61	0.00	0.07	0.55	0.09	0.00	0.11	0.03	0.00	0.21	0.00	0.31	0.43	1.76	0.56
16.00	4.34	3.90	4.17	0.00	0.09	0.00	0.00	0.00	0.00	0.00	0.08	0.23	0.00	1.25	0.82	0.21	0.00	1.05	0.30
17.00	4.36	3.89	0.00	2.33	1.86	0.00	1.30	0.99	0.15	0.00	0.00	0.13	0.00	2.10	0.00	0.00	0.00	0.24	0.19
18.00	4.34	3.90	0.08	1.50	1.49	0.00	0.00	0.00	0.26	0.00	0.00	0.67	0.30	1.20	2.16	0.07	1.21	1.64	1.81
19.00	4.36	3.90	0.91	0.84	0.00	0.00	0.15	0.00	1.27	0.00	0.00	0.00	0.24	0.00	1.95	0.30	1.34	1.05	0.90
20.00	4.34	3.89	0.00	0.00	0.00	0.00	0.00	0.47	0.00	0.00	0.00	0.00	2.19	0.32	1.04	0.46	1.36	1.04	0.90
21.00	4.36	3.90	1.06	0.37	0.00	0.00	0.00	0.00	0.40	0.00	0.00	0.00	0.00	1.20	0.00	0.00	0.47	0.38	0.31
22.00	4.34	3.90	0.69	0.40	0.00	0.00	0.00	0.00	1.32	0.00	0.00	0.00	2.77	0.06	0.00	0.04	0.67	0.00	1.24
23.00	4.36	3.89	0.00	0.32	0.00	0.02	0.00	0.20	0.00	0.00	0.00	0.00	0.73	0.86	0.43	1.68	0.00	0.03	0.29
24.00	4.34	3.90	0.00	2.95	0.00	0.00	0.00	0.00	2.51	0.00	0.00	0.00	1.92	0.00	0.58	1.27	0.00	0.46	0.00
25.00	4.36	3.90	0.17	0.00	2.83	0.00	0.00	0.00	3.39	0.00	0.00	0.06	0.00	0.32	0.00	1.73	1.41	0.04	1.31
26.00	4.34	3.89	0.21	1.92	3.30	0.00	0.00	0.00	2.85	0.00	0.00	0.24	0.00	0.04	0.51	1.51	0.12	0.00	0.01
27.00	4.36	3.90	0.33	0.00	1.46	0.00	0.00	0.48	1.99	0.00	0.00	0.18	0.39	0.00	1.23	0.68	0.00	1.10	0.00
28.00	4.34	3.90	3.52	0.00	0.63	0.00	0.00	0.00	0.19	0.31	0.00	0.03	1.54	0.76	1.32	0.00	0.00	0.51	0.00
29.00	4.36	3.89	3.75	0.00	0.27	0.09	0.00	0.00	1.32	0.69	0.00	0.35	0.56	0.00	0.00	0.14	1.86	0.70	1.54
30.00	4.36	3.90	1.06	0.00	0.00	0.00	0.00	0.00	2.33	0.03	0.00	0.09	2.00	1.25	0.01	0.46	0.10	0.35	0.29
31.00	4.34	3.90	2.68	0.00	0.47	0.00	0.00	0.00	1.48	2.43	0.00	0.00	0.03	2.78	0.00	0.18	0.84	0.38	0.00
32.00	4.36	3.89	3.40	0.00	0.23	1.26	0.00	0.00	2.85	0.00	0.00	0.00	1.08	1.03	0.00	0.53	0.22	0.39	0.47
33.00	4.34	3.90	0.00	0.00	0.89	0.00	0.00	0.00	1.31	0.00	0.22	0.61	2.62	2.16	0.00	1.28	0.00	0.04	0.00
34.00	4.36	3.90	2.16	0.00	0.32	1.88	0.00	0.00	0.22	0.00	1.00	0.09	0.42	0.00	0.00	1.41	0.00	0.16	0.00
35.00	4.34	3.89	0.68	0.02	0.80	0.00	2.62	0.00	0.04	0.00	0.00	0.00	0.47	3.05	0.00	0.11	1.30	0.71	0.00
36.00	4.36	3.90	0.00	0.69	0.09	0.00	0.46	0.00	0.15	0.00	0.00	0.00	2.47	2.10	0.00	0.00	1.36	1.77	0.00
37.00	4.34	3.90	1.62	0.00	0.00	0.00	0.47	0.00	0.31	0.00	0.00	0.15	2.40	2.11	0.17	0.00	1.36	1.05	0.00
38.00	4.36	3.89	0.00	0.00	0.68	0.00	0.60	0.00	1.23	0.00	0.09	0.76	0.05	2.10	0.68	0.00	1.34	0.74	0.46
39.00	4.34	3.90	0.09	0.36	1.32	0.00	0.00	0.00	0.00	0.00	0.02	0.81	2.51	2.10	0.00	0.00	1.08	0.34	0.53
40.00	4.36	3.90	0.29	0.00	3.29	0.00	0.00	0.00	0.64	0.00	0.09	0.00	0.57	2.10	0.87	2.46	0.00	0.62	0.23
