Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.739s)
CreateVariables () DONE !!!
Creating 16 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15
2.00	4.95	3.59	3.29	0.69	0.00	0.00	0.39	0.00	0.00	1.29	0.00	0.27	0.00	0.52	0.00	0.31
3.00	4.95	3.60	3.30	3.31	0.00	0.00	0.15	0.00	0.00	0.44	3.10	0.00	0.04	0.56	0.00	0.80
4.00	4.95	3.60	3.30	1.16	0.00	0.06	0.15	0.30	0.00	0.00	2.25	0.53	0.00	0.00	1.16	1.54
5.00	4.96	3.60	3.30	0.81	0.06	0.00	0.00	0.00	0.01	1.53	2.25	0.14	0.00	2.65	1.00	0.01
6.00	4.95	3.59	3.30	3.40	1.15	0.00	0.00	0.00	0.54	0.00	2.26	0.00	0.33	1.95	0.03	2.78
7.00	4.95	3.60	3.30	3.00	0.00	0.00	2.18	0.10	0.01	0.06	2.25	0.00	0.00	0.97	0.08	1.81
8.00	4.96	3.60	3.30	2.31	0.73	0.00	0.00	0.92	0.30	0.25	2.25	0.36	0.14	1.84	0.00	1.80
9.00	4.95	3.60	3.29	0.00	1.02	0.22	0.32	0.28	0.68	0.50	2.25	0.16	0.98	0.13	1.73	1.81
10.00	4.95	3.59	3.30	0.00	0.00	0.00	0.06	1.38	0.24	0.00	2.26	1.31	0.00	0.18	1.73	1.80
11.00	4.96	3.60	3.30	0.03	0.03	0.00	0.00	0.30	0.75	0.23	2.25	1.26	0.30	1.88	1.96	1.19
12.00	4.95	3.60	3.30	0.20	0.28	0.00	0.23	0.33	0.00	2.90	2.25	0.00	0.90	1.95	1.95	0.41
13.00	4.95	3.60	3.30	0.11	0.00	0.33	0.28	0.00	0.00	2.41	2.25	0.00	0.12	1.95	0.48	0.57
14.00	4.96	3.60	3.30	0.00	0.82	0.00	0.40	0.00	0.99	1.55	2.25	0.00	1.48	1.96	0.29	0.65
15.00	4.95	3.59	3.30	1.26	1.64	0.71	0.86	0.82	0.92	0.00	2.25	0.00	1.95	1.95	0.40	0.47
16.00	4.95	3.60	3.30	0.28	0.00	0.00	0.26	0.00	0.00	0.00	2.25	0.03	1.95	1.95	0.67	1.48
17.00	4.95	3.60	3.29	0.04	0.00	2.79	0.04	0.00	0.15	0.46	2.25	0.34	1.11	1.26	0.00	0.80
18.00	4.96	3.60	3.30	0.92	0.00	2.92	0.52	0.61	0.00	0.45	2.25	0.00	0.57	0.00	1.14	0.00
19.00	4.95	3.59	3.30	0.06	0.00	0.00	0.10	0.40	0.00	0.00	2.26	0.00	2.57	2.56	0.00	0.27
20.00	4.95	3.60	3.30	3.28	0.00	0.00	0.00	0.04	0.42	0.00	2.25	0.00	1.95	1.96	0.00	0.75
21.00	4.96	3.60	3.30	3.01	0.00	0.17	0.46	0.00	0.13	0.00	2.25	0.00	0.01	0.02	0.00	0.00
22.00	4.95	3.60	3.30	3.00	0.00	0.33	0.65	3.18	0.00	0.00	2.25	0.00	0.06	0.32	0.00	0.68
23.00	4.95	3.60	3.30	1.02	0.00	0.95	0.00	2.70	1.58	0.00	2.25	0.00	1.60	0.00	0.00	0.11
24.00	4.96	3.59	3.30	0.57	0.00	0.00	0.35	2.70	0.00	0.00	2.25	0.00	0.00	0.00	0.00	0.00
25.00	4.95	3.60	3.30	0.63	0.19	0.98	0.46	2.05	3.07	0.00	2.26	0.00	2.98	0.07	0.22	0.00
26.00	4.95	3.60	3.29	0.66	0.00	0.84	0.00	0.15	1.64	0.00	2.25	0.00	1.71	1.76	0.00	1.44
27.00	4.96	3.60	3.30	1.57	0.00	0.00	0.15	0.19	0.03	0.00	2.25	0.00	0.05	1.95	0.13	1.80
28.00	4.95	3.59	3.30	0.83	0.34	0.10	0.28	0.18	0.79	0.00	2.26	0.00	1.62	1.95	1.52	1.81
29.00	4.95	3.60	3.30	0.30	0.00	0.00	0.70	0.25	0.00	0.00	2.25	0.00	1.96	1.96	1.96	1.17
30.00	4.96	3.60	3.30	0.00	0.09	0.00	0.42	0.00	0.00	0.00	0.51	0.00	0.34	0.34	0.34	2.17
31.00	4.95	3.60	3.30	0.41	3.10	0.00	2.17	0.16	0.25	0.00	0.43	0.00	0.07	1.21	0.02	1.13
32.00	4.95	3.59	3.30	0.00	1.93	0.00	0.00	0.75	0.70	0.00	0.00	0.00	0.48	0.53	1.44	0.41
33.00	4.96	3.60	3.30	0.03	0.00	0.00	0.11	0.52	1.03	0.24	0.00	0.66	1.40	0.00	1.83	0.72
34.00	4.95	3.60	3.29	0.89	2.02	0.00	0.00	0.10	0.00	0.00	0.65	0.52	1.96	1.18	0.00	0.00
35.00	4.95	3.60	3.30	0.00	0.90	0.00	0.16	0.20	0.00	0.00	1.28	0.00	1.26	0.04	2.13	0.33
36.00	4.95	3.60	3.30	0.01	0.00	0.00	1.86	1.71	0.58	0.00	2.26	0.82	0.55	1.93	0.00	0.69
37.00	4.96	3.59	3.30	0.90	0.00	0.00	0.00	0.36	0.35	0.00	2.25	0.78	2.72	1.95	0.42	0.59
38.00	4.95	3.60	3.30	1.99	0.00	0.00	0.09	0.00	0.44	0.00	1.46	0.06	1.95	0.50	0.75	0.18
39.00	4.95	3.60	3.30	0.00	0.00	0.00	0.67	0.00	0.42	0.00	0.00	0.09	1.95	1.38	0.00	1.24
40.00	4.96	3.60	3.30	0.00	0.00	0.00	0.18	0.00	1.25	0.00	0.20	0.95	1.96	0.00	0.06	0.58
41.00	4.95	3.59	3.30	0.00	0.00	0.00	0.40	0.00	2.55	0.00	0.00	0.10	1.95	2.70	0.49	0.19
