Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.726s)
CreateVariables () DONE !!!
Creating 25 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22	ap-23	ap-24
2.00	1.18	3.89	3.44	0.00	0.00	0.00	0.72	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	0.00	3.90	3.45	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.06	0.10	0.00	0.00	0.10	0.00	0.00	0.00	0.00
4.00	0.00	3.90	3.45	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.27	1.80	0.00	0.00	0.60	0.00	0.00	0.00	0.00
5.00	3.81	3.89	3.45	0.00	0.06	0.04	0.00	0.08	0.06	0.04	0.00	0.00	0.06	0.00	0.00	1.63	0.36	0.05	0.00	0.10	0.61	0.06	0.00	0.00	0.04
6.00	4.95	3.90	3.45	0.00	1.02	0.32	0.00	0.00	1.35	0.00	0.00	0.00	0.00	0.00	0.00	1.66	0.16	2.25	0.00	0.00	0.00	1.63	0.00	0.00	0.00
7.00	4.95	3.90	3.44	0.00	0.52	0.90	0.00	0.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.64	0.00	1.36	0.00	0.00	0.00	0.05	0.00	0.20	0.00
8.00	4.96	3.89	3.45	0.22	0.12	0.28	0.00	1.31	0.25	0.00	0.00	0.00	0.09	0.00	0.00	1.64	0.00	1.34	0.00	0.00	0.15	0.42	0.00	0.00	1.36
9.00	4.95	3.90	3.45	0.00	0.34	0.00	0.00	0.54	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.66	0.00	1.36	0.00	0.00	1.10	0.00	0.53	1.24	0.45
10.00	4.95	3.90	3.45	0.00	0.20	0.41	0.00	0.54	0.00	0.00	0.00	1.36	0.00	0.00	0.00	1.64	0.00	1.34	0.00	0.00	0.32	0.00	0.51	0.75	0.45
11.00	4.96	3.89	3.45	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.90	0.20	0.00	0.00	1.66	0.00	1.36	0.00	0.00	0.00	0.00	1.56	0.75	0.17
12.00	4.95	3.90	3.45	0.00	0.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.02	0.00	0.00	0.42	0.00	0.34	0.00	1.57	1.44	0.00	0.23	0.75	0.73
13.00	4.95	3.90	3.44	0.00	0.62	2.11	0.00	0.00	0.00	0.00	0.00	0.27	0.00	0.00	0.00	1.67	0.00	2.05	0.00	1.36	1.20	0.00	0.00	0.74	0.45
14.00	4.96	3.89	3.45	0.00	0.00	0.07	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	1.34	0.00	1.34	0.00	1.34	0.95	0.00	1.81	0.75	0.43
