Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.892s)
CreateVariables () DONE !!!
Creating 17 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16
2.00	0.14	3.29	3.14	0.30	0.00	0.00	0.68	0.00	0.00	0.00	0.63	0.33	0.00	0.00	0.00	0.00	0.04
3.00	0.00	3.30	3.15	0.94	0.06	0.00	0.34	0.04	0.00	0.93	2.27	0.00	0.00	0.17	0.00	0.35	0.00
4.00	0.00	3.30	3.15	2.67	0.00	0.00	0.30	0.00	0.00	0.34	0.00	3.47	0.00	0.00	0.00	1.00	0.46
5.00	4.40	3.30	3.15	3.15	0.00	0.00	0.00	0.00	0.66	2.82	0.61	0.00	0.00	0.93	0.04	0.27	0.06
6.00	3.45	3.30	3.15	2.63	1.33	0.00	0.00	0.95	3.02	2.26	2.12	0.66	0.00	0.00	0.00	0.00	0.71
7.00	3.44	3.30	3.15	0.11	3.15	0.00	0.18	0.79	2.70	0.00	2.55	0.90	0.00	0.00	0.00	2.33	0.40
8.00	3.45	3.30	3.15	0.00	0.89	0.00	0.46	0.00	2.48	0.00	1.23	0.54	0.00	0.00	0.00	2.10	0.00
9.00	3.45	3.29	3.15	1.59	1.19	0.00	0.00	2.80	0.48	0.33	0.00	0.54	0.00	0.00	0.00	2.11	2.35
10.00	3.45	3.30	3.15	0.03	1.74	0.00	0.00	1.16	3.17	0.43	0.51	0.77	0.00	1.11	0.00	2.10	1.64
11.00	3.45	3.30	3.15	0.03	0.71	0.53	0.17	0.00	0.62	1.21	0.00	0.78	0.00	0.12	0.00	2.10	1.66
12.00	3.45	3.30	3.15	1.21	0.80	0.00	0.00	0.62	1.85	2.70	0.00	2.07	0.00	0.00	0.00	2.11	1.64
13.00	3.44	3.30	3.15	0.00	0.39	0.00	0.05	0.17	1.32	2.70	0.00	0.14	0.00	0.27	0.00	2.10	1.66
14.00	3.45	3.30	3.15	3.29	2.44	0.00	0.00	0.99	1.59	2.70	0.00	0.00	0.00	0.00	0.13	0.32	0.00
15.00	3.45	3.30	3.14	3.15	3.15	0.00	0.00	1.18	0.11	2.71	0.00	0.00	0.00	0.00	0.00	1.13	0.65
16.00	3.45	3.30	3.15	3.15	1.91	0.00	0.42	0.06	0.50	2.22	0.00	1.56	0.00	1.11	0.00	0.00	0.41
17.00	3.45	3.29	3.15	3.15	0.23	0.00	0.48	0.00	2.71	0.00	0.00	0.75	0.00	1.08	0.33	0.00	0.75
18.00	3.45	3.30	3.15	3.15	0.00	0.00	0.20	0.65	2.70	3.67	0.00	0.57	0.00	1.04	0.00	0.28	1.07
19.00	3.44	3.30	3.15	1.49	0.72	0.00	0.20	0.45	1.27	2.70	0.00	0.27	0.00	0.14	0.99	0.00	0.12
20.00	3.45	3.30	3.15	0.56	2.66	0.00	0.00	0.00	0.33	2.70	0.00	0.00	0.00	0.64	0.00	0.16	2.64
