Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.851s)
CreateVariables () DONE !!!
Creating 21 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20
2.00	5.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.06	0.00	0.00	0.00	0.43	0.00	0.00	0.35	0.00	0.25
3.00	5.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.26	1.13	0.00	0.00	0.00	0.74	0.00	0.35	0.15	0.32	0.82
4.00	5.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.14	0.84	0.00	1.26	0.00	0.92	0.00	0.72	0.51	0.29	1.40
5.00	5.11	0.23	0.35	0.06	2.87	0.00	0.00	0.04	0.01	0.00	0.20	0.05	0.16	1.96	0.07	0.16	0.00	2.19	0.00	0.60	1.05
6.00	5.10	0.87	0.06	0.00	1.07	0.00	0.00	1.14	0.00	0.00	0.27	0.02	1.53	0.53	1.13	0.14	0.00	0.59	1.35	0.36	1.05
7.00	5.10	0.00	1.67	0.00	2.17	0.00	0.00	0.04	0.00	0.00	0.21	1.54	0.00	0.00	0.06	0.98	0.51	0.00	0.00	1.65	1.04
8.00	5.10	0.37	0.05	0.00	0.05	0.00	0.00	1.17	0.00	0.00	1.15	1.17	0.00	0.03	0.20	0.13	0.00	0.59	0.44	0.16	0.54
9.00	5.11	0.42	0.33	0.00	2.14	0.00	0.87	0.83	0.00	0.00	2.86	0.49	1.52	0.14	0.39	0.00	0.03	0.52	1.45	2.11	0.78
10.00	5.10	0.00	0.76	0.00	0.00	0.53	0.00	1.85	0.00	0.13	1.08	0.15	0.35	1.22	0.06	0.00	0.66	1.13	0.33	0.23	0.04
11.00	5.10	0.48	0.13	0.00	1.99	0.00	0.51	0.96	0.00	0.75	0.00	0.22	0.10	0.00	0.00	0.23	1.51	1.09	0.00	0.44	0.00
12.00	5.10	1.28	0.30	0.85	1.59	0.00	0.00	0.06	0.00	0.45	0.62	0.33	1.23	0.00	0.00	0.12	0.46	1.45	0.53	0.06	1.40
13.00	5.11	0.15	1.09	0.00	2.85	0.00	0.00	0.54	0.00	0.06	0.57	2.09	1.11	0.28	0.35	1.21	0.00	0.00	0.15	0.00	0.00
14.00	5.10	0.00	0.14	0.00	0.45	0.00	0.00	0.01	0.00	0.00	0.00	2.25	0.00	0.00	0.47	2.05	0.00	0.06	1.40	0.00	1.00
15.00	5.10	0.00	0.57	0.49	0.00	0.00	0.00	0.26	0.01	0.57	1.27	1.55	0.87	0.00	0.33	0.64	1.42	0.00	1.14	0.00	0.06
16.00	5.10	1.40	1.07	0.00	0.04	0.00	0.00	0.15	0.52	0.00	0.81	0.96	0.00	0.72	1.45	0.13	0.00	0.00	1.31	0.41	1.48
17.00	5.11	0.00	0.12	0.46	0.00	0.00	0.00	0.08	0.00	0.38	1.58	1.13	1.75	0.00	0.87	0.90	0.00	0.00	0.57	1.86	0.38
18.00	5.10	0.21	0.36	0.78	0.02	0.00	0.22	1.91	0.00	0.00	1.42	0.00	0.29	1.17	1.02	0.14	0.00	0.00	0.56	0.95	1.71
19.00	5.10	2.44	0.53	1.02	0.00	0.00	0.14	1.19	0.00	0.00	0.00	1.00	1.24	0.66	0.00	0.00	0.51	1.68	0.12	0.67	0.34
20.00	5.10	1.18	1.75	0.00	0.00	0.00	0.61	0.55	0.00	0.45	0.00	0.20	0.00	0.00	0.00	0.00	1.00	0.41	2.62	0.00	0.20
21.00	5.11	0.66	0.00	0.37	0.00	0.00	0.00	0.00	0.00	0.00	0.55	0.00	0.45	0.06	0.01	1.64	0.36	0.00	1.64	2.44	0.00
22.00	5.10	1.70	0.00	0.12	0.49	0.00	0.00	0.84	0.00	0.42	0.00	1.38	1.24	0.00	0.67	0.78	0.05	0.07	0.99	1.20	0.00
23.00	5.10	1.83	0.53	0.21	0.00	0.00	0.00	0.00	0.56	0.00	0.25	0.08	0.86	1.89	0.58	0.20	0.00	0.76	0.67	1.30	1.05
24.00	5.11	0.18	0.00	0.51	0.12	0.00	1.07	0.44	0.00	0.00	2.87	0.53	0.70	0.00	0.00	0.16	0.00	0.27	0.00	1.53	0.00
25.00	5.10	0.97	1.78	0.00	1.72	0.00	0.29	0.00	0.00	2.41	0.10	0.42	1.26	0.00	0.44	0.46	0.00	0.00	0.21	1.51	0.04
26.00	5.10	0.00	0.00	0.00	0.31	0.00	2.10	1.51	0.00	0.00	2.08	0.10	0.25	1.03	0.00	0.21	0.00	0.85	0.42	0.39	1.40
27.00	5.10	0.03	0.00	2.06	0.16	0.00	0.57	0.25	0.00	0.33	0.00	0.03	0.27	0.00	0.09	0.00	0.00	0.78	0.45	0.73	0.71
28.00	5.11	0.91	2.97	1.02	0.24	0.00	0.00	1.78	0.00	0.27	0.00	0.99	0.90	0.03	0.02	0.00	0.00	1.18	0.27	0.00	0.00
29.00	5.10	0.12	0.00	0.06	2.16	0.00	0.00	0.00	0.00	0.22	0.09	0.04	0.00	2.49	0.71	0.28	0.00	0.71	0.04	0.03	1.74
