Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.759s)
CreateVariables () DONE !!!
Creating 16 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15
2.00	3.89	3.44	2.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.04	0.04
3.00	3.90	3.45	0.23	2.68	0.00	0.91	0.00	0.00	0.00	0.00	0.00	0.15	0.00	0.00	0.00	0.82
4.00	3.90	3.45	3.95	1.78	0.00	1.05	0.00	0.00	0.00	1.17	0.81	0.00	0.00	2.35	1.57	0.05
5.00	3.89	3.45	0.24	0.00	0.69	0.10	1.17	0.21	0.00	0.00	0.00	0.00	2.00	0.09	1.78	1.28
6.00	3.90	3.45	0.71	0.00	2.94	1.19	1.92	0.33	0.35	0.00	0.04	0.00	0.06	0.67	1.81	1.80
7.00	3.90	3.44	0.21	0.00	1.76	2.85	2.70	0.24	0.19	0.00	0.13	0.00	0.00	1.16	0.85	1.81
8.00	3.89	3.45	1.41	0.10	0.64	2.85	2.19	0.00	1.43	0.00	0.26	0.00	0.00	0.26	0.72	1.27
9.00	3.90	3.45	1.47	0.00	0.00	2.85	0.46	0.57	0.03	0.00	0.05	0.00	0.00	0.15	0.00	0.00
10.00	3.90	3.45	3.45	0.08	0.01	2.85	0.14	0.00	0.63	0.00	0.00	0.50	0.50	0.08	2.66	0.55
11.00	3.89	3.45	2.93	0.01	2.17	1.14	1.29	0.73	0.00	0.00	0.00	1.27	0.00	1.64	0.15	1.50
12.00	3.90	3.45	0.00	0.00	2.99	1.41	0.00	0.00	0.73	0.00	0.53	0.00	0.00	1.95	0.04	1.80
13.00	3.90	3.44	1.08	0.00	0.49	1.48	2.80	0.00	0.00	0.00	0.00	0.00	0.00	1.95	0.54	0.63
14.00	3.89	3.45	0.46	1.41	0.00	2.04	2.05	1.71	0.03	0.00	0.00	0.00	0.00	1.42	0.00	0.39
15.00	3.90	3.45	1.76	0.54	0.71	0.99	0.80	0.05	0.80	0.00	0.00	3.19	0.00	0.60	0.00	0.12
16.00	3.90	3.45	3.45	0.00	0.00	1.37	3.24	0.34	1.71	0.00	0.00	0.00	0.00	0.00	0.00	0.92
17.00	3.89	3.45	3.04	0.06	0.00	0.00	0.86	1.87	0.06	0.00	0.00	1.24	0.62	0.00	0.11	0.00
18.00	3.90	3.45	0.00	0.27	0.00	2.55	0.09	2.36	1.90	0.00	0.00	0.04	0.12	0.00	2.44	0.48
19.00	3.90	3.44	4.03	0.00	0.00	0.90	1.00	0.00	0.52	0.00	0.49	0.00	0.54	0.48	1.80	0.00
20.00	3.89	3.45	2.47	0.00	0.00	0.00	0.00	0.00	0.00	0.27	0.08	2.90	0.10	1.11	1.38	0.01
21.00	3.90	3.45	1.95	0.00	0.00	0.00	1.23	0.00	0.82	0.15	0.16	0.58	0.00	1.95	1.10	0.03
22.00	3.90	3.45	3.45	0.00	0.00	1.69	2.22	0.02	1.10	0.03	0.43	1.10	0.00	1.96	0.41	0.00
23.00	3.89	3.45	1.85	1.83	0.01	1.25	0.76	0.51	0.39	0.26	0.00	0.00	0.15	1.95	2.07	0.01
24.00	3.90	3.44	0.74	0.36	0.00	2.85	1.32	0.27	0.00	0.00	0.00	1.02	0.21	1.59	1.80	0.03
25.00	3.90	3.45	0.24	0.00	0.51	2.85	1.13	0.57	0.00	0.07	0.00	0.00	0.00	0.30	1.81	0.17
26.00	3.89	3.45	0.00	1.09	0.00	2.09	0.70	1.60	0.03	0.48	0.00	0.96	0.00	0.00	1.27	0.00
27.00	3.90	3.45	0.03	0.00	0.00	1.77	0.26	2.62	0.00	0.87	0.00	0.15	0.00	0.06	0.19	0.00
28.00	3.90	3.45	0.48	0.00	0.00	2.85	1.27	2.69	0.00	0.56	0.00	0.84	0.00	0.16	0.00	0.00
29.00	3.89	3.45	0.66	0.00	0.00	0.46	0.47	0.49	1.01	0.00	0.00	0.00	0.00	1.39	0.16	0.00
30.00	3.90	3.44	0.27	1.06	0.00	1.29	0.57	0.00	1.30	0.47	0.00	0.16	0.42	1.35	2.24	2.12
31.00	3.90	3.45	4.24	0.98	0.00	0.34	0.48	0.00	0.00	1.74	0.00	0.34	0.42	0.00	1.80	0.00
32.00	3.89	3.45	3.24	0.66	0.33	0.00	0.00	0.84	0.00	2.51	0.00	0.76	0.13	0.54	1.61	0.00
33.00	3.90	3.45	0.18	0.35	1.68	0.00	3.47	0.00	0.00	0.00	0.00	0.00	0.00	1.65	0.00	0.12
34.00	3.90	3.45	0.00	1.46	0.00	3.78	2.70	0.83	0.00	0.09	0.00	0.04	0.00	1.96	0.03	0.00
35.00	3.89	3.45	0.00	2.05	0.58	1.74	2.70	0.37	0.00	0.14	0.00	0.66	0.00	1.95	0.15	0.00
