Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.798s)
CreateVariables () DONE !!!
Creating 12 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11
2.00	4.65	3.44	0.00	0.00	1.20	0.00	0.00	0.00	0.00	0.00	0.47	1.49
3.00	4.65	3.45	0.04	0.00	0.72	0.00	2.46	0.69	0.00	3.38	0.27	1.49
4.00	4.66	3.45	0.00	1.66	0.51	0.00	0.13	1.27	0.00	0.16	0.00	0.14
5.00	4.65	3.45	0.00	0.00	0.40	3.87	0.77	0.17	3.54	0.87	0.67	0.06
6.00	4.66	3.45	0.47	0.00	0.00	2.86	0.09	0.00	2.55	0.46	0.04	0.50
7.00	4.65	3.44	0.00	0.00	0.00	2.85	0.36	0.00	2.55	2.04	0.40	0.00
8.00	4.65	3.45	1.17	0.24	0.00	2.18	0.38	0.00	2.54	1.40	0.14	0.81
9.00	4.66	3.45	2.40	0.24	0.91	0.55	0.00	0.50	0.44	1.56	2.03	2.36
10.00	4.65	3.45	2.84	0.00	0.36	2.29	0.64	0.00	0.00	0.89	0.67	1.51
11.00	4.66	3.45	2.86	0.00	0.24	2.86	0.69	0.00	0.00	0.44	0.52	1.49
12.00	4.65	3.45	2.85	0.00	0.00	2.84	0.17	0.06	0.70	0.54	0.00	1.51
13.00	4.65	3.44	2.85	0.00	0.69	2.86	3.45	0.32	0.04	0.00	0.06	1.49
