Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.709s)
CreateVariables () DONE !!!
Creating 14 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13
2.00	4.65	4.04	4.04	0.23	1.07	0.73	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00
3.00	4.65	4.05	4.05	1.38	1.80	0.57	1.38	0.20	2.41	0.61	0.04	0.13	1.73	0.00
4.00	4.66	4.04	4.04	0.21	3.84	0.00	0.73	0.00	0.06	0.00	0.00	0.20	0.59	0.00
5.00	4.65	4.05	4.05	0.26	3.30	0.40	3.06	0.70	0.66	0.11	0.00	2.15	0.00	0.41
6.00	4.66	4.05	4.05	0.00	3.30	3.29	1.04	0.42	0.00	0.70	0.00	1.80	0.00	1.15
7.00	4.65	4.04	4.04	0.10	3.30	3.00	0.00	0.56	1.41	1.73	0.00	1.81	0.31	0.75
8.00	4.65	4.05	4.05	0.39	3.30	2.80	0.08	0.67	0.66	1.88	0.07	0.64	0.21	0.75
9.00	4.66	4.04	4.04	0.00	3.29	0.00	0.52	2.58	1.09	1.42	0.00	1.76	0.00	0.74
10.00	4.65	4.05	4.05	0.00	3.30	1.76	0.12	0.01	0.04	1.95	0.00	1.80	0.01	0.75
11.00	4.66	4.05	4.05	0.00	2.93	1.27	0.48	0.00	0.20	0.13	0.00	1.80	0.00	0.75
12.00	4.65	4.04	4.04	0.38	0.38	0.35	0.00	0.11	0.00	2.59	0.00	1.81	0.00	0.75
13.00	4.65	4.05	4.05	0.00	0.39	1.89	1.54	0.57	0.11	2.10	0.00	1.80	0.12	0.74
14.00	4.66	4.05	4.05	0.00	1.14	2.04	0.54	0.03	0.14	2.10	0.00	1.19	0.07	0.49
15.00	4.65	4.05	4.04	0.00	0.41	3.00	0.00	0.18	0.00	2.10	0.33	1.29	0.99	1.02
16.00	4.66	4.05	4.05	0.00	0.40	0.00	1.20	0.00	0.00	2.11	0.22	1.80	0.37	0.75
17.00	4.65	4.04	4.04	0.00	0.79	0.73	0.80	0.00	0.00	2.10	0.00	1.81	0.00	0.74
18.00	4.66	4.05	4.05	0.00	0.00	0.00	0.50	0.00	0.00	2.10	0.00	1.80	2.51	0.75
19.00	4.65	4.05	4.05	0.00	0.04	1.48	0.09	0.31	0.00	2.11	0.00	1.80	1.64	0.74
20.00	4.65	4.04	4.04	0.00	0.07	3.00	0.56	0.00	0.00	2.10	0.00	1.81	0.59	0.67
21.00	4.66	4.05	4.05	0.00	0.00	3.00	0.36	0.00	0.00	0.59	0.00	1.80	0.52	0.83
22.00	4.65	4.05	4.04	0.00	0.00	0.85	0.62	0.00	0.00	2.11	0.00	1.80	0.12	0.75
23.00	4.66	4.04	4.05	0.00	0.00	1.14	0.00	0.00	0.00	2.11	0.00	1.61	0.06	0.75
24.00	4.65	4.05	4.05	0.00	0.00	0.03	0.00	0.00	0.00	2.10	0.00	0.00	0.02	0.75
25.00	4.65	4.04	4.04	0.00	0.00	3.69	0.00	0.00	0.00	2.10	0.00	0.00	0.36	0.74
26.00	4.66	4.05	4.05	0.00	0.00	3.00	0.00	0.00	0.00	1.87	0.00	0.00	0.00	0.75
27.00	4.65	4.05	4.05	0.00	0.67	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.15	0.75
28.00	4.66	4.04	4.04	0.00	0.00	3.00	0.00	0.00	0.00	2.54	0.00	0.00	2.34	0.75
29.00	4.65	4.05	4.05	0.00	1.08	3.00	0.00	0.00	0.30	1.87	0.00	0.00	0.09	0.67
30.00	4.66	4.04	4.04	0.00	0.54	3.00	0.00	0.00	0.00	2.34	0.00	0.00	0.80	0.00
31.00	4.65	4.05	4.05	0.00	0.00	3.00	0.00	0.00	0.22	2.10	0.72	2.32	0.01	1.58
32.00	4.65	4.05	4.05	0.00	0.00	2.85	0.80	0.00	0.46	2.10	0.00	1.80	0.00	0.75
33.00	4.66	4.04	4.04	0.00	0.00	3.15	0.11	0.00	0.57	2.11	0.00	1.69	0.36	0.74
34.00	4.65	4.05	4.05	0.00	0.74	3.00	0.00	0.57	0.18	2.10	0.00	0.03	0.33	0.75
35.00	4.66	4.05	4.05	0.00	2.00	3.00	0.21	0.00	0.14	2.10	0.00	1.15	0.78	0.75
36.00	4.65	4.04	4.04	0.00	0.44	2.43	0.00	0.00	0.87	2.10	0.00	1.80	0.29	0.75
37.00	4.65	4.05	4.05	0.00	1.95	0.00	0.00	0.00	0.00	2.11	0.00	1.80	0.00	0.74
38.00	4.66	4.04	4.04	0.00	3.00	0.00	0.41	0.00	0.15	2.10	0.00	1.81	0.00	0.75
39.00	4.65	4.05	4.05	0.00	0.00	0.00	3.46	0.00	0.00	2.10	0.76	1.80	0.54	0.75
40.00	4.66	4.05	4.05	0.00	0.92	0.00	0.00	0.00	0.00	2.11	0.12	1.80	2.42	0.74
41.00	4.65	4.04	4.04	0.00	2.24	0.00	0.39	0.00	0.39	1.87	0.39	1.81	1.50	0.28
42.00	4.66	4.05	4.05	0.00	0.36	0.00	0.00	0.00	0.00	1.24	2.44	0.02	0.00	1.23
43.00	4.65	4.05	4.05	0.00	2.38	0.75	0.00	0.00	0.00	2.10	1.81	0.00	0.00	0.75
44.00	4.65	4.04	4.04	0.00	3.30	0.00	0.85	0.00	0.00	2.11	1.21	0.00	0.00	0.75
45.00	4.66	4.05	4.05	0.00	0.12	0.01	0.14	0.00	0.00	2.10	0.00	0.00	0.00	0.75
46.00	4.65	4.04	4.04	0.00	0.10	3.31	0.00	0.00	0.00	2.10	0.00	0.00	2.50	0.75
47.00	4.66	4.05	4.05	0.00	0.15	2.66	0.00	0.00	0.00	1.88	0.01	0.00	1.46	0.75
48.00	4.65	4.05	4.05	0.00	2.16	1.37	0.00	0.00	1.10	0.00	0.53	0.00	0.00	0.74
49.00	4.65	4.04	4.04	0.00	3.29	3.00	0.00	0.00	2.75	0.18	0.17	0.00	0.00	0.75
50.00	4.66	4.05	4.05	0.00	2.93	2.32	0.00	0.00	0.08	0.44	0.07	0.00	0.00	0.75
51.00	4.65	4.05	4.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.12	1.30	0.00	0.75
52.00	4.66	4.05	4.05	0.00	0.50	2.79	1.24	0.00	0.00	0.00	0.00	1.34	0.00	0.21
53.00	4.65	4.05	4.05	0.00	0.15	1.64	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
54.00	4.66	4.04	4.04	0.00	0.20	0.00	0.63	0.00	0.00	0.00	0.00	0.00	1.22	0.00
55.00	4.65	4.05	4.05	0.00	0.11	0.00	2.34	0.00	0.00	0.00	0.00	1.24	1.64	0.00
56.00	4.65	4.05	4.05	0.00	0.80	0.06	2.50	0.00	0.00	0.00	0.03	1.81	1.33	0.00
57.00	4.66	4.04	4.04	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	1.80	0.00	0.87
58.00	4.65	4.05	4.05	0.00	1.59	0.61	0.36	0.00	0.00	0.35	0.90	1.80	0.09	0.48
