Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.872s)
CreateVariables () DONE !!!
Creating 10 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9
2.00	7.72	0.15	0.00	4.22	0.00	0.00	0.00	0.00	3.36	0.00
3.00	7.73	6.79	6.10	6.37	0.00	0.00	0.00	0.00	3.72	0.00
4.00	7.73	7.45	6.58	6.30	0.00	0.00	0.00	0.00	3.72	0.00
5.00	7.73	7.43	6.58	6.29	0.00	0.00	0.00	0.00	3.72	0.00
6.00	7.73	7.43	6.58	6.30	0.00	0.00	0.00	0.00	3.72	0.00
7.00	7.72	7.45	6.58	6.29	0.00	0.00	0.00	0.00	3.72	0.00
8.00	7.72	7.43	6.58	6.29	0.00	0.00	0.00	0.00	3.72	0.00
9.00	7.73	7.43	6.58	6.30	0.00	0.00	0.00	0.00	3.72	0.00
10.00	7.73	7.45	6.58	6.29	0.00	0.00	0.00	0.00	3.72	0.00
11.00	7.73	7.43	6.58	2.76	0.00	0.00	0.00	0.00	3.29	2.52
12.00	7.73	7.44	6.58	6.35	0.00	0.00	0.00	0.00	3.80	3.04
13.00	7.73	7.44	6.58	3.55	0.00	0.00	0.00	0.00	1.42	3.90
14.00	7.72	7.43	6.58	6.81	0.00	0.00	0.00	0.00	3.03	2.74
15.00	7.73	7.45	6.58	6.28	0.00	0.00	0.00	0.00	3.71	3.44
16.00	7.73	7.43	6.58	6.31	0.00	0.00	0.00	0.00	3.72	1.04
17.00	7.73	7.43	6.57	5.30	0.00	0.00	0.00	0.00	3.24	0.14
18.00	7.73	7.45	6.58	4.62	0.00	0.00	0.00	0.00	3.09	0.53
19.00	7.73	7.43	6.58	4.96	0.00	0.00	0.00	0.00	3.66	2.62
20.00	7.72	7.43	6.58	5.29	0.00	0.00	0.00	0.00	3.69	2.49
