Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.790s)
CreateVariables () DONE !!!
Creating 23 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22
2.00	0.00	3.44	0.75	0.00	0.00	0.00	0.00	0.00	0.00	0.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.29	0.00	0.00	0.00	0.00
3.00	0.15	3.45	2.79	0.85	0.00	0.00	0.00	0.04	1.44	1.02	0.04	0.06	0.04	0.00	0.01	0.00	0.00	0.00	0.10	0.00	0.00	0.00	0.89
4.00	1.61	3.45	0.08	0.00	1.17	1.83	1.28	0.00	0.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.45
5.00	0.04	3.45	0.33	0.06	0.00	0.18	1.77	0.00	0.03	0.37	0.00	0.00	0.00	0.00	0.00	2.54	0.00	0.00	0.70	0.23	0.00	0.40	0.45
6.00	1.61	3.45	2.55	0.85	0.00	0.08	0.56	0.00	1.95	0.06	0.00	0.00	0.00	0.00	0.00	1.80	0.00	0.00	0.51	0.00	0.00	0.01	0.45
7.00	3.44	3.44	3.15	0.00	1.11	0.04	2.85	0.07	3.00	0.76	0.00	0.00	0.00	0.00	0.00	0.87	0.84	0.00	1.12	0.10	0.00	0.00	0.45
8.00	3.45	3.45	3.15	0.00	0.00	0.24	0.18	0.00	3.00	0.00	0.13	0.83	0.00	0.00	0.00	0.09	0.03	0.00	1.20	0.00	0.00	0.00	0.44
9.00	3.45	3.45	3.15	0.97	0.00	0.14	0.00	0.00	1.03	0.00	0.14	2.20	0.72	0.00	0.00	0.00	1.21	0.00	1.19	0.28	0.00	0.00	0.45
10.00	3.45	3.45	3.15	0.33	2.86	0.41	1.58	0.30	0.58	0.18	0.08	1.33	1.36	0.00	0.00	0.15	1.18	0.00	1.20	0.14	0.00	0.00	0.45
11.00	3.45	3.45	3.15	0.00	0.13	2.07	1.32	1.67	1.32	1.97	1.10	0.33	0.00	0.04	0.00	0.03	0.00	0.00	1.19	1.53	0.00	0.00	0.45
12.00	3.45	3.45	3.15	0.03	0.00	0.82	0.00	0.68	0.00	0.00	0.00	1.06	0.03	2.57	0.00	0.51	0.00	0.00	0.42	1.05	0.00	0.00	0.45
13.00	3.44	3.44	3.15	1.37	0.00	0.00	3.32	3.05	0.54	0.29	0.00	2.29	0.93	0.42	0.00	0.00	0.00	0.00	0.20	1.04	0.00	0.01	0.18
14.00	3.45	3.45	3.15	0.04	0.00	0.21	0.13	0.68	3.83	0.00	0.00	2.22	0.51	0.00	0.00	1.22	0.00	0.00	0.10	0.79	0.20	0.01	0.00
15.00	3.45	3.45	3.14	0.00	0.35	0.00	2.84	0.67	0.09	1.37	2.86	0.08	0.00	0.00	0.00	0.33	0.00	0.00	0.34	0.26	0.50	0.00	0.09
16.00	3.45	3.45	3.15	0.95	0.00	0.00	2.32	1.69	0.17	0.00	0.00	0.17	0.00	0.18	0.00	0.00	0.00	0.00	0.03	0.00	0.09	0.00	1.26
17.00	3.45	3.45	3.15	0.00	0.00	0.19	3.00	3.00	0.81	0.00	0.00	2.64	0.00	0.29	0.00	0.25	0.00	0.00	1.22	0.56	0.31	0.00	0.45
18.00	3.44	3.45	3.15	2.19	0.12	0.32	0.18	1.02	0.08	0.00	0.00	2.25	0.87	0.46	0.00	0.23	0.00	0.00	0.78	0.10	0.00	0.00	0.29
19.00	3.45	3.44	3.15	3.50	0.71	0.00	0.00	1.49	0.00	0.49	1.28	2.25	0.00	0.00	0.00	0.74	0.00	0.00	0.55	0.16	0.00	0.00	0.00
20.00	3.45	3.45	3.15	3.00	0.00	0.02	1.05	0.23	0.00	1.16	0.00	2.26	0.00	0.00	0.00	0.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00
21.00	3.45	3.45	3.15	1.07	0.03	2.67	1.26	0.96	0.00	1.48	0.00	0.43	0.87	0.99	0.00	0.39	0.00	0.00	0.18	0.00	0.00	0.00	0.67
22.00	3.45	3.45	3.15	1.16	0.96	0.69	2.63	0.04	2.87	0.50	0.00	0.42	0.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.72
23.00	3.45	3.45	3.15	0.00	0.00	1.55	0.00	0.65	0.00	0.46	0.00	0.78	0.40	0.00	0.00	0.00	0.00	0.00	0.00	1.85	0.00	0.00	0.00
24.00	3.44	3.44	3.15	0.42	0.00	0.00	3.02	1.08	0.00	0.39	0.00	0.46	0.00	2.37	0.00	0.31	0.00	0.00	1.06	1.04	0.00	0.00	0.31
25.00	3.45	3.45	3.15	0.00	3.34	0.00	0.75	0.00	0.00	0.00	0.00	3.15	0.97	0.82	0.00	0.58	0.00	0.00	1.20	1.05	0.00	0.00	0.41
26.00	3.45	3.45	3.15	0.49	0.45	0.00	0.00	0.90	0.31	0.27	0.00	2.25	1.65	1.70	0.00	0.17	2.10	0.00	1.19	1.05	0.00	0.00	0.65
27.00	3.45	3.45	3.15	2.09	1.08	0.00	0.71	0.00	1.47	1.41	0.00	2.25	2.26	0.25	0.00	0.00	0.64	0.00	0.42	1.04	0.00	0.00	0.00
28.00	3.45	3.45	3.15	3.00	0.00	0.00	2.31	0.00	0.00	0.09	0.00	0.20	0.57	0.00	0.00	0.16	0.00	0.00	0.16	1.05	0.00	0.00	0.14
