Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.865s)
CreateVariables () DONE !!!
Creating 18 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17
2.00	3.44	0.00	0.08	0.10	0.06	0.90	0.00	0.00	0.00	0.00	0.58	0.00	0.65	0.10	0.00	0.00	0.00	0.00
3.00	3.45	3.05	0.42	1.97	0.72	0.26	0.00	0.06	0.00	0.00	1.19	0.06	2.17	1.12	0.01	0.00	0.06	0.35
4.00	3.45	0.16	0.97	0.23	1.10	0.39	0.00	0.00	0.00	0.00	1.85	0.00	2.10	1.72	0.00	0.00	0.00	0.21
5.00	3.45	2.87	0.03	0.15	3.00	0.00	0.64	0.00	0.00	0.01	0.18	0.00	2.10	2.08	0.00	0.24	0.00	0.01
6.00	3.45	1.46	0.00	1.42	3.00	0.55	0.00	0.62	0.00	0.93	0.24	0.00	2.11	0.05	0.00	1.18	0.00	0.03
7.00	3.44	1.93	0.43	0.51	0.29	2.32	0.00	0.05	0.00	0.31	0.20	0.03	2.10	0.00	0.00	0.00	1.40	0.13
8.00	3.45	1.64	0.00	1.48	0.03	1.46	0.53	0.35	0.00	0.73	0.33	0.00	2.10	0.00	0.00	0.89	0.45	0.51
9.00	3.45	0.00	0.00	1.20	0.48	0.52	1.39	0.40	0.00	0.06	0.00	0.00	2.11	0.00	0.93	0.00	0.45	0.00
10.00	3.45	0.00	0.21	0.00	0.00	0.35	0.43	1.30	0.00	0.82	0.26	1.05	2.04	2.20	0.26	0.00	0.45	1.29
11.00	3.45	1.07	0.00	0.00	4.00	0.50	0.00	0.00	0.00	0.00	0.42	0.75	0.00	0.00	0.00	0.00	0.45	0.29
12.00	3.45	1.17	0.82	0.00	0.85	0.44	0.07	0.25	2.25	0.00	0.01	0.53	0.61	0.14	0.00	1.63	0.45	0.30
13.00	3.44	0.53	0.00	2.21	0.46	1.22	1.37	0.56	0.36	0.00	0.60	0.00	1.42	1.30	0.00	0.90	0.45	0.30
14.00	3.45	1.24	1.63	0.44	0.00	0.80	0.55	2.53	1.02	0.39	0.00	1.02	0.71	0.00	0.78	0.89	0.17	0.30
15.00	3.45	2.34	0.26	0.09	0.33	0.70	1.22	0.70	0.62	0.30	0.18	1.41	2.03	0.98	0.00	0.90	0.48	0.30
16.00	3.45	0.00	0.01	1.27	1.67	1.28	0.15	0.69	0.93	0.12	0.70	1.02	0.07	1.16	0.00	0.57	0.49	0.30
17.00	3.45	0.10	0.00	0.67	0.32	0.03	1.54	0.04	0.00	0.95	0.00	0.00	0.14	2.10	0.00	0.00	0.00	0.30
18.00	3.45	0.00	0.22	0.00	0.14	3.17	0.00	0.47	0.00	0.00	0.42	0.00	0.72	0.75	0.00	1.92	0.44	0.30
19.00	3.44	1.26	0.00	3.58	0.00	0.95	0.44	0.00	0.53	1.92	1.97	0.00	0.00	0.00	0.00	0.90	0.00	0.30
20.00	3.45	1.75	0.00	0.85	0.08	0.16	0.00	1.16	1.92	0.00	2.40	0.93	0.00	0.90	0.00	0.60	0.07	0.30
21.00	3.45	1.06	0.00	1.75	0.22	0.15	0.12	0.51	2.55	0.11	0.70	2.34	0.00	0.00	0.00	1.20	0.36	0.29
22.00	3.45	0.24	0.00	3.00	0.84	0.48	0.41	0.30	1.83	0.07	0.52	1.61	1.88	0.39	0.00	0.90	0.38	0.30
23.00	3.45	0.59	0.00	1.58	1.44	1.38	0.00	1.16	0.24	0.52	0.90	0.16	0.00	1.23	0.00	0.90	1.21	0.28
24.00	3.44	0.00	0.00	2.41	0.86	1.73	0.00	1.73	0.00	0.98	0.00	0.18	0.51	0.59	0.00	0.24	0.01	0.32
25.00	3.45	0.23	0.51	2.98	1.66	2.94	0.23	0.55	0.80	0.00	2.16	0.04	0.04	2.00	0.00	0.73	0.27	0.30
26.00	3.45	1.33	0.11	0.13	3.00	0.16	0.65	0.09	0.41	1.10	0.17	0.00	0.58	0.33	0.00	1.68	0.00	0.30
27.00	3.45	1.63	0.56	0.31	1.15	0.09	0.04	1.70	0.36	0.45	1.17	1.29	1.38	0.52	0.00	0.25	1.46	0.26
28.00	3.45	0.00	0.00	0.00	0.09	1.19	0.00	0.00	1.68	0.00	1.50	0.00	0.75	1.04	0.00	1.10	0.21	0.18
29.00	3.45	2.48	0.00	0.00	0.04	0.00	0.15	0.04	1.51	0.00	0.00	0.56	1.21	0.02	0.00	0.28	0.00	0.46
30.00	3.44	0.09	0.33	2.18	1.05	1.66	0.01	1.70	0.75	0.00	0.10	1.35	0.01	1.95	0.00	0.00	1.14	0.30
31.00	3.45	0.00	0.03	1.66	0.06	0.81	0.01	2.70	0.93	2.19	0.00	0.64	0.01	1.12	0.00	0.00	0.45	0.29
32.00	3.45	0.67	0.00	1.52	0.00	0.20	0.00	1.81	0.04	0.00	0.00	0.00	2.64	0.25	0.00	0.00	0.45	0.29
33.00	3.45	0.00	0.00	1.47	0.00	1.25	0.00	0.00	0.00	0.00	1.58	0.00	1.83	0.04	0.00	0.38	0.45	0.31
34.00	3.45	0.00	0.00	0.13	0.00	0.00	0.00	0.41	3.21	0.04	0.15	0.00	2.37	1.11	0.00	0.21	0.44	0.30
35.00	3.45	0.09	0.77	1.57	0.48	0.00	0.03	0.91	0.39	0.17	0.00	0.12	0.66	0.00	0.00	0.10	0.03	0.30
36.00	3.44	1.28	0.48	0.84	0.60	0.18	0.35	0.00	0.22	0.71	0.54	2.23	0.83	0.32	0.00	0.85	0.88	0.30
37.00	3.45	2.09	0.00	2.32	1.68	0.97	0.11	0.60	1.05	0.00	0.00	2.11	2.39	0.04	0.00	0.45	0.45	0.30
38.00	3.45	0.54	0.36	1.58	0.13	0.52	0.65	0.15	0.23	0.09	0.00	2.10	1.99	1.29	0.00	0.06	0.45	0.28
39.00	3.45	0.00	1.08	1.20	0.60	0.04	0.35	0.55	1.97	1.02	0.22	1.84	0.00	0.00	0.00	0.03	0.45	0.00
40.00	3.45	0.11	0.04	0.61	1.32	1.27	0.00	0.08	0.33	0.24	0.66	0.29	2.78	0.96	0.00	1.61	0.44	0.61
41.00	3.44	0.55	0.32	0.39	0.42	2.86	0.07	2.19	0.06	0.00	0.59	0.45	1.61	0.06	0.00	0.90	0.25	0.30
42.00	3.45	1.40	0.75	0.46	0.81	1.77	0.27	1.70	0.94	0.00	0.00	0.84	1.46	0.00	0.00	0.52	0.29	0.30
43.00	3.45	3.15	0.63	0.46	0.05	1.35	0.00	0.71	0.03	1.07	0.00	0.30	0.00	1.99	0.00	0.26	0.00	0.30
44.00	3.45	0.36	0.52	0.00	0.81	0.00	0.11	0.00	0.07	0.26	0.22	0.00	0.00	2.11	0.00	1.61	1.25	0.30
45.00	3.45	0.40	1.02	0.00	1.01	0.00	0.00	1.55	1.02	2.31	0.00	0.00	0.00	0.64	0.00	0.90	0.25	0.30
46.00	3.45	0.86	0.00	0.77	3.07	0.00	0.22	0.01	0.06	0.41	0.27	0.23	0.11	1.28	0.14	0.90	0.00	0.30
47.00	3.44	1.22	0.64	0.79	0.96	1.37	1.00	0.74	0.00	0.00	0.91	0.37	0.01	0.28	0.00	0.80	0.79	0.30
48.00	3.45	0.20	0.27	1.93	0.62	2.01	0.28	0.19	0.17	0.33	0.00	0.01	0.81	1.15	0.00	0.00	0.71	0.10
49.00	3.45	0.12	0.00	1.61	0.44	0.00	0.69	1.77	0.13	0.51	0.00	0.05	1.38	0.46	0.00	1.89	0.43	0.51
50.00	3.45	0.54	0.00	0.00	0.52	2.55	0.64	2.70	0.19	1.88	0.01	0.14	1.27	1.54	0.00	0.07	0.40	0.25
51.00	3.45	0.00	0.90	0.06	2.12	0.30	0.00	0.28	0.07	0.00	0.20	1.00	1.36	0.49	0.00	0.00	0.16	0.09
52.00	3.45	1.11	0.51	0.60	3.15	0.82	0.44	0.25	1.20	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.29	0.54
53.00	3.44	1.32	1.65	0.00	0.76	0.37	0.00	0.05	1.00	0.00	0.03	0.00	1.26	0.00	0.06	1.51	0.94	0.30
54.00	3.45	0.18	0.00	0.00	1.39	1.73	0.70	0.14	0.06	0.17	0.01	1.85	1.12	0.17	0.03	0.90	0.46	0.18
55.00	3.45	0.03	0.00	1.23	0.01	1.24	0.04	0.75	0.34	0.00	0.00	0.00	0.13	2.52	0.23	0.09	0.45	0.42
56.00	3.45	0.27	0.00	1.33	3.64	0.14	1.63	0.06	0.00	0.71	0.00	0.00	1.10	2.10	0.00	0.00	0.45	0.30
57.00	3.45	1.50	0.21	2.46	0.86	1.02	0.51	0.03	0.00	0.71	0.00	0.00	0.00	0.88	0.42	0.17	0.45	0.30
58.00	3.44	2.49	0.75	1.34	0.49	1.07	0.13	0.45	0.00	0.54	0.00	0.77	0.00	0.18	0.00	0.64	0.45	0.30
59.00	3.45	0.40	0.50	1.73	0.06	0.60	1.54	0.60	0.00	2.27	0.00	0.00	0.07	0.00	0.00	0.15	0.45	0.30
60.00	3.45	1.94	0.26	0.00	0.00	0.56	2.70	0.39	0.00	0.00	0.00	1.59	0.25	1.10	0.00	0.71	0.44	0.29
61.00	3.45	1.10	2.03	0.02	0.17	0.03	2.85	0.75	0.00	0.37	1.23	0.32	0.52	0.00	0.38	0.31	0.45	0.30
62.00	3.45	0.00	1.31	0.99	0.00	0.27	1.05	1.18	0.00	0.04	2.41	0.06	1.72	0.00	0.39	0.98	0.45	0.30
63.00	3.45	0.19	1.44	0.00	0.00	0.17	0.00	0.76	0.00	0.44	2.39	1.73	1.37	2.38	0.04	0.00	0.45	0.30
64.00	3.44	1.59	0.04	0.65	1.15	1.63	0.45	0.72	0.38	1.10	1.53	1.54	0.71	1.11	0.00	0.06	0.45	0.30
65.00	3.45	0.84	0.24	0.58	2.20	2.84	0.69	2.96	0.71	0.13	0.30	0.57	0.07	0.41	0.00	1.35	0.21	0.30
66.00	3.45	0.97	0.04	0.37	0.85	2.79	0.76	2.27	0.06	0.39	0.00	0.00	0.85	0.52	0.18	0.11	0.00	0.30
67.00	3.45	2.16	0.46	1.58	0.58	0.74	0.78	0.20	1.25	0.00	2.18	0.00	0.00	0.00	0.00	0.00	0.00	0.30
68.00	3.45	1.56	0.12	0.42	0.21	0.27	0.00	3.52	0.25	0.39	2.41	0.78	0.00	0.11	0.00	0.29	0.68	0.30
69.00	3.45	0.38	0.63	0.88	0.79	0.20	0.00	0.19	0.00	1.72	1.04	0.33	0.00	1.26	0.00	1.43	1.15	0.29
70.00	3.44	0.00	0.00	0.00	2.34	0.40	1.00	0.00	0.54	0.00	2.93	0.87	0.63	0.07	0.00	0.84	0.45	0.00
71.00	3.45	0.00	0.00	0.85	0.12	0.00	0.00	2.44	0.00	0.00	0.03	1.52	1.32	1.42	0.00	0.17	0.45	0.00
72.00	3.45	0.00	0.00	2.93	0.75	0.06	0.46	2.43	0.00	0.13	0.94	0.60	0.03	1.18	0.00	1.45	0.45	0.22
73.00	3.45	0.00	0.19	0.00	0.01	0.06	0.97	1.33	0.00	1.11	1.76	0.03	0.89	0.00	0.00	0.89	0.44	0.99
74.00	3.45	0.00	0.11	0.39	0.78	1.17	1.06	0.68	3.27	0.11	0.13	0.83	0.22	0.46	0.00	0.64	0.45	0.25
75.00	3.44	0.98	0.85	0.43	0.00	0.86	1.33	0.63	0.00	0.97	0.00	0.00	1.70	0.84	0.00	0.00	0.45	0.35
76.00	3.45	0.00	0.03	0.25	2.85	0.46	3.26	0.63	3.04	0.15	0.00	0.00	1.19	0.00	0.00	1.03	0.45	0.06
77.00	3.45	0.30	0.34	0.75	1.16	0.69	1.14	0.00	0.88	0.00	0.23	0.00	1.62	1.14	0.00	0.33	0.45	0.54
78.00	3.45	0.03	0.00	0.00	0.00	0.00	0.28	0.00	2.28	0.77	1.42	1.96	0.00	0.00	0.00	0.86	0.45	0.30
79.00	3.45	0.93	0.03	3.64	0.06	3.70	0.00	0.00	0.00	0.00	0.47	0.59	0.31	0.18	0.00	0.00	0.45	0.29
80.00	3.45	0.00	0.18	3.00	0.51	1.56	0.49	0.00	0.00	0.88	0.63	0.00	1.51	0.36	0.00	0.00	0.13	0.19
81.00	3.44	0.67	0.00	1.30	1.11	0.20	2.39	1.16	0.64	0.70	0.15	0.00	0.63	0.08	0.00	0.00	0.76	0.42
82.00	3.45	0.00	1.11	0.00	1.26	0.00	0.00	0.00	0.09	0.63	3.29	0.00	1.05	0.51	0.00	1.02	0.21	0.14
83.00	3.45	0.06	1.24	0.32	3.01	0.81	0.73	0.04	0.51	0.06	0.92	0.00	0.00	0.00	0.00	0.00	0.00	0.09
84.00	3.45	2.07	0.57	0.12	3.00	1.57	1.03	0.12	0.24	0.00	0.95	0.92	0.22	1.15	0.00	0.00	0.00	0.67
85.00	3.45	2.13	0.49	0.00	1.09	0.73	2.58	0.00	0.11	0.00	0.00	0.00	1.43	0.00	0.00	1.41	0.85	0.30
86.00	3.45	2.63	0.00	0.00	2.03	0.17	2.84	0.00	0.83	0.51	1.83	0.00	0.46	0.32	0.00	0.89	0.96	0.21
87.00	3.44	0.00	1.41	1.62	1.18	0.68	1.19	0.41	0.00	0.00	0.15	0.77	0.69	1.68	0.00	0.90	0.45	0.17
88.00	3.45	0.04	0.12	0.81	0.57	0.26	0.19	3.29	0.00	0.00	0.00	0.00	0.04	2.97	0.00	0.89	0.45	0.00
89.00	3.45	0.07	0.00	0.04	2.48	0.53	0.34	0.00	0.15	0.93	0.00	0.07	1.00	1.67	0.00	0.90	0.45	0.78
90.00	3.45	0.00	0.00	0.00	0.99	0.24	0.35	1.60	0.13	2.03	0.33	1.16	0.00	1.62	0.00	0.52	0.44	0.14
91.00	3.45	1.80	0.31	0.00	0.00	2.56	2.36	0.22	2.05	0.00	0.78	0.24	1.15	0.73	0.00	0.00	0.46	0.00
92.00	3.45	0.51	0.13	0.00	0.00	2.66	0.43	1.20	0.00	0.13	0.11	1.88	1.37	0.99	0.00	0.03	0.12	0.79
93.00	3.44	0.00	0.15	0.00	1.41	0.26	1.81	0.46	0.00	0.00	0.66	0.00	1.17	1.01	0.00	1.81	0.00	0.30
94.00	3.45	1.72	0.29	0.00	0.24	0.00	0.00	2.50	0.00	0.00	0.00	0.00	0.04	0.69	0.00	0.05	0.17	0.30
95.00	3.45	0.00	0.00	3.00	0.04	0.46	1.06	0.00	3.33	0.00	0.37	1.17	0.00	0.90	0.00	0.00	0.00	0.30
96.00	3.45	2.41	0.06	0.41	1.23	0.00	0.21	0.01	0.28	0.00	0.80	0.56	0.51	0.82	0.00	1.10	1.42	0.30
97.00	3.45	0.14	1.42	0.68	0.13	1.61	0.34	2.49	0.07	0.00	0.00	0.27	0.88	2.24	0.00	1.70	0.45	0.12
98.00	3.44	0.00	0.01	1.40	0.23	0.00	0.87	0.40	0.07	0.00	0.78	0.01	1.92	1.77	0.00	0.73	0.44	0.49
99.00	3.45	0.00	1.30	0.12	3.12	0.00	1.21	0.83	0.00	0.00	1.44	1.56	0.95	0.00	0.00	0.00	0.45	0.07
100.00	3.45	2.19	0.16	0.00	2.21	0.00	0.06	0.00	0.00	0.00	2.31	1.58	0.30	1.11	0.06	0.41	0.45	0.04
101.00	3.45	0.72	0.00	0.65	0.50	0.00	0.04	0.63	0.22	0.00	0.41	0.00	0.09	2.17	2.35	0.51	0.45	0.47
102.00	3.45	0.00	0.00	1.32	0.00	0.03	1.74	0.18	0.97	0.00	0.19	0.34	0.17	2.10	0.01	1.20	0.45	0.00
103.00	3.45	2.27	2.75	0.27	0.45	0.90	0.78	0.84	0.00	0.00	0.10	2.49	0.65	0.26	0.00	0.09	0.45	0.00
104.00	3.44	0.79	0.00	1.90	0.04	1.08	3.72	0.98	0.00	0.00	0.06	0.00	0.00	0.21	0.00	0.00	0.45	0.67
105.00	3.45	0.00	0.01	0.25	2.61	0.00	0.36	0.00	0.00	0.00	1.55	0.36	0.02	1.43	0.00	0.00	0.45	0.00
106.00	3.45	0.94	0.90	0.15	3.00	0.27	1.06	0.00	0.17	0.00	0.00	0.04	0.04	1.56	0.06	1.85	0.44	0.06
107.00	3.45	0.00	0.00	0.35	2.64	0.14	1.68	0.00	0.51	1.55	0.00	0.03	0.32	0.32	0.00	0.88	0.42	0.52
108.00	3.45	0.00	0.00	0.00	0.36	0.09	0.45	0.00	0.00	0.00	0.00	2.29	2.11	0.54	0.00	0.93	0.49	1.00
109.00	3.45	0.11	0.00	0.01	2.77	0.72	1.35	0.52	0.09	0.00	0.00	0.29	0.28	2.49	0.00	0.86	0.45	0.29
110.00	3.44	0.00	0.00	1.13	2.22	1.06	0.39	0.67	0.15	0.00	0.00	0.03	0.01	2.10	0.00	0.00	0.45	0.30
111.00	3.45	1.04	0.37	0.01	2.48	1.43	0.00	0.26	0.91	0.78	0.00	2.01	0.20	0.61	0.00	1.69	0.40	0.06
112.00	3.45	0.00	0.21	0.57	3.00	0.06	2.14	0.15	0.00	1.05	2.29	2.12	0.16	0.48	0.00	0.00	0.31	0.26
113.00	3.45	0.44	0.54	0.69	3.00	3.84	0.04	0.86	0.03	0.00	0.08	0.98	0.00	0.23	0.00	1.77	0.00	0.01
114.00	3.45	0.00	0.44	1.21	0.88	0.84	0.36	0.58	0.29	1.60	1.61	0.00	0.00	0.59	0.03	0.39	0.00	0.02
115.00	3.44	0.00	0.61	1.10	0.00	2.25	0.37	0.00	0.52	0.00	0.00	0.36	1.02	0.25	0.00	0.07	1.20	0.00
116.00	3.45	0.67	0.00	1.07	0.06	1.49	0.00	0.00	0.00	1.22	1.78	0.36	0.00	0.93	0.00	0.16	0.31	0.42
117.00	3.45	1.68	0.00	0.21	1.80	0.00	0.00	0.72	0.57	0.41	0.59	0.00	2.03	0.00	0.00	1.04	0.00	1.12
118.00	3.45	0.74	0.00	0.60	0.20	2.55	0.00	0.29	0.72	0.78	1.31	0.07	1.03	0.51	0.00	0.00	0.08	0.30
119.00	3.45	3.45	1.74	0.00	0.45	1.88	0.93	0.30	0.00	0.01	0.32	0.52	0.47	0.19	0.00	0.00	0.46	0.29
10.1.1.1	3.82	25.07
10.1.1.2	0.89	935.84
10.1.1.3	0.41	1237.91
10.1.1.4	0.94	913.29
10.1.1.5	1.13	790.83
10.1.1.6	0.94	1105.12
10.1.1.7	0.71	769.23
10.1.1.8	0.77	693.61
10.1.1.9	0.57	851.95
10.1.1.10	0.44	1221.43
10.1.1.11	0.68	1729.19
10.1.1.12	0.63	866.88
10.1.1.13	0.90	1019.40
10.1.1.14	0.89	803.82
10.1.1.15	0.06	2196.27
10.1.1.16	0.66	853.52
10.1.1.17	0.47	1094.23
10.1.1.18	0.34	1566.79
