Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.801s)
CreateVariables () DONE !!!
Creating 17 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16
2.00	4.80	0.00	0.00	0.96	0.80	0.06	0.72	0.36	0.00	0.00	0.00	0.59	0.35	0.23	0.00	0.00	0.00
3.00	4.80	2.40	1.98	0.00	0.39	0.00	0.14	0.00	0.06	0.35	0.00	0.55	0.53	0.02	0.00	0.00	0.00
4.00	4.81	0.92	2.84	0.39	0.34	0.62	2.64	0.45	0.00	0.89	0.00	0.49	0.00	0.00	0.48	0.00	0.58
5.00	4.80	3.29	1.64	0.12	0.04	1.49	0.03	2.25	0.00	0.00	0.33	0.06	0.62	0.00	0.12	0.46	1.91
6.00	4.80	0.35	0.05	2.15	0.04	1.10	0.57	1.00	0.00	1.93	0.32	0.40	0.70	0.03	1.43	0.01	1.01
7.00	4.81	4.27	2.19	1.11	0.00	0.75	0.54	0.28	0.00	0.48	0.00	0.42	0.86	0.00	0.00	0.18	0.21
8.00	4.80	0.05	0.74	0.00	0.00	0.54	0.15	3.66	0.00	0.15	0.00	0.00	2.66	0.00	2.43	0.07	0.04
9.00	4.80	0.04	3.49	0.09	0.00	0.00	1.83	0.57	0.00	0.00	0.00	1.18	0.85	0.82	0.39	0.00	0.00
10.00	4.81	0.22	3.44	1.45	0.00	0.00	3.00	2.01	0.00	0.00	0.00	0.58	2.20	0.04	0.02	0.99	2.15
11.00	4.80	1.02	0.56	0.00	0.11	0.00	0.00	0.27	0.00	0.01	0.00	0.00	0.00	0.00	0.49	2.31	0.00
12.00	4.81	1.01	0.01	0.00	1.47	0.00	0.00	2.07	0.00	0.00	0.00	1.11	0.24	0.00	0.24	0.68	0.55
13.00	4.80	3.58	0.52	0.07	0.00	0.00	1.55	2.85	0.00	0.00	0.00	0.82	0.01	0.66	0.30	0.00	0.00
14.00	4.80	0.17	0.00	0.84	0.00	0.00	0.00	2.73	0.00	0.06	0.00	0.00	0.00	0.00	0.00	0.34	0.00
15.00	4.81	0.00	0.00	1.20	0.00	0.00	0.00	0.32	0.00	0.00	0.00	0.00	0.00	0.43	0.00	2.21	0.01
16.00	4.80	0.63	0.10	1.51	0.00	1.41	0.00	1.64	0.00	0.00	0.00	1.30	0.10	0.00	0.53	0.00	0.00
17.00	4.80	1.03	0.65	1.27	0.00	0.28	2.89	0.00	0.00	0.00	0.00	2.40	0.30	0.36	0.10	0.29	0.00
18.00	4.81	0.00	0.68	0.06	0.00	0.78	1.01	2.80	0.00	0.00	0.00	1.28	0.00	0.06	0.13	1.88	0.19
19.00	4.80	0.00	4.21	1.46	0.00	0.00	0.74	0.35	0.00	0.00	0.00	0.77	0.00	0.69	0.14	1.72	0.71
20.00	4.80	3.03	3.45	0.00	0.57	0.38	2.40	0.20	0.78	0.00	0.00	0.59	0.00	0.67	0.77	1.95	0.54
21.00	4.81	1.27	1.22	0.24	0.00	2.63	1.17	0.39	0.03	0.00	0.00	0.72	1.38	0.00	1.14	1.30	0.00
22.00	4.80	3.87	0.33	0.46	0.00	0.97	1.06	1.82	0.00	0.00	0.00	0.12	0.06	0.00	1.96	0.23	2.11
23.00	4.80	3.60	0.93	2.60	0.00	0.35	0.00	0.00	0.36	0.00	0.00	0.04	0.00	1.06	1.92	1.32	1.78
24.00	4.80	0.01	0.05	0.74	0.00	2.48	0.57	1.39	0.02	0.00	0.00	2.43	0.57	0.12	0.34	0.41	0.38
25.00	4.80	0.00	0.00	0.09	0.00	2.48	0.96	1.08	1.09	0.00	0.00	2.40	0.48	0.00	0.00	0.00	0.00
26.00	4.81	0.00	3.49	0.51	0.00	0.20	0.00	1.24	0.00	0.00	0.00	2.27	0.00	0.24	2.00	0.51	1.45
27.00	4.80	3.17	0.02	2.54	0.00	0.00	0.30	0.46	1.30	0.00	0.00	0.40	1.03	0.15	0.00	1.58	0.02
28.00	4.80	0.15	0.02	1.25	0.00	4.12	0.05	0.10	2.64	0.00	0.00	3.31	0.34	0.00	0.97	0.00	0.96
29.00	4.81	0.58	3.03	1.37	0.00	2.27	0.00	0.13	2.70	0.00	0.00	1.54	0.31	0.00	0.04	0.00	1.55
30.00	4.80	2.01	0.39	2.98	0.00	0.62	0.00	0.86	2.70	0.00	0.00	0.00	0.17	0.38	0.32	0.00	1.81
31.00	4.80	3.26	2.20	0.41	0.00	0.00	1.15	0.99	0.42	0.00	0.00	0.62	2.77	1.21	0.14	0.00	0.42
32.00	4.81	3.59	2.25	0.29	0.00	0.06	0.00	0.12	0.00	0.00	0.00	0.00	2.40	0.00	0.00	0.00	2.41
33.00	4.80	1.23	3.09	0.06	0.00	0.00	0.00	1.53	0.05	0.00	0.00	0.00	0.72	0.00	0.02	0.00	0.65
34.00	4.81	0.96	3.09	0.15	0.00	0.17	0.00	0.03	0.00	0.00	0.00	0.00	0.15	0.30	0.03	0.00	1.85
35.00	4.80	0.18	3.41	0.47	0.25	0.00	0.00	1.93	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00	1.78
36.00	4.80	0.00	0.00	0.00	0.61	0.00	2.63	0.88	0.00	0.00	0.00	0.00	1.65	0.00	0.00	0.00	0.44
37.00	4.81	1.45	1.55	0.03	0.03	0.00	3.00	0.00	0.00	0.00	0.20	0.00	0.13	0.00	0.77	0.00	0.21
38.00	4.80	0.78	0.87	0.00	0.00	0.00	2.05	1.11	0.00	0.00	0.00	0.00	0.17	0.82	0.55	0.00	1.66
39.00	4.80	0.12	2.29	1.83	0.00	0.00	1.12	0.00	0.00	0.00	1.45	0.48	0.29	0.11	0.43	0.00	1.63
40.00	4.81	1.75	2.27	0.30	0.00	0.00	0.00	1.84	0.00	0.00	0.17	1.33	0.00	0.00	0.04	0.00	0.00
41.00	4.80	0.00	0.75	0.01	0.00	2.23	0.00	1.74	0.00	0.00	0.00	0.00	1.99	0.00	1.15	0.00	0.07
42.00	4.80	0.00	0.22	0.00	0.00	0.81	0.50	1.20	0.00	0.00	0.00	0.41	2.26	0.11	0.27	0.00	1.62
43.00	4.81	0.00	0.00	0.00	0.00	0.00	2.74	0.25	0.00	0.00	0.00	0.48	2.61	0.00	0.75	0.81	0.60
44.00	4.80	0.00	0.00	0.00	0.00	0.00	0.71	0.52	0.00	0.00	0.39	0.00	2.40	0.00	2.15	0.15	0.00
45.00	4.81	0.00	0.04	0.01	0.00	0.00	0.80	0.00	1.34	0.00	0.00	0.31	1.39	0.00	0.11	1.27	0.00
46.00	4.80	0.00	0.28	0.00	0.00	0.00	1.98	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.39
47.00	4.80	0.72	0.00	0.00	0.00	0.00	0.50	0.00	3.01	0.00	0.00	0.00	0.64	0.00	0.00	0.61	1.03
48.00	4.81	0.99	0.00	0.02	0.00	0.00	0.46	0.00	0.02	0.12	3.26	0.00	0.43	0.00	0.00	0.00	0.13
49.00	4.80	0.14	0.33	0.00	0.00	1.16	0.02	0.16	0.45	1.63	1.64	0.00	0.42	1.81	0.00	0.03	0.54
50.00	4.80	1.91	0.18	0.52	0.00	0.00	0.00	0.00	0.00	1.45	0.00	0.00	0.10	0.00	0.00	0.96	1.38
51.00	4.81	0.00	1.99	0.10	0.00	0.99	2.24	0.00	0.20	0.00	0.74	0.00	0.00	0.00	0.00	0.04	1.81
52.00	4.80	0.00	1.52	2.04	0.00	0.00	0.00	0.16	0.43	0.00	0.00	2.35	1.16	0.00	2.16	1.15	1.17
53.00	4.80	0.00	0.00	0.17	0.54	0.00	0.00	0.01	1.25	0.00	0.00	2.40	1.06	0.00	1.82	1.33	0.08
54.00	4.81	0.02	0.17	1.38	0.00	0.00	0.32	0.00	0.00	0.00	0.00	2.14	0.45	0.00	0.81	0.16	1.03
55.00	4.80	1.46	1.63	0.51	0.59	0.00	1.11	3.20	3.45	0.00	0.00	1.25	0.00	0.00	0.03	0.00	0.20
56.00	4.81	0.00	3.46	0.82	0.00	0.00	0.58	1.23	0.96	0.00	0.00	0.52	0.12	0.00	0.07	2.00	0.00
57.00	4.80	0.52	3.00	0.06	0.00	0.00	1.13	0.57	0.97	0.00	0.00	1.41	0.00	0.00	0.02	2.25	0.00
58.00	4.80	0.15	0.33	0.12	2.34	0.00	0.06	0.99	2.25	0.00	0.00	2.41	0.00	0.00	0.00	1.96	0.00
59.00	4.81	0.96	0.00	0.00	0.00	0.48	0.03	0.78	1.99	0.00	0.00	1.63	0.66	0.00	0.00	0.19	0.11
60.00	4.80	0.06	0.00	2.94	0.00	0.00	0.43	1.93	1.70	0.00	0.00	0.00	0.43	0.00	0.00	0.20	0.00
