Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.700s)
CreateVariables () DONE !!!
Creating 11 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10
2.00	4.80	1.99	0.48	0.00	0.75	0.00	0.00	0.00	0.00	0.21	1.23
3.00	4.80	2.40	0.00	0.00	0.75	0.00	1.39	0.00	1.12	0.05	0.45
4.00	4.81	0.19	0.00	0.00	2.38	0.00	1.51	0.00	0.23	0.00	0.00
5.00	4.80	1.36	0.47	0.35	2.34	1.92	0.10	1.62	0.03	1.22	0.00
6.00	4.80	0.18	0.00	0.82	1.08	0.33	1.75	0.06	1.20	0.01	0.92
7.00	4.81	3.21	3.13	0.00	0.28	0.24	0.19	2.84	0.00	1.12	0.71
8.00	4.80	1.10	0.00	0.00	1.89	0.00	0.12	2.70	0.00	0.00	2.39
9.00	4.80	1.96	0.00	0.00	2.98	0.27	0.12	1.37	0.00	0.00	1.73
10.00	4.81	3.84	1.41	0.00	0.00	2.75	0.00	0.54	0.00	0.71	0.00
11.00	4.80	0.02	0.13	0.00	0.00	2.83	0.00	0.00	0.00	0.70	1.95
12.00	4.80	3.16	0.00	0.00	0.00	0.08	2.57	0.00	0.00	0.00	0.21
13.00	4.80	1.74	0.00	0.55	0.48	2.17	1.10	1.75	0.05	0.04	0.24
14.00	4.80	0.21	2.04	0.00	2.05	0.73	0.28	0.88	0.01	0.01	1.16
15.00	4.81	0.56	0.54	0.00	0.19	3.24	0.03	1.33	0.00	0.00	0.40
16.00	4.80	0.60	0.00	0.00	0.04	2.84	3.00	2.70	0.38	0.00	0.03
17.00	4.80	1.62	0.97	0.00	0.00	0.59	0.00	0.53	0.00	0.77	0.65
18.00	4.81	4.05	0.46	0.00	0.00	0.55	0.28	0.26	0.26	0.00	0.00
19.00	4.80	3.10	0.39	0.00	0.30	0.24	2.26	0.65	0.00	0.00	0.03
20.00	4.80	0.08	0.00	0.00	2.02	0.00	0.00	0.73	0.00	0.74	0.03
21.00	4.81	1.82	1.14	0.00	1.47	0.43	0.89	0.18	0.00	0.61	0.38
22.00	4.80	1.92	0.10	0.00	0.01	0.04	0.00	0.01	0.00	0.00	1.16
23.00	4.81	0.00	0.94	0.00	0.00	0.45	2.71	0.00	0.00	1.09	0.09
24.00	4.80	0.00	1.47	0.00	0.00	0.61	0.73	0.01	0.00	0.52	0.00
25.00	4.80	0.00	1.18	0.00	0.17	1.32	1.84	0.48	0.00	0.00	0.72
26.00	4.81	0.00	2.85	0.00	1.12	2.95	0.00	0.46	0.00	2.67	0.12
27.00	4.80	0.00	1.36	0.00	0.00	2.85	2.74	0.95	0.00	0.24	0.86
28.00	4.80	0.00	0.00	1.74	0.00	2.85	0.17	0.00	0.00	0.17	2.16
29.00	4.81	0.00	0.39	0.00	1.59	2.32	1.52	0.00	0.00	0.25	0.29
30.00	4.80	0.27	1.50	0.00	1.41	1.25	0.76	0.00	0.00	0.00	0.66
31.00	4.80	2.50	1.70	0.00	0.00	1.00	0.03	0.00	0.00	2.71	0.00
