Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.851s)
CreateVariables () DONE !!!
Creating 23 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22
2.00	3.44	3.44	0.00	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.17	0.06
3.00	3.45	3.45	0.00	0.00	0.00	0.00	0.00	0.00	1.56	0.00	0.00	0.00	0.00	0.44	0.00	0.00	0.00	0.00	0.00	1.10	0.00	0.00	0.83
4.00	3.45	3.45	0.00	3.18	0.00	0.74	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.72	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.45
5.00	3.45	3.45	0.04	0.07	0.33	0.27	0.35	0.00	1.03	0.00	0.77	0.00	1.45	0.27	0.42	0.01	0.00	0.00	0.53	0.03	1.53	0.19	0.12
6.00	3.45	3.45	0.44	0.98	0.68	0.10	0.15	0.00	0.38	0.00	0.95	0.00	0.34	0.00	0.12	0.00	0.00	1.78	0.06	1.83	0.40	0.75	0.25
7.00	3.44	3.44	0.87	0.01	1.21	0.79	0.39	1.54	0.34	0.00	0.00	0.00	0.09	1.70	0.03	0.00	0.00	0.00	0.21	0.92	0.00	0.00	0.29
8.00	3.45	3.45	0.25	0.03	0.41	0.15	0.00	0.02	3.17	0.00	1.26	0.00	0.00	0.00	0.69	0.00	0.00	0.00	1.11	1.18	0.00	0.01	0.51
9.00	3.45	3.45	1.92	0.27	2.25	0.15	0.57	0.45	2.99	0.00	0.53	0.00	0.87	0.15	0.48	0.00	0.00	0.00	0.75	0.64	0.05	0.00	1.08
10.00	3.45	3.45	0.53	0.98	1.35	0.01	0.43	0.35	0.61	1.40	0.14	0.00	0.17	1.96	0.93	0.00	0.03	1.46	0.30	0.79	0.00	0.04	0.45
11.00	3.45	3.45	0.00	0.20	0.00	0.69	0.47	0.60	1.81	0.00	0.40	1.63	0.00	0.57	0.54	0.00	0.00	1.48	0.00	0.31	0.00	0.00	0.30
12.00	3.45	3.45	1.75	0.88	3.56	0.73	0.35	0.00	2.05	0.00	1.49	1.14	0.00	0.07	0.94	0.00	0.00	1.00	0.66	0.06	0.00	0.00	0.00
13.00	3.44	3.44	0.18	0.00	0.21	0.06	0.15	0.82	3.00	2.05	2.25	1.28	0.58	0.08	0.60	0.00	0.00	0.54	0.00	0.00	0.00	0.00	0.00
14.00	3.45	3.45	0.60	0.14	3.60	0.09	0.05	0.04	0.79	0.09	0.59	0.00	0.00	0.33	0.15	0.00	0.00	0.00	0.65	0.00	0.00	0.00	0.00
15.00	3.45	3.45	1.62	0.41	0.61	2.32	1.02	0.07	0.18	0.42	0.02	0.87	0.00	0.14	0.00	0.00	0.00	0.20	0.00	0.00	0.00	0.00	0.00
16.00	3.45	3.45	0.12	0.58	0.00	1.75	0.00	0.70	0.13	0.00	0.78	1.72	0.71	0.00	0.30	0.11	0.00	1.99	0.00	0.00	0.00	0.00	0.00
17.00	3.45	3.45	0.00	0.53	1.38	0.00	0.00	0.00	1.90	0.65	0.93	0.59	0.06	0.07	1.14	0.00	2.04	0.03	0.00	0.00	0.00	0.00	0.00
18.00	3.45	3.45	2.81	0.99	0.16	0.21	0.00	0.00	0.73	0.53	0.09	0.14	0.00	0.00	1.13	0.00	0.46	0.00	0.51	0.16	0.00	0.00	0.00
19.00	3.44	3.44	1.16	0.33	0.83	0.00	0.10	1.24	2.71	0.66	0.00	0.62	0.00	3.13	0.00	0.00	1.66	0.36	0.86	1.27	0.00	0.00	0.24
20.00	3.45	3.45	1.72	0.00	0.00	0.01	0.33	0.00	0.15	0.60	0.00	0.00	0.94	0.67	1.05	0.00	0.15	1.75	0.00	0.32	0.00	0.00	0.95
21.00	3.45	3.45	0.00	0.23	3.48	1.42	0.20	0.00	2.04	0.00	1.23	2.32	0.22	0.46	0.66	0.00	0.00	0.09	0.03	0.12	0.00	0.00	0.33
22.00	3.45	3.45	1.79	2.10	2.73	0.41	1.29	0.21	0.17	0.00	0.00	0.26	2.77	0.24	0.00	1.62	0.00	0.00	0.42	0.00	0.00	0.00	0.00
23.00	3.45	3.45	0.00	0.00	0.75	0.00	0.00	2.13	3.40	0.37	0.13	0.24	0.00	2.39	0.11	0.14	2.02	0.00	0.06	0.17	0.00	0.93	0.15
24.00	3.44	3.44	1.69	1.14	0.16	0.00	0.00	0.69	0.69	0.13	2.34	0.00	0.00	0.00	0.13	0.20	0.44	0.13	0.42	1.52	0.00	0.00	0.45
