Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.778s)
CreateVariables () DONE !!!
Creating 24 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22	ap-23
2.00	0.40	3.14	2.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.06	0.00	0.00	0.00	0.00	0.00	0.00
3.00	0.15	3.15	3.00	0.00	0.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.29	0.41	0.00	0.04	0.00	0.00	0.00	0.00
4.00	1.26	3.15	3.00	0.00	0.63	0.00	0.00	2.33	0.00	0.00	0.00	1.75	0.00	0.00	0.00	0.80	1.45	0.42	0.00	0.00	0.00	0.00	0.00	0.00
5.00	1.43	3.15	3.00	0.04	0.03	0.00	0.06	0.15	2.25	0.06	0.00	0.00	0.11	1.14	0.01	0.91	0.25	0.00	0.04	0.00	2.10	0.15	0.21	0.23
6.00	4.05	3.15	3.00	0.00	0.14	0.00	0.00	1.87	1.86	1.23	0.00	0.00	0.62	0.28	1.64	1.49	0.00	1.42	0.44	0.00	1.16	0.14	0.00	0.10
7.00	4.04	3.15	3.00	1.77	0.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.95	0.00	0.18	0.29	0.00	1.64	0.00	0.00	1.69
8.00	4.05	3.15	3.00	0.00	0.26	0.00	0.00	0.00	0.15	0.37	0.00	0.52	0.07	0.12	0.39	1.95	0.49	0.09	0.00	0.00	1.66	0.00	0.48	0.89
9.00	4.04	3.15	3.00	0.03	0.34	0.00	0.00	0.71	0.16	0.08	0.00	0.00	0.08	0.07	0.26	1.95	0.49	0.00	0.68	0.36	1.64	0.00	0.60	0.90
10.00	4.05	3.15	3.00	0.68	0.16	0.00	0.00	0.01	0.07	0.27	0.00	0.00	1.52	0.00	0.42	1.95	1.39	2.83	0.00	0.17	0.58	0.00	0.00	0.89
11.00	4.05	3.15	3.00	0.43	0.01	0.53	0.00	0.00	0.73	0.44	0.00	0.86	0.00	0.12	0.20	1.95	1.80	1.80	0.00	0.71	0.00	0.00	0.61	0.90
12.00	4.04	3.15	3.00	0.08	0.26	0.00	0.93	0.00	0.00	0.00	0.00	0.69	0.00	0.06	0.43	1.95	0.92	1.81	1.81	0.29	0.00	0.00	0.00	0.90
