Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.802s)
CreateVariables () DONE !!!
Creating 22 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21
2.00	3.74	3.44	3.29	0.00	0.64	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.35	0.00	0.53	0.00	0.00	0.00	0.00	0.00	0.11
3.00	3.75	3.45	3.30	0.45	0.15	2.12	0.00	0.69	0.00	0.00	0.27	0.00	0.00	0.00	0.00	0.06	0.42	0.00	0.04	0.06	0.00	1.10
4.00	3.75	3.45	3.30	0.41	0.48	2.70	0.00	0.45	0.00	0.00	0.37	0.00	0.00	0.46	3.09	0.21	0.21	0.00	0.00	0.00	0.00	1.51
5.00	3.74	3.45	3.30	0.00	0.00	2.70	0.63	0.00	0.00	0.06	1.05	0.00	0.46	2.58	0.01	0.00	0.00	0.00	0.00	0.00	0.03	1.49
6.00	3.75	3.45	3.30	0.09	0.56	2.70	0.59	0.00	0.00	0.00	1.84	0.00	0.70	2.26	0.00	0.21	1.11	0.00	0.00	0.84	0.48	0.88
7.00	3.75	3.44	3.30	0.63	2.08	0.70	0.00	0.00	0.00	0.00	0.00	0.00	0.53	2.24	0.00	2.87	1.22	0.00	1.26	0.00	0.15	0.00
8.00	3.75	3.45	3.30	0.57	0.70	0.06	0.00	0.00	0.00	0.00	0.27	0.00	0.00	1.02	0.14	0.98	0.00	0.00	1.95	0.00	0.00	0.00
9.00	3.74	3.45	3.30	0.35	0.18	1.05	0.22	0.06	0.00	0.00	0.35	0.00	0.00	1.66	0.00	0.06	2.84	0.00	1.95	0.00	1.02	0.16
10.00	3.75	3.45	3.29	0.00	0.00	0.33	0.00	0.06	0.00	0.00	0.95	0.00	0.66	2.26	0.18	0.08	0.00	0.00	1.89	2.64	0.00	0.00
11.00	3.75	3.45	3.30	0.56	0.04	0.72	0.03	0.40	0.04	0.00	0.06	1.57	0.48	1.08	0.00	0.00	0.65	0.00	0.28	1.66	1.17	1.03
12.00	3.74	3.45	3.30	0.68	0.13	0.53	2.37	0.82	1.43	0.00	0.00	0.56	0.65	0.47	1.05	0.70	0.24	0.04	0.27	0.03	1.92	0.06
13.00	3.75	3.44	3.30	1.21	0.54	0.09	0.61	0.03	0.28	0.00	0.74	0.77	2.74	0.15	0.57	0.00	1.92	0.00	0.27	2.60	1.66	0.00
14.00	3.75	3.45	3.30	0.52	1.17	0.15	0.00	0.00	0.16	0.00	0.67	0.00	2.25	0.80	0.17	2.93	2.24	0.00	0.35	1.64	1.64	0.06
15.00	3.75	3.45	3.30	0.10	0.12	0.53	0.00	0.00	0.18	0.00	0.00	0.73	0.18	0.00	0.00	2.27	1.91	0.00	1.31	0.47	1.39	0.69
16.00	3.74	3.45	3.30	2.68	0.57	0.35	0.34	0.00	1.39	0.00	0.00	0.65	2.64	0.00	0.00	2.25	0.00	0.00	1.95	0.34	0.00	0.77
17.00	3.75	3.45	3.30	1.54	0.35	0.00	1.00	0.00	0.63	0.00	0.00	0.97	1.04	0.00	1.43	1.04	0.67	0.00	1.96	0.06	0.43	0.00
18.00	3.75	3.45	3.29	0.00	1.11	3.47	0.00	0.00	0.65	0.00	0.70	0.00	0.96	1.98	0.00	0.07	0.09	0.00	1.33	0.00	0.20	0.09
19.00	3.75	3.44	3.30	0.09	1.12	2.70	0.12	0.00	0.12	0.00	0.52	0.84	0.00	2.26	0.89	1.33	0.27	0.00	0.38	2.36	0.00	0.05
20.00	3.75	3.45	3.30	0.13	0.52	2.70	0.00	0.33	0.00	0.00	0.00	0.64	0.00	2.24	0.00	2.25	0.06	0.00	0.00	1.66	0.45	0.00
21.00	3.75	3.45	3.30	0.00	0.00	0.58	0.00	0.00	0.13	0.00	0.00	0.61	0.00	2.25	0.00	2.25	0.00	0.00	0.62	0.56	0.84	0.00
