Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.822s)
CreateVariables () DONE !!!
Creating 19 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18
2.00	3.74	3.59	3.44	0.00	0.26	0.00	0.00	2.32	0.00	0.00	0.83	0.00	0.00	0.04	0.50	0.00	0.44	0.00	0.00
3.00	3.75	3.60	3.45	3.76	0.04	0.32	0.00	1.02	0.00	1.41	0.60	0.00	0.00	0.00	0.41	0.91	0.54	0.00	0.00
4.00	3.75	3.60	3.45	0.20	3.56	0.00	0.00	0.24	0.00	2.05	0.28	0.00	0.00	0.13	1.46	0.00	0.21	0.00	0.00
5.00	3.74	3.60	3.45	0.97	0.07	3.41	0.32	0.07	0.15	0.60	1.21	0.36	0.67	0.00	2.11	1.90	0.75	0.15	0.97
6.00	3.75	3.59	3.45	0.00	0.64	2.85	0.32	0.08	1.85	0.61	2.40	0.67	0.52	0.86	2.10	0.04	0.14	0.55	0.84
7.00	3.75	3.60	3.44	0.86	0.27	2.09	0.01	0.38	2.42	2.34	1.77	0.04	0.15	0.37	1.76	0.00	0.49	0.18	0.10
8.00	3.75	3.60	3.45	3.14	0.00	0.82	0.44	0.44	0.00	0.14	0.30	0.03	1.56	0.00	2.44	0.90	0.00	0.00	0.12
9.00	3.74	3.60	3.45	3.29	0.00	0.09	2.51	0.91	0.19	0.59	1.19	3.42	0.41	0.03	1.05	0.33	0.00	0.61	0.06
10.00	3.75	3.59	3.45	3.30	0.35	0.02	1.18	0.00	0.00	0.66	0.64	2.40	0.00	0.30	0.00	0.44	0.66	2.33	0.50
11.00	3.75	3.60	3.45	0.00	2.08	2.55	0.14	0.00	0.00	0.37	0.77	2.40	0.00	0.00	2.23	0.00	0.52	1.80	0.28
12.00	3.74	3.60	3.45	0.85	0.45	2.85	0.00	2.93	0.46	0.47	0.09	1.56	0.15	0.00	1.39	0.23	0.04	1.81	0.03
13.00	3.75	3.60	3.44	0.00	0.00	2.85	1.20	2.71	0.31	1.77	0.27	0.00	0.14	0.00	2.11	0.61	0.00	0.46	0.51
14.00	3.75	3.60	3.45	2.28	0.20	0.31	0.26	1.90	1.16	0.67	0.06	0.00	0.48	0.00	2.10	0.00	1.52	0.00	0.49
15.00	3.75	3.59	3.45	3.76	0.07	2.35	0.45	2.71	0.05	0.00	0.47	0.00	0.28	0.00	2.10	0.12	1.95	0.00	0.00
16.00	3.74	3.60	3.45	3.01	0.57	2.80	0.15	2.69	0.00	0.02	0.00	0.00	0.13	0.00	2.11	0.07	1.92	0.09	0.00
17.00	3.75	3.60	3.45	0.04	0.00	0.00	0.70	0.55	2.17	0.65	1.16	0.61	0.00	0.68	0.63	0.92	1.99	0.69	0.00
18.00	3.75	3.60	3.45	0.13	0.33	0.05	0.90	0.35	0.40	0.20	3.06	0.55	3.16	0.62	1.68	0.00	1.95	0.00	0.00
19.00	3.75	3.59	3.44	1.18	0.80	0.94	0.46	0.62	0.12	0.69	2.40	0.72	2.40	0.00	0.00	0.49	1.95	0.00	0.00
20.00	3.75	3.60	3.45	0.06	0.20	0.65	0.24	0.11	0.68	1.52	2.39	0.04	0.97	0.00	1.04	0.38	1.96	0.00	0.41
21.00	3.75	3.60	3.45	0.00	0.00	0.53	0.11	0.04	0.68	2.40	2.41	2.24	0.30	0.66	0.83	0.00	1.95	0.52	0.27
22.00	3.75	3.60	3.45	1.60	0.00	2.29	0.46	0.21	0.38	2.40	2.40	2.08	0.11	1.95	0.00	0.27	1.95	0.00	0.01
23.00	3.74	3.60	3.45	0.34	0.01	0.57	0.64	0.20	0.00	2.40	2.40	0.00	1.20	0.60	0.37	0.18	1.96	0.00	0.40
24.00	3.75	3.59	3.44	1.80	0.62	0.69	0.84	0.47	1.33	2.40	2.41	0.24	0.28	0.00	0.38	0.00	1.95	0.00	0.45
