Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.769s)
CreateVariables () DONE !!!
Creating 21 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20
2.00	4.34	4.04	0.00	0.00	0.06	0.00	0.00	0.06	1.16	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.46	0.00	0.00	0.00	0.06
3.00	4.36	4.05	0.00	0.00	0.00	0.04	0.63	0.00	0.00	0.35	0.00	2.48	0.22	0.01	1.11	0.00	0.00	0.35	0.00	0.56	0.00
4.00	4.34	4.04	0.00	0.00	0.27	0.00	0.15	0.00	0.67	0.06	0.00	1.89	0.06	0.00	0.00	0.00	0.00	1.73	0.00	1.21	1.22
5.00	4.36	4.05	4.49	0.00	0.15	0.00	1.10	0.03	0.00	0.00	0.00	0.04	0.00	0.00	0.03	0.53	0.28	0.48	0.48	0.44	0.00
6.00	4.34	4.05	3.45	0.00	1.82	0.00	2.86	0.00	0.00	0.32	0.00	0.54	0.04	0.00	0.25	2.52	1.78	2.01	0.21	0.17	0.90
7.00	4.36	4.04	3.44	0.00	0.00	0.00	1.67	0.36	0.48	0.00	0.00	0.59	0.06	0.00	0.00	1.15	1.60	1.34	0.21	0.15	0.16
8.00	4.34	4.05	3.45	0.00	0.00	2.49	0.15	0.07	1.45	0.74	0.00	0.09	0.17	0.00	0.00	0.56	0.00	0.31	0.00	1.60	1.41
9.00	4.36	4.04	3.45	0.00	1.16	0.12	2.55	0.03	0.17	0.62	0.00	0.26	0.00	0.00	0.00	1.28	0.41	2.26	0.00	1.77	1.32
10.00	4.34	4.05	3.45	0.00	0.10	2.82	0.14	0.94	0.15	0.00	0.00	0.00	0.00	0.00	0.00	0.25	1.61	0.22	1.20	0.00	1.38
11.00	4.36	4.05	3.45	0.00	0.19	1.12	1.13	0.18	1.84	0.63	0.00	1.18	0.17	0.00	0.00	0.26	0.19	0.00	0.18	0.11	0.25
12.00	4.34	4.04	3.45	0.00	0.14	2.85	0.00	0.00	0.00	0.42	0.00	0.00	0.78	0.00	0.00	1.85	2.79	0.84	0.50	0.16	0.58
13.00	4.36	4.05	3.44	0.00	0.16	2.06	0.00	0.00	0.00	2.96	0.00	0.19	0.81	0.00	0.00	0.03	1.79	0.36	1.69	1.15	0.00
14.00	4.34	4.05	3.45	0.00	0.49	0.44	0.51	1.33	2.38	0.00	2.60	0.54	0.55	0.00	0.00	0.86	0.21	0.00	0.53	2.38	0.00
15.00	4.36	4.04	3.45	0.00	0.00	0.00	0.80	0.00	1.74	0.00	1.42	0.09	1.05	0.27	0.00	0.00	0.21	0.09	1.18	1.81	0.17
16.00	4.34	4.05	3.45	0.00	0.00	0.01	2.05	0.00	0.16	0.00	0.00	0.00	0.00	0.27	0.00	1.05	0.00	0.52	0.90	1.80	1.38
17.00	4.36	4.04	3.45	0.00	0.00	0.28	2.86	0.00	0.79	0.00	1.40	0.00	0.00	1.28	0.00	0.15	0.32	0.12	0.34	1.65	0.00
18.00	4.34	4.05	3.45	0.00	0.00	0.01	2.85	1.23	3.61	0.00	0.00	1.59	0.00	0.47	0.00	0.00	0.24	0.30	0.12	0.61	0.03
19.00	4.36	4.05	3.44	0.00	0.00	0.00	2.85	0.00	2.70	0.00	0.00	0.00	0.00	0.00	0.00	0.30	0.91	0.01	1.18	1.67	0.01
20.00	4.34	4.04	3.45	0.00	0.00	0.92	2.85	0.61	2.70	0.00	0.00	0.00	0.00	0.23	0.00	0.48	0.00	0.00	0.00	1.81	0.17
