Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.818s)
CreateVariables () DONE !!!
Creating 19 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18
2.00	4.65	3.59	3.59	0.00	1.32	0.00	0.06	0.11	0.00	0.00	0.58	0.06	0.06	0.23	0.00	1.63	0.06	0.28	0.00
3.00	4.65	3.60	3.60	3.88	0.66	0.00	0.00	0.00	0.00	0.00	0.90	0.00	1.00	0.00	0.00	0.00	0.83	1.39	0.00
4.00	4.66	3.60	3.60	1.48	0.00	0.00	0.60	0.49	0.00	0.00	0.49	0.62	0.59	0.14	2.90	2.28	0.33	1.19	0.00
5.00	4.65	3.60	3.60	0.10	0.51	0.73	0.47	0.54	0.00	1.09	0.32	0.12	0.20	0.00	1.96	1.80	0.18	1.20	0.89
6.00	4.66	3.59	3.59	0.11	1.41	3.10	0.00	0.00	0.00	0.00	0.04	2.14	0.57	0.10	1.95	1.80	0.12	0.06	0.04
7.00	4.65	3.60	3.60	3.89	0.00	0.27	0.00	0.08	0.00	0.00	0.00	2.41	0.39	0.00	1.95	1.81	0.83	0.00	0.33
8.00	4.65	3.60	3.60	3.15	0.00	1.36	0.00	0.43	0.00	0.04	0.90	2.40	0.07	0.00	1.75	1.80	0.41	0.00	0.00
9.00	4.66	3.60	3.60	0.95	0.00	0.22	0.88	0.08	0.00	0.50	2.62	2.40	0.00	0.92	0.06	1.81	0.00	0.16	0.00
10.00	4.65	3.59	3.59	0.34	0.98	1.54	0.00	0.37	0.00	0.00	2.40	2.40	0.93	0.00	0.09	1.78	0.14	0.00	0.00
11.00	4.66	3.60	3.60	0.14	0.24	0.19	0.00	0.20	0.00	0.18	2.40	1.89	0.04	0.61	0.08	1.81	2.04	0.00	0.30
12.00	4.65	3.60	3.60	0.00	0.00	1.30	0.00	0.50	0.00	0.84	2.40	0.27	0.00	0.00	0.78	1.80	1.81	1.15	0.45
13.00	4.65	3.60	3.60	0.00	2.67	0.78	0.00	0.00	0.00	0.00	2.41	2.34	0.33	0.00	0.41	1.81	1.16	0.87	0.00
14.00	4.66	3.60	3.60	2.90	2.75	0.00	0.00	0.00	0.00	0.00	0.66	0.16	0.57	0.00	0.13	1.67	0.14	1.43	1.37
15.00	4.65	3.59	3.59	0.09	0.00	3.64	0.00	0.00	0.00	0.00	1.26	0.00	0.15	0.00	0.00	0.00	1.14	1.08	0.43
16.00	4.66	3.60	3.60	0.00	0.14	2.71	0.00	0.00	0.00	0.19	0.00	3.23	1.07	0.00	2.86	0.58	0.36	0.05	1.05
17.00	4.65	3.60	3.60	0.29	0.51	2.43	0.00	0.14	0.00	0.00	0.87	2.13	0.17	0.00	1.73	0.00	0.19	0.12	1.70
18.00	4.66	3.60	3.60	0.00	0.14	0.92	0.00	0.00	0.00	1.29	0.19	1.66	0.00	0.49	0.00	0.00	0.64	0.18	0.42
19.00	4.65	3.59	3.59	0.42	0.73	0.00	1.82	0.00	0.00	0.86	0.37	1.04	0.76	0.00	2.80	0.30	0.58	0.69	0.04
20.00	4.65	3.60	3.60	1.25	0.10	0.49	1.26	0.00	0.00	0.24	0.19	0.00	1.40	0.00	1.03	1.01	1.70	2.00	0.70
21.00	4.66	3.60	3.60	0.00	0.00	0.00	0.12	1.41	0.00	0.00	1.76	0.18	1.24	0.00	0.79	0.81	0.08	0.66	0.00
22.00	4.65	3.60	3.60	0.12	0.00	0.00	0.00	0.05	0.00	0.17	2.40	0.00	0.85	2.41	0.00	0.00	0.14	0.25	0.00
23.00	4.66	3.60	3.60	0.15	0.00	0.83	0.00	0.75	0.00	0.13	2.31	0.00	1.10	1.76	0.00	1.56	1.50	0.00	1.89
24.00	4.65	3.60	3.59	0.29	0.00	3.11	0.00	0.39	0.00	0.00	2.49	0.05	2.25	0.00	0.00	0.43	0.00	0.09	1.20
25.00	4.65	3.60	3.60	0.50	0.31	2.70	0.19	1.01	0.00	0.00	2.41	0.94	1.70	0.00	0.00	0.00	0.00	0.31	1.21
26.00	4.66	3.60	3.60	0.00	0.48	2.41	0.57	0.00	0.00	0.48	2.40	0.49	0.00	0.00	0.00	0.28	1.14	0.47	1.19
27.00	4.65	3.60	3.60	3.84	0.34	0.00	0.18	0.00	0.00	0.00	2.34	1.61	0.47	0.00	0.00	0.46	0.75	0.00	1.20
28.00	4.66	3.59	3.59	0.00	0.00	0.00	1.43	0.00	0.00	0.00	0.00	0.00	1.07	0.00	1.10	1.42	0.00	0.61	1.19
29.00	4.65	3.60	3.60	3.33	0.25	0.38	0.00	0.00	0.00	3.07	0.89	0.52	0.00	0.00	1.95	0.00	0.09	0.78	1.20
30.00	4.66	3.60	3.60	1.31	0.78	0.00	0.00	0.00	0.00	0.00	2.01	0.92	1.03	0.90	1.95	0.00	0.00	1.67	0.64
31.00	4.65	3.60	3.60	0.14	0.17	0.03	0.33	0.00	0.00	0.46	2.39	1.68	0.10	0.55	0.34	2.42	0.03	1.20	0.50
32.00	4.65	3.59	3.59	2.00	0.29	0.24	0.29	0.34	0.00	0.18	2.41	2.40	1.10	0.18	0.94	0.76	0.05	1.19	0.64
33.00	4.66	3.60	3.60	0.00	0.00	0.81	1.04	0.37	0.00	1.68	1.54	1.59	0.26	0.71	0.60	0.43	0.00	0.42	0.06
34.00	4.65	3.60	3.60	1.30	1.38	0.16	0.06	1.23	0.00	2.55	0.41	0.67	0.00	0.27	0.16	0.04	0.00	0.00	1.20
35.00	4.66	3.60	3.60	0.20	0.00	0.00	0.15	0.00	0.00	0.99	1.24	0.34	0.35	0.15	0.00	0.11	0.54	0.72	1.05
36.00	4.65	3.60	3.60	0.96	0.00	0.00	0.00	0.00	0.00	0.19	0.87	0.73	0.61	0.19	2.39	2.26	0.00	0.00	1.02
37.00	4.65	3.59	3.59	0.18	0.00	0.96	0.15	0.00	0.00	0.00	0.00	0.00	1.65	0.43	2.28	1.80	0.00	0.00	0.44
38.00	4.66	3.60	3.60	1.30	0.00	2.01	0.00	0.00	0.00	0.24	1.40	0.00	2.12	0.00	1.88	0.35	0.00	0.00	0.00
39.00	4.65	3.60	3.60	3.14	0.00	0.00	0.68	0.17	0.00	0.44	0.95	1.67	0.76	2.32	0.00	0.14	0.00	0.00	0.00
40.00	4.66	3.60	3.60	0.00	0.00	1.59	0.00	0.00	0.00	0.04	0.00	2.40	0.00	1.96	0.15	1.71	0.00	0.00	0.00
41.00	4.65	3.59	3.59	1.03	0.37	1.83	0.00	0.33	0.00	0.00	3.21	2.41	0.82	1.95	1.03	1.26	0.00	0.00	0.65
42.00	4.66	3.60	3.60	2.12	0.00	0.72	0.31	0.60	0.00	0.00	0.00	2.40	0.00	1.95	0.63	0.11	0.56	0.00	0.20
43.00	4.65	3.60	3.60	0.35	0.00	0.00	0.19	0.00	0.00	1.20	1.48	2.40	0.00	1.96	0.00	0.00	0.00	0.00	0.00
44.00	4.65	3.60	3.60	0.84	0.00	0.00	0.00	0.00	0.00	0.61	0.60	2.40	0.11	1.95	1.11	0.00	1.04	0.00	1.72
45.00	4.66	3.60	3.60	0.22	0.00	0.00	0.00	1.69	0.00	0.00	0.24	0.99	0.40	1.95	0.00	1.97	0.00	0.00	0.64
46.00	4.65	3.59	3.59	0.45	0.00	0.00	0.00	0.00	0.00	0.00	2.71	0.80	0.24	0.32	0.00	0.30	0.00	0.00	1.35
47.00	4.66	3.60	3.60	0.63	0.00	0.00	0.18	0.39	0.00	0.30	2.39	0.66	1.33	0.52	2.24	0.22	0.00	0.00	1.19
48.00	4.65	3.60	3.60	1.17	0.00	0.00	0.94	0.54	0.00	0.00	2.41	0.00	0.28	0.00	1.96	0.36	0.21	0.00	1.19
49.00	4.65	3.60	3.60	0.93	0.00	0.00	1.05	0.00	0.00	0.41	2.40	0.00	0.00	0.00	1.96	0.50	0.00	0.00	1.22
50.00	4.66	3.59	3.59	0.46	0.00	0.46	0.00	0.61	0.00	0.94	2.40	2.34	0.00	0.00	1.73	0.05	0.37	0.15	1.19
51.00	4.65	3.60	3.60	0.00	0.00	0.69	0.00	0.00	0.00	0.13	2.41	1.67	0.49	0.00	0.04	0.00	0.46	0.00	0.60
52.00	4.66	3.60	3.60	1.32	0.00	0.00	0.00	0.00	0.00	0.00	2.40	0.92	0.48	0.00	1.26	0.35	0.48	0.29	0.93
53.00	4.65	3.60	3.60	0.25	0.00	0.00	3.00	0.54	0.00	0.00	2.40	0.00	0.00	0.00	1.73	0.04	0.00	0.06	0.00
54.00	4.66	3.59	3.59	0.00	0.00	0.00	0.00	0.00	0.00	1.80	2.40	0.00	0.00	1.45	0.54	0.00	0.59	0.81	0.09
55.00	4.65	3.60	3.60	0.00	0.00	0.00	0.27	0.00	0.00	2.55	2.40	0.93	0.00	1.96	0.00	1.51	0.04	0.00	0.13
56.00	4.65	3.60	3.60	1.24	0.00	0.00	0.04	0.00	0.00	1.58	2.13	0.64	0.20	1.75	2.65	0.00	0.18	0.00	0.30
57.00	4.66	3.60	3.60	0.00	0.17	0.00	1.81	0.00	0.00	0.00	0.26	2.93	0.63	0.00	1.95	0.00	0.54	0.00	2.17
58.00	4.65	3.60	3.60	0.48	0.74	0.00	1.42	0.00	0.00	0.00	2.85	2.40	0.60	0.00	1.96	0.32	0.00	0.00	0.64
59.00	4.66	3.59	3.59	0.27	0.04	3.09	0.04	0.00	0.00	0.00	1.82	2.13	2.47	0.00	1.79	0.00	0.00	0.00	0.48
60.00	4.65	3.60	3.60	1.78	0.00	0.00	0.19	0.11	0.00	2.85	0.00	0.00	0.00	0.00	0.08	0.00	0.00	0.00	0.00
61.00	4.65	3.60	3.60	3.15	0.03	0.27	0.00	0.01	0.00	0.82	0.69	0.00	0.57	0.00	0.00	0.79	0.02	0.00	0.05
62.00	4.66	3.60	3.60	3.15	0.66	0.70	1.23	0.00	0.00	0.00	0.62	1.89	0.01	0.00	1.11	2.11	0.00	0.00	0.36
63.00	4.65	3.59	3.59	3.15	0.00	1.41	0.66	2.44	0.00	0.20	0.72	0.02	0.80	0.00	0.82	1.80	0.00	0.00	0.08
64.00	4.66	3.60	3.60	0.36	1.25	0.14	0.00	0.00	0.00	0.79	0.00	0.28	1.79	1.60	0.00	1.81	0.12	0.00	0.00
65.00	4.65	3.60	3.60	3.19	1.00	3.38	0.02	0.00	0.00	0.60	0.80	1.61	1.71	0.57	0.00	0.19	0.22	0.00	0.10
66.00	4.66	3.60	3.60	3.15	0.00	0.16	0.33	0.00	0.00	0.37	0.32	0.33	0.41	0.54	2.53	0.51	0.00	0.00	0.14
67.00	4.65	3.60	3.60	3.15	0.03	1.15	0.12	0.00	0.00	1.73	0.62	0.00	1.20	0.00	1.96	0.00	0.07	0.00	0.00
68.00	4.65	3.59	3.59	2.79	0.97	1.60	1.20	0.00	0.00	1.45	0.00	0.00	1.42	0.42	1.95	0.00	0.24	0.00	0.00
69.00	4.66	3.60	3.60	0.00	0.00	0.22	0.00	0.00	0.00	1.31	0.00	0.20	2.25	0.00	1.19	0.02	0.58	0.00	0.00
70.00	4.65	3.60	3.60	0.25	0.51	0.00	0.90	0.00	0.00	0.18	0.00	1.13	2.26	0.00	0.84	1.46	0.00	0.00	0.00
71.00	4.66	3.60	3.60	1.46	0.42	0.76	0.43	0.16	0.00	0.15	0.45	1.96	2.25	0.00	1.18	1.29	0.04	0.00	0.00
72.00	4.65	3.59	3.59	0.33	0.09	0.17	0.24	0.37	0.00	0.00	2.53	2.84	0.63	0.00	0.33	0.00	0.00	0.00	0.00
73.00	4.65	3.60	3.60	0.18	0.13	2.42	0.79	0.69	0.00	1.31	2.41	2.41	0.27	0.00	0.00	2.10	0.04	0.00	0.34
74.00	4.66	3.60	3.60	0.00	0.17	0.36	1.77	0.54	0.00	0.00	0.80	0.79	2.16	0.00	0.11	0.95	0.22	0.00	0.83
75.00	4.65	3.60	3.60	0.67	0.00	3.66	0.23	0.41	0.00	0.49	0.50	0.40	2.26	1.02	0.75	0.17	0.22	0.00	1.43
76.00	4.66	3.60	3.60	0.81	3.42	2.70	0.00	0.06	0.00	0.00	0.67	0.00	2.24	0.00	0.63	0.22	0.27	0.00	1.20
77.00	4.65	3.60	3.60	0.01	0.00	2.70	0.53	0.29	0.00	1.58	0.00	0.92	0.39	0.00	0.00	0.50	0.55	0.00	0.27
78.00	4.65	3.60	3.60	0.75	0.25	2.30	1.93	0.00	0.00	0.00	3.36	0.96	0.34	0.00	0.09	0.93	0.31	0.00	0.11
79.00	4.65	3.60	3.60	0.67	0.00	0.89	0.41	0.24	0.00	0.00	2.40	0.45	0.88	0.00	1.51	0.56	0.98	0.00	0.27
80.00	4.65	3.60	3.60	0.06	0.32	0.00	0.14	0.87	0.00	0.00	2.40	0.85	2.76	0.27	1.95	0.00	0.19	0.00	0.00
81.00	4.66	3.59	3.59	0.00	0.00	1.02	0.38	0.33	0.00	0.00	2.40	0.00	0.20	1.02	0.32	2.51	0.00	0.00	0.00
82.00	4.65	3.60	3.60	0.81	0.00	1.89	0.09	0.00	0.00	0.00	2.40	0.00	0.04	2.32	0.00	0.63	1.75	0.00	0.03
83.00	4.66	3.60	3.60	0.19	0.00	2.70	0.69	0.00	0.00	0.18	2.02	0.67	0.46	1.71	2.03	0.26	0.62	0.00	0.54
84.00	4.65	3.60	3.60	3.67	0.27	2.70	1.00	0.00	0.00	0.00	0.00	0.41	1.66	0.00	0.00	0.23	0.00	0.00	0.68
85.00	4.65	3.59	3.59	3.15	0.21	1.80	0.58	0.00	0.00	0.00	0.19	0.45	0.89	0.45	0.21	0.66	1.02	0.00	0.71
86.00	4.66	3.60	3.60	0.36	0.15	0.00	0.00	0.00	0.00	1.35	1.71	0.19	0.37	0.24	0.06	1.73	0.66	0.73	0.23
87.00	4.65	3.60	3.60	3.16	1.00	1.09	0.00	0.00	0.00	0.00	0.89	0.15	0.00	0.00	1.62	0.58	1.79	0.73	0.83
88.00	4.66	3.60	3.60	0.33	0.00	0.82	0.00	0.00	0.00	0.01	0.93	0.00	3.19	1.11	0.20	2.16	0.23	1.30	0.00
89.00	4.65	3.60	3.60	0.00	0.00	0.00	0.46	0.37	0.00	0.00	0.63	1.04	2.06	1.83	2.27	1.65	0.33	1.07	0.00
90.00	4.66	3.59	3.59	0.10	0.00	0.00	0.12	0.00	0.00	2.97	0.09	0.42	0.19	0.00	1.92	1.95	1.40	0.00	0.79
91.00	4.65	3.60	3.60	1.67	0.48	0.00	0.58	0.00	0.00	2.61	0.00	1.12	0.00	0.00	0.24	0.55	0.12	0.21	0.05
92.00	4.65	3.60	3.60	1.31	0.00	1.14	0.05	0.00	0.00	2.27	0.53	1.03	1.35	0.27	0.07	0.06	0.36	0.86	0.14
93.00	4.66	3.60	3.60	1.66	0.45	1.87	0.41	0.00	0.00	0.00	0.00	0.72	0.47	0.00	0.44	1.18	0.04	1.02	1.97
