Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.816s)
CreateVariables () DONE !!!
Creating 22 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21
2.00	3.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.15	0.00	0.00	0.00	0.56	0.00	0.00	0.00	0.00	0.74	0.47	0.00	0.04	0.00
3.00	3.30	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.15	0.00	0.49	0.00	0.27	0.33	0.04	0.24	0.03	0.00	0.00	0.00
4.00	3.30	0.00	0.00	0.00	0.00	3.24	0.00	4.01	0.00	0.00	0.20	0.00	0.31	0.00	0.00	0.82	0.00	0.68	2.00	0.00	0.78	0.97
5.00	3.30	1.59	3.27	0.72	0.00	3.00	0.00	0.99	0.00	0.82	0.00	0.45	0.00	0.06	0.27	0.17	0.00	0.17	0.03	2.22	0.00	0.03
6.00	3.30	0.40	0.46	0.00	0.58	0.77	0.00	0.45	0.00	1.98	0.89	0.01	0.13	0.94	1.21	0.67	0.00	0.95	1.34	1.42	1.26	0.01
7.00	3.30	0.00	0.21	0.48	0.52	0.04	0.47	0.00	0.00	0.24	1.24	0.65	1.75	0.00	0.00	0.48	0.00	0.09	0.85	1.11	0.51	1.52
8.00	3.30	0.70	0.00	0.73	0.00	0.36	0.08	0.12	0.00	1.41	1.56	1.59	1.49	0.37	0.01	0.32	0.00	0.62	0.00	1.66	0.00	0.00
9.00	3.30	1.59	0.51	0.00	1.82	0.00	0.25	1.56	0.00	0.61	1.20	0.50	1.04	0.00	0.00	0.19	0.00	0.36	0.00	0.48	2.02	0.41
10.00	3.29	0.10	0.06	0.00	0.00	0.52	0.07	0.00	0.00	0.00	2.40	1.17	0.67	0.00	0.00	0.58	0.00	2.10	0.00	0.26	1.20	0.10
11.00	3.30	2.20	0.24	0.41	0.00	0.74	0.61	0.30	0.00	1.40	0.06	0.00	0.50	1.42	0.00	0.09	0.00	0.40	0.99	1.27	1.12	0.18
12.00	3.30	0.00	0.52	0.00	0.00	1.63	3.73	0.87	0.00	0.00	0.47	0.17	0.04	0.00	0.00	2.48	0.00	0.57	0.00	1.08	1.28	0.00
13.00	3.30	0.03	0.07	0.00	0.16	2.32	2.46	2.33	0.00	0.10	0.58	0.00	0.47	0.00	0.00	0.00	0.00	1.24	0.56	0.00	0.89	0.27
14.00	3.30	1.23	0.00	0.29	0.00	0.20	2.69	0.15	0.00	0.65	0.00	0.45	0.00	1.19	0.00	1.86	2.71	0.00	0.54	0.00	0.13	0.01
15.00	3.30	1.26	0.00	1.81	0.07	0.19	0.00	0.01	0.00	0.82	0.00	0.00	0.00	0.00	0.00	0.52	0.30	0.00	0.45	1.90	0.00	0.00
16.00	3.30	1.61	0.00	0.07	0.00	1.33	0.10	1.75	0.00	0.00	1.32	0.00	0.93	2.59	1.66	0.19	0.30	0.10	0.00	0.27	0.60	0.00
