Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.869s)
CreateVariables () DONE !!!
Creating 23 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22
2.00	3.29	3.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.15	0.00	0.00	0.00	0.00	0.00	0.46	0.00	0.39	0.00	0.00	0.00	0.00	0.00
3.00	3.30	3.30	0.00	0.00	0.15	1.58	0.00	0.00	0.35	2.07	0.00	1.41	0.00	0.96	0.00	0.00	0.00	0.07	0.00	0.00	0.00	0.00	0.04
4.00	3.30	3.30	0.00	0.00	0.00	3.00	0.00	0.00	2.99	2.55	0.00	1.48	0.00	0.00	0.00	0.00	0.21	0.21	0.00	0.00	0.00	0.00	0.00
5.00	3.30	3.30	1.09	0.00	0.00	0.15	0.03	0.00	0.19	0.84	0.04	0.67	0.01	1.90	0.00	0.33	0.00	0.04	0.51	0.04	1.45	0.00	0.00
6.00	3.30	3.30	0.29	0.00	0.00	0.04	1.35	0.00	2.03	2.70	0.00	1.51	1.79	0.68	0.00	0.12	0.00	0.00	0.04	0.51	0.00	0.30	0.00
7.00	3.30	3.30	0.45	0.00	2.61	0.46	0.21	0.00	2.70	0.52	0.00	0.11	0.60	1.10	0.00	1.45	0.43	0.00	0.30	0.00	0.00	0.30	0.47
8.00	3.30	3.30	0.00	0.00	0.00	0.51	0.00	0.20	2.70	2.67	0.00	0.21	0.67	1.79	0.00	1.80	0.81	0.15	0.00	0.00	0.00	0.30	1.25
9.00	3.30	3.29	0.33	0.00	1.56	0.09	0.04	0.00	2.70	0.57	0.00	2.19	0.00	0.37	0.00	0.39	0.27	0.00	0.15	0.48	0.00	0.00	1.19
10.00	3.29	3.30	1.92	0.00	0.65	1.20	0.00	1.36	0.97	0.00	0.00	0.00	0.02	1.16	0.00	0.18	0.00	0.18	0.18	1.14	0.00	0.00	1.20
11.00	3.30	3.30	0.90	0.00	0.63	2.31	0.00	1.30	0.76	0.00	0.00	0.47	0.00	0.28	0.00	0.51	0.28	0.61	1.85	0.02	0.00	0.00	1.19
