Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.806s)
CreateVariables () DONE !!!
Creating 21 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20
2.00	0.75	4.04	3.44	0.00	0.00	0.00	0.00	0.00	0.04	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.01
3.00	2.50	4.05	3.45	0.00	0.00	0.00	2.70	0.06	0.57	0.82	0.04	0.00	0.00	0.00	0.15	0.15	1.94	0.00	0.01	0.06	0.20
4.00	4.04	4.04	3.45	0.00	0.00	0.00	0.77	0.00	1.60	0.54	0.00	0.00	0.00	0.06	0.00	0.00	1.81	0.00	0.00	0.00	0.74
5.00	4.05	4.05	3.45	0.04	0.00	3.35	0.00	0.00	0.00	1.19	0.00	0.37	0.15	0.00	0.13	1.71	1.80	0.00	0.00	0.00	0.37
6.00	4.05	4.05	3.45	0.43	0.00	0.73	0.43	0.00	2.76	2.40	0.00	0.00	0.33	0.00	0.04	1.80	1.15	0.00	0.00	0.00	0.61
7.00	4.04	4.04	3.44	0.00	0.00	0.01	0.83	0.00	1.75	2.41	0.00	2.18	0.15	0.00	2.00	1.81	1.23	0.00	0.88	0.15	0.00
8.00	4.05	4.05	3.45	0.00	0.00	0.01	0.79	0.52	0.28	1.38	1.56	0.68	0.37	0.00	1.80	1.80	0.50	0.00	0.12	0.26	0.94
9.00	4.04	4.04	3.45	0.50	0.00	0.00	0.55	1.13	0.00	0.17	0.06	0.53	0.01	2.51	1.81	1.31	0.50	0.00	0.01	0.94	0.00
10.00	4.05	4.05	3.45	0.15	0.00	0.00	1.03	0.00	0.13	2.29	1.49	0.12	0.23	1.40	1.28	0.24	0.03	0.00	1.29	0.12	0.00
11.00	4.05	4.05	3.45	1.45	0.00	0.52	0.20	0.14	2.30	0.20	0.00	0.06	0.00	0.16	0.00	0.66	0.00	2.83	0.64	0.00	1.72
12.00	4.04	4.04	3.45	0.00	0.00	0.00	1.04	0.37	2.16	0.00	2.59	1.82	0.45	0.00	0.10	0.02	0.00	0.19	2.05	0.80	0.46
13.00	4.05	4.05	3.44	0.00	0.00	0.00	0.21	0.00	0.00	0.00	0.07	0.01	0.46	2.36	1.77	0.04	0.14	0.21	0.03	0.70	0.65
14.00	4.05	4.05	3.45	0.14	0.00	0.00	0.50	0.83	0.78	1.11	1.50	1.61	0.60	0.18	0.00	0.09	0.33	0.00	0.00	0.68	0.00
15.00	4.04	4.05	3.45	0.00	0.00	0.01	0.09	0.52	2.01	0.00	0.99	1.48	0.00	0.00	0.00	0.00	0.00	0.18	0.00	0.21	0.34
16.00	4.05	4.05	3.45	0.00	0.00	0.00	1.20	0.11	2.40	3.02	0.09	2.25	0.29	0.85	0.00	0.15	0.00	0.13	0.00	0.49	0.21
17.00	4.04	4.04	3.45	0.18	0.00	0.36	2.40	0.00	1.90	2.40	1.15	0.77	0.48	0.43	0.17	0.51	0.57	0.07	0.00	0.00	0.16
18.00	4.05	4.05	3.45	0.00	0.00	1.95	0.33	0.94	2.91	0.73	0.00	0.09	0.00	0.02	0.00	0.41	1.76	0.00	0.48	0.78	0.00
19.00	4.05	4.05	3.44	0.00	0.00	3.00	0.42	0.00	0.38	0.60	0.74	0.07	0.00	1.53	0.00	0.11	0.76	1.13	1.84	0.27	0.15
20.00	4.04	4.04	3.45	0.72	0.00	0.99	0.49	0.09	2.58	0.90	0.00	0.86	0.00	0.04	0.00	0.51	0.15	1.45	0.44	0.22	1.75
21.00	4.05	4.05	3.45	0.00	0.00	0.00	0.72	0.51	2.40	0.00	1.42	0.09	0.37	0.07	0.00	0.09	0.00	0.79	0.06	0.43	0.64
