Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.768s)
CreateVariables () DONE !!!
Creating 20 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19
2.00	3.29	3.14	3.14	0.00	0.04	0.23	0.00	0.00	0.35	0.00	0.00	0.00	0.15	0.23	0.00	0.11	0.00	0.01	0.61	0.00
3.00	3.30	3.15	3.15	0.00	0.00	0.27	0.99	0.00	0.00	0.00	0.00	0.04	1.78	1.10	0.00	0.91	0.00	2.13	1.33	0.00
4.00	3.30	3.15	3.15	0.00	0.32	0.00	1.79	0.00	0.03	0.00	0.00	0.00	2.40	0.00	0.03	0.09	0.00	1.95	0.10	0.06
5.00	3.30	3.15	3.15	0.33	0.02	0.84	2.70	0.07	0.15	0.00	0.00	0.00	0.13	0.00	0.00	0.42	0.04	0.12	1.82	0.00
6.00	3.30	3.15	3.15	0.00	0.00	1.08	1.22	0.00	0.00	0.00	0.00	0.00	2.81	0.82	0.00	1.05	2.58	0.06	1.90	0.00
7.00	3.30	3.15	3.15	0.00	0.00	0.29	1.29	0.00	0.00	0.00	0.00	0.00	2.41	1.69	0.00	0.95	0.05	2.72	0.12	0.00
8.00	3.30	3.15	3.15	0.00	0.19	0.46	1.99	0.98	2.43	0.87	0.00	0.00	2.40	0.63	0.00	0.72	1.00	1.95	1.08	0.00
9.00	3.29	3.15	3.15	0.00	0.00	0.71	0.00	0.10	1.27	0.59	0.00	1.95	1.16	0.05	0.65	0.15	1.97	1.95	0.00	0.00
10.00	3.30	3.15	3.15	0.00	3.87	0.00	0.44	0.20	1.95	0.00	0.00	1.37	0.03	0.00	0.00	0.15	2.10	1.95	0.27	0.00
11.00	3.30	3.15	3.15	0.00	2.86	0.51	0.42	0.00	2.70	0.00	0.30	0.00	0.56	0.00	1.08	0.49	1.73	1.96	0.71	0.00
