Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.753s)
CreateVariables () DONE !!!
Creating 11 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10
2.00	3.44	0.00	0.00	0.35	0.00	0.00	0.00	0.21	0.76	0.06	0.26
3.00	3.45	0.00	1.63	0.77	0.00	0.00	1.27	1.86	0.87	0.00	0.09
4.00	3.45	2.81	0.00	0.04	0.00	0.00	0.00	2.34	0.27	0.00	0.78
5.00	3.45	0.01	0.03	0.11	3.34	0.07	0.05	0.00	0.27	0.39	1.98
6.00	3.45	0.83	0.97	0.18	1.19	0.97	0.19	2.41	0.00	0.12	0.93
7.00	3.44	3.70	0.95	0.07	0.10	0.00	0.43	0.00	1.67	0.32	1.66
8.00	3.45	1.53	0.79	1.57	1.96	0.45	0.42	1.67	0.00	0.66	0.52
9.00	3.45	0.00	0.78	1.91	1.82	0.62	0.33	1.36	0.04	0.00	0.57
10.00	3.45	0.00	0.50	0.15	0.01	2.05	0.15	3.42	0.00	1.07	1.25
11.00	3.45	1.56	0.03	2.05	0.32	0.12	0.00	0.23	1.84	0.33	0.09
12.00	3.45	0.36	2.12	1.81	0.13	0.28	1.20	1.81	0.00	0.10	0.58
13.00	3.44	0.69	1.83	0.00	0.10	1.08	0.24	0.00	2.12	1.68	0.17
14.00	3.45	1.69	0.44	0.09	0.42	2.00	1.82	0.70	0.42	1.51	0.00
15.00	3.45	1.32	0.09	0.91	0.00	1.45	1.30	1.54	0.00	1.03	0.75
16.00	3.45	0.04	1.66	0.00	2.64	1.64	0.14	0.00	0.00	1.83	0.03
17.00	3.45	0.47	1.67	0.72	0.28	2.59	0.98	0.00	0.00	2.41	0.99
18.00	3.45	0.05	2.14	0.00	1.35	0.00	0.00	0.03	0.17	0.08	1.36
19.00	3.44	0.30	2.17	0.00	1.77	0.42	0.27	0.00	0.00	0.56	0.00
20.00	3.45	1.72	0.12	1.54	0.48	0.56	0.00	0.81	0.28	0.20	0.60
21.00	3.45	3.45	0.00	2.62	0.00	0.00	0.17	0.39	0.00	1.40	0.00
22.00	3.45	3.45	0.00	3.15	0.60	0.46	0.00	2.25	0.00	2.55	0.00
23.00	3.45	2.29	0.00	2.07	0.00	1.35	0.46	2.14	0.00	1.67	0.00
24.00	3.44	0.37	0.00	1.29	0.57	0.69	2.46	0.52	0.00	0.46	0.00
25.00	3.45	0.00	0.00	0.00	0.00	1.04	2.85	0.00	0.00	0.21	0.00
26.00	3.45	0.01	0.00	0.84	0.00	0.25	1.07	0.06	0.00	0.05	0.00
27.00	3.45	0.93	1.87	0.09	1.85	0.00	0.63	0.25	0.30	0.84	0.53
28.00	3.45	3.49	0.00	0.84	0.00	0.00	0.00	0.00	0.00	0.71	0.51
29.00	3.45	0.71	1.70	0.33	0.00	0.00	0.29	0.00	0.00	0.04	2.04
30.00	3.44	0.55	3.45	0.64	0.77	0.00	0.31	0.71	0.00	2.24	0.00
31.00	3.45	1.06	2.84	0.00	0.22	0.00	1.91	0.00	0.00	0.00	0.00
32.00	3.45	0.00	0.44	3.37	0.15	0.00	2.85	0.52	0.00	0.00	0.83
33.00	3.45	2.66	0.49	2.59	0.56	2.18	2.85	0.00	0.00	0.15	0.00
34.00	3.45	0.00	0.00	0.76	0.11	0.00	2.85	0.00	1.60	0.00	1.23
35.00	3.45	0.00	0.32	2.11	0.64	0.10	0.76	0.99	0.68	0.00	1.44
36.00	3.44	0.00	3.10	1.90	1.35	0.61	1.32	0.00	0.00	0.87	0.00
37.00	3.45	0.00	0.06	0.00	1.26	0.40	0.76	0.04	0.00	0.02	2.81
38.00	3.45	0.00	0.07	2.15	0.20	0.68	0.00	0.27	0.00	1.70	1.14
39.00	3.45	0.00	3.07	0.11	0.04	0.00	0.00	0.00	1.57	1.52	0.00
40.00	3.45	0.00	0.90	0.01	1.17	0.49	1.21	1.02	0.00	0.59	0.00
41.00	3.44	0.00	1.95	0.38	0.05	0.00	0.65	0.00	1.22	0.17	0.07
42.00	3.45	0.00	2.04	0.06	1.12	0.00	0.04	0.00	0.00	1.31	1.49
43.00	3.45	2.23	0.00	0.14	0.29	0.93	1.42	2.74	0.00	0.24	1.71
44.00	3.45	0.00	0.09	0.00	0.04	3.02	1.12	0.00	0.82	0.00	0.17
45.00	3.45	0.36	0.00	2.22	1.26	1.24	0.00	0.00	0.45	0.68	0.07
46.00	3.45	0.00	0.00	0.00	1.56	1.80	0.00	0.67	0.06	0.00	0.30
47.00	3.44	0.00	0.00	2.16	1.13	0.07	1.14	0.00	0.19	2.04	0.00
48.00	3.45	0.92	0.00	1.81	0.44	0.55	2.00	0.87	0.00	1.10	0.00
49.00	3.45	0.13	0.00	0.55	0.10	2.99	0.00	1.09	0.00	0.48	1.00
50.00	3.45	3.00	0.00	0.00	1.64	1.29	0.00	0.00	0.00	0.09	2.02
51.00	3.45	1.56	0.63	0.86	1.02	0.43	0.22	0.68	0.00	0.00	0.86
52.00	3.45	0.16	0.00	0.61	3.17	0.00	0.00	0.40	0.49	0.03	2.05
53.00	3.44	1.63	0.00	0.00	3.04	0.00	0.00	0.00	0.27	0.00	0.57
54.00	3.45	0.00	0.00	0.45	3.00	0.00	1.46	3.60	0.78	0.00	0.05
55.00	3.45	2.74	1.82	0.08	0.36	0.00	0.02	2.09	0.00	0.00	0.04
56.00	3.45	0.00	1.82	0.07	1.25	0.00	1.26	0.31	0.12	0.09	1.49
57.00	3.45	3.14	2.99	0.00	0.14	0.00	2.46	0.53	0.25	0.81	1.68
58.00	3.44	0.02	0.00	0.48	0.96	1.48	0.00	0.98	0.00	0.00	0.19
59.00	3.45	0.68	0.63	0.00	0.49	2.29	0.89	0.00	1.22	0.27	0.04
